gene_id	gene_name	EP1-BRN3B-RO	EP1-WT_hRO_2	EP1-WT_ROs_D45	H9-BRN3B_hRO_2	H9-BRN3B-RO	H9-CRX_hRO_2	H9-CRX_ROs_D45
ANKRD54	ANKRD54	163.99999895902	47.000000612807995	180.00000001296797	33.000000749017	99.99999955505199	38.999999207995	118.00000067004102
ANKS1B	ANKS1B	37.000001326062986	6.999999636151996	37.000001330618005	24.99999971876699	32.000000536255996	13.999998632157993	24.999996737075946
ANKS6	ANKS6	30.999997887557015	12.999999515268994	82.99999633458197	29.999999072917994	26.999999922278995	16.999999848255	89.00000053218
AP1S2	AP1S2	186.999997110209	128.00000098624798	368.000002213728	181.00000138356697	123.99999995724399	159.000001066489	190.00000177594202
AP2M1	AP2M1	63.99999789094401	12.999998178361988	36.99999781544998	16.0000020605	39.99999854957199	24.999997557424987	27.999989005993815
APBA1	APBA1	56.999999212491005	16.999999880315997	55.999997738703975	17.999999738551995	45.99999971049399	9.000000629879006	104.00000300345306
APC	APC	159.999997636344	39.99999963974899	143.000002197518	48.99999986150499	98.99999688735899	40.999999012589	76.99999665700693
APIP	APIP	149.00000054419897	54.00000024895999	253.000004158314	92.00000079282998	119.00000146401499	85.00000075048101	140.000001974608
APLP1	APLP1	36.00000026814799	13.999999272303993	54.000000706924	17.000000162522998	38.999998002626995	14.000000141364001	34.999994166469904
APOLD1	APOLD1	14.000000265889996	14.000000609211002	26.999998595877987	27.99999844685399	6.999999587118999	15.999999945958	41.999996163354936
APP	APP	163.99999895902	54.00000024895999	127.00000133710199	52.99999816562097	93.999996273382	47.99999983787401	80.99999373060989
ARAP1	ARAP1	100.00000106807597	47.000000612807995	41.999997425235975	52.00000153760399	47.000000257439	49.00000124937702	53.00000156102502
