isoform_id	DTU_Stage_1_vs_Stage_2	DTU_Stage_1_vs_Stage_3	DTU_Stage_2_vs_Stage_3
ENST00000622190	FALSE	FALSE	FALSE
ENST00000622211	FALSE	FALSE	FALSE
ENST00000622226	FALSE	FALSE	FALSE
ENST00000622235	FALSE	FALSE	FALSE
ENST00000622252	FALSE	FALSE	FALSE
ENST00000622263	FALSE	FALSE	FALSE
ENST00000622290	FALSE	TRUE	FALSE
ENST00000622299	FALSE	FALSE	FALSE
ENST00000622306	FALSE	FALSE	FALSE
ENST00000622315	FALSE	FALSE	FALSE
ENST00000622317	FALSE	FALSE	FALSE
ENST00000622353	FALSE	FALSE	FALSE
ENST00000622357	FALSE	FALSE	FALSE
ENST00000622363	FALSE	FALSE	FALSE
ENST00000622371	FALSE	FALSE	FALSE
ENST00000622373	FALSE	FALSE	FALSE
ENST00000622389	FALSE	FALSE	FALSE
ENST00000622395	FALSE	FALSE	FALSE
ENST00000622405	FALSE	FALSE	FALSE
ENST00000622427	FALSE	FALSE	FALSE
ENST00000622429	FALSE	FALSE	FALSE
ENST00000622468	FALSE	TRUE	FALSE
ENST00000622479	FALSE	FALSE	FALSE
ENST00000622483	FALSE	FALSE	FALSE
ENST00000622489	FALSE	FALSE	FALSE
ENST00000622495	FALSE	FALSE	FALSE
ENST00000622508	FALSE	FALSE	FALSE
ENST00000622512	FALSE	FALSE	TRUE
ENST00000622513	TRUE	TRUE	TRUE
ENST00000622514	FALSE	FALSE	FALSE
ENST00000622516	FALSE	FALSE	FALSE
ENST00000622519	FALSE	FALSE	FALSE
ENST00000622558	FALSE	FALSE	FALSE
ENST00000622566	FALSE	FALSE	FALSE
ENST00000622567	TRUE	FALSE	TRUE
ENST00000622583	FALSE	FALSE	FALSE
ENST00000622587	FALSE	FALSE	FALSE
ENST00000622602	FALSE	FALSE	FALSE
ENST00000622607	FALSE	FALSE	FALSE
ENST00000622608	FALSE	FALSE	FALSE
ENST00000622611	FALSE	FALSE	FALSE
ENST00000622633	FALSE	FALSE	FALSE
ENST00000622639	FALSE	FALSE	FALSE
ENST00000622645	FALSE	FALSE	FALSE
ENST00000622668	FALSE	FALSE	FALSE
ENST00000622669	FALSE	FALSE	FALSE
ENST00000622683	FALSE	FALSE	FALSE
ENST00000622694	FALSE	FALSE	FALSE
ENST00000622696	FALSE	FALSE	FALSE
ENST00000622703	FALSE	FALSE	FALSE
ENST00000622746	FALSE	FALSE	FALSE
ENST00000622764	FALSE	FALSE	FALSE
ENST00000622768	FALSE	FALSE	FALSE
ENST00000622774	FALSE	FALSE	FALSE
ENST00000622779	FALSE	FALSE	FALSE
ENST00000622785	FALSE	FALSE	FALSE
ENST00000622789	FALSE	FALSE	FALSE
ENST00000622804	FALSE	FALSE	FALSE
ENST00000622833	FALSE	FALSE	FALSE
ENST00000622840	FALSE	FALSE	FALSE
ENST00000622845	FALSE	FALSE	FALSE
ENST00000622850	FALSE	FALSE	FALSE
ENST00000622873	FALSE	FALSE	FALSE
ENST00000622874	FALSE	FALSE	FALSE
ENST00000622887	FALSE	FALSE	FALSE
ENST00000622898	FALSE	FALSE	FALSE
ENST00000622947	FALSE	FALSE	FALSE
ENST00000622959	FALSE	FALSE	FALSE
ENST00000622960	FALSE	FALSE	FALSE
ENST00000623019	FALSE	FALSE	FALSE
ENST00000623063	FALSE	FALSE	FALSE
ENST00000623073	FALSE	FALSE	FALSE
ENST00000623113	FALSE	FALSE	FALSE
ENST00000623144	FALSE	FALSE	FALSE
ENST00000623154	FALSE	FALSE	FALSE
ENST00000623170	FALSE	FALSE	FALSE
ENST00000623184	FALSE	FALSE	TRUE
ENST00000623189	FALSE	FALSE	FALSE
ENST00000623205	FALSE	FALSE	FALSE
ENST00000623213	FALSE	FALSE	FALSE
ENST00000623232	FALSE	FALSE	FALSE
ENST00000623241	FALSE	FALSE	TRUE
ENST00000623276	FALSE	FALSE	FALSE
ENST00000623280	FALSE	FALSE	FALSE
ENST00000623287	FALSE	FALSE	FALSE
ENST00000623321	FALSE	FALSE	FALSE
ENST00000623361	FALSE	FALSE	FALSE
ENST00000623400	FALSE	FALSE	FALSE
ENST00000623402	FALSE	FALSE	FALSE
ENST00000623406	FALSE	FALSE	FALSE
ENST00000623461	FALSE	FALSE	FALSE
ENST00000623464	FALSE	FALSE	FALSE
ENST00000623495	FALSE	FALSE	FALSE
ENST00000623517	FALSE	FALSE	FALSE
ENST00000623527	FALSE	FALSE	FALSE
ENST00000623528	FALSE	FALSE	FALSE
ENST00000623535	FALSE	FALSE	FALSE
ENST00000623550	FALSE	FALSE	FALSE
ENST00000623596	FALSE	FALSE	FALSE
ENST00000623608	FALSE	FALSE	FALSE
ENST00000623632	FALSE	FALSE	FALSE
ENST00000623646	FALSE	FALSE	FALSE
ENST00000623652	FALSE	FALSE	FALSE
ENST00000623665	FALSE	FALSE	FALSE
ENST00000623691	FALSE	FALSE	FALSE
ENST00000623706	FALSE	FALSE	FALSE
ENST00000623711	FALSE	FALSE	FALSE
ENST00000623724	FALSE	FALSE	FALSE
ENST00000623756	FALSE	FALSE	FALSE
ENST00000623782	FALSE	FALSE	FALSE
ENST00000623842	FALSE	FALSE	FALSE
ENST00000623858	FALSE	TRUE	FALSE
ENST00000623882	FALSE	FALSE	FALSE
ENST00000623922	FALSE	FALSE	FALSE
ENST00000623924	FALSE	FALSE	FALSE
ENST00000624028	FALSE	FALSE	FALSE
ENST00000624032	FALSE	FALSE	FALSE
ENST00000624056	FALSE	FALSE	FALSE
ENST00000624069	FALSE	FALSE	FALSE
ENST00000624093	FALSE	FALSE	FALSE
ENST00000624097	FALSE	FALSE	FALSE
ENST00000624112	FALSE	FALSE	FALSE
ENST00000624145	FALSE	FALSE	FALSE
ENST00000624161	FALSE	FALSE	FALSE
ENST00000624166	FALSE	FALSE	FALSE
ENST00000624204	FALSE	FALSE	FALSE
ENST00000624210	FALSE	FALSE	FALSE
ENST00000624234	FALSE	FALSE	FALSE
ENST00000624247	FALSE	FALSE	FALSE
ENST00000624277	FALSE	FALSE	FALSE
ENST00000624301	FALSE	FALSE	FALSE
ENST00000624315	FALSE	FALSE	FALSE
ENST00000624362	TRUE	TRUE	FALSE
ENST00000624419	FALSE	FALSE	FALSE
ENST00000624426	FALSE	FALSE	FALSE
ENST00000624436	FALSE	FALSE	FALSE
ENST00000624499	FALSE	FALSE	FALSE
ENST00000624538	FALSE	FALSE	FALSE
ENST00000624552	FALSE	FALSE	FALSE
ENST00000624579	FALSE	FALSE	FALSE
ENST00000624586	FALSE	FALSE	FALSE
ENST00000624589	FALSE	FALSE	FALSE
ENST00000624637	FALSE	FALSE	FALSE
ENST00000624666	FALSE	FALSE	FALSE
ENST00000624676	FALSE	FALSE	FALSE
ENST00000624683	FALSE	FALSE	FALSE
ENST00000624693	FALSE	FALSE	FALSE
ENST00000624709	FALSE	FALSE	FALSE
ENST00000624726	FALSE	FALSE	FALSE
ENST00000624776	FALSE	FALSE	FALSE
ENST00000624793	FALSE	FALSE	FALSE
ENST00000624843	FALSE	FALSE	FALSE
ENST00000624922	FALSE	FALSE	FALSE
ENST00000624933	FALSE	FALSE	FALSE
ENST00000624946	FALSE	FALSE	FALSE
ENST00000624957	FALSE	FALSE	FALSE
ENST00000624995	FALSE	FALSE	FALSE
ENST00000625033	FALSE	FALSE	FALSE
ENST00000625044	FALSE	FALSE	FALSE
ENST00000625049	FALSE	FALSE	FALSE
ENST00000625065	FALSE	FALSE	FALSE
ENST00000625129	FALSE	FALSE	FALSE
ENST00000625138	FALSE	FALSE	FALSE
ENST00000625166	FALSE	FALSE	FALSE
ENST00000625172	TRUE	FALSE	FALSE
ENST00000625194	FALSE	FALSE	FALSE
ENST00000625233	FALSE	FALSE	FALSE
ENST00000625282	FALSE	FALSE	FALSE
ENST00000625284	FALSE	FALSE	FALSE
ENST00000625301	FALSE	FALSE	FALSE
ENST00000625311	FALSE	FALSE	FALSE
ENST00000625323	FALSE	FALSE	FALSE
ENST00000625377	FALSE	FALSE	FALSE
ENST00000625423	FALSE	FALSE	FALSE
ENST00000625464	FALSE	FALSE	FALSE
ENST00000625521	FALSE	FALSE	FALSE
ENST00000625522	FALSE	FALSE	FALSE
ENST00000625662	FALSE	FALSE	FALSE
ENST00000625664	FALSE	FALSE	FALSE
ENST00000625672	FALSE	FALSE	FALSE
ENST00000625755	FALSE	FALSE	FALSE
ENST00000625766	TRUE	TRUE	FALSE
ENST00000625767	FALSE	TRUE	TRUE
ENST00000625778	FALSE	FALSE	FALSE
ENST00000625837	FALSE	FALSE	FALSE
ENST00000625927	FALSE	FALSE	FALSE
ENST00000625938	FALSE	FALSE	FALSE
ENST00000625964	FALSE	FALSE	FALSE
ENST00000625980	FALSE	FALSE	FALSE
ENST00000625990	FALSE	FALSE	FALSE
ENST00000625998	TRUE	TRUE	FALSE
ENST00000626012	FALSE	FALSE	FALSE
ENST00000626021	FALSE	FALSE	FALSE
ENST00000626064	FALSE	FALSE	FALSE
ENST00000626066	FALSE	FALSE	FALSE
ENST00000626119	FALSE	FALSE	FALSE
ENST00000626122	FALSE	FALSE	FALSE
ENST00000626154	FALSE	FALSE	FALSE
ENST00000626172	FALSE	FALSE	FALSE
ENST00000626177	TRUE	TRUE	FALSE
ENST00000626257	FALSE	FALSE	FALSE
ENST00000626274	FALSE	FALSE	FALSE
ENST00000626301	FALSE	FALSE	FALSE
ENST00000626307	FALSE	FALSE	FALSE
ENST00000626395	FALSE	FALSE	FALSE
ENST00000626416	FALSE	FALSE	FALSE
ENST00000626454	FALSE	FALSE	FALSE
ENST00000626459	FALSE	FALSE	FALSE
ENST00000626478	FALSE	FALSE	FALSE
ENST00000626491	FALSE	FALSE	FALSE
ENST00000626539	FALSE	FALSE	FALSE
ENST00000626650	FALSE	FALSE	FALSE
ENST00000626691	FALSE	FALSE	FALSE
ENST00000626695	FALSE	FALSE	FALSE
ENST00000626701	FALSE	FALSE	FALSE
ENST00000626725	FALSE	FALSE	FALSE
ENST00000626782	FALSE	FALSE	FALSE
ENST00000626796	FALSE	FALSE	FALSE
ENST00000626827	FALSE	FALSE	FALSE
ENST00000626839	FALSE	FALSE	FALSE
ENST00000626866	FALSE	FALSE	FALSE
ENST00000626874	TRUE	TRUE	FALSE
ENST00000626899	FALSE	TRUE	FALSE
ENST00000626929	FALSE	FALSE	FALSE
ENST00000626972	FALSE	FALSE	FALSE
ENST00000626993	FALSE	FALSE	FALSE
ENST00000627032	FALSE	FALSE	FALSE
ENST00000627109	FALSE	TRUE	FALSE
ENST00000627144	FALSE	FALSE	FALSE
ENST00000627151	FALSE	FALSE	FALSE
ENST00000627200	FALSE	FALSE	FALSE
ENST00000627212	FALSE	FALSE	FALSE
ENST00000627217	FALSE	FALSE	FALSE
ENST00000627246	FALSE	FALSE	FALSE
ENST00000627282	FALSE	FALSE	FALSE
ENST00000627296	FALSE	FALSE	FALSE
ENST00000627394	FALSE	FALSE	FALSE
ENST00000627399	FALSE	FALSE	FALSE
ENST00000627468	FALSE	FALSE	FALSE
ENST00000627532	FALSE	FALSE	FALSE
ENST00000627543	FALSE	TRUE	TRUE
ENST00000627550	FALSE	FALSE	FALSE
ENST00000627582	FALSE	FALSE	FALSE
ENST00000627585	FALSE	FALSE	FALSE
ENST00000627587	FALSE	FALSE	FALSE
ENST00000627620	FALSE	FALSE	TRUE
ENST00000627621	FALSE	FALSE	FALSE
ENST00000627622	FALSE	FALSE	FALSE
ENST00000627651	FALSE	FALSE	FALSE
ENST00000627653	FALSE	FALSE	FALSE
ENST00000627656	TRUE	FALSE	FALSE
ENST00000627680	FALSE	FALSE	FALSE
ENST00000627685	FALSE	FALSE	FALSE
ENST00000627697	FALSE	FALSE	FALSE
ENST00000627714	FALSE	FALSE	FALSE
ENST00000627726	FALSE	FALSE	FALSE
ENST00000627746	FALSE	FALSE	FALSE
ENST00000627783	FALSE	FALSE	FALSE
ENST00000627814	FALSE	FALSE	FALSE
ENST00000627851	FALSE	FALSE	FALSE
ENST00000627916	FALSE	FALSE	FALSE
ENST00000627920	FALSE	FALSE	FALSE
ENST00000627934	FALSE	FALSE	FALSE
ENST00000627949	FALSE	FALSE	FALSE
ENST00000627968	FALSE	FALSE	FALSE
ENST00000628067	FALSE	FALSE	FALSE
ENST00000628077	FALSE	FALSE	FALSE
ENST00000628084	FALSE	FALSE	FALSE
ENST00000628118	FALSE	FALSE	FALSE
ENST00000628161	FALSE	FALSE	FALSE
ENST00000628176	FALSE	FALSE	FALSE
ENST00000628216	TRUE	FALSE	TRUE
ENST00000628272	FALSE	TRUE	FALSE
ENST00000628285	FALSE	FALSE	FALSE
ENST00000628306	FALSE	FALSE	FALSE
ENST00000628331	FALSE	FALSE	FALSE
ENST00000628346	TRUE	FALSE	FALSE
ENST00000628364	FALSE	FALSE	FALSE
ENST00000628375	FALSE	FALSE	FALSE
ENST00000628403	FALSE	FALSE	FALSE
ENST00000628415	FALSE	FALSE	FALSE
ENST00000628419	FALSE	FALSE	FALSE
ENST00000628426	FALSE	FALSE	FALSE
ENST00000628452	FALSE	FALSE	FALSE
ENST00000628453	FALSE	FALSE	FALSE
ENST00000628477	FALSE	FALSE	FALSE
ENST00000628479	FALSE	FALSE	FALSE
ENST00000628514	FALSE	FALSE	FALSE
ENST00000628515	FALSE	FALSE	FALSE
ENST00000628542	FALSE	FALSE	FALSE
ENST00000628543	FALSE	FALSE	FALSE
ENST00000628545	FALSE	FALSE	FALSE
ENST00000628554	FALSE	FALSE	FALSE
ENST00000628562	FALSE	FALSE	FALSE
ENST00000628593	FALSE	FALSE	FALSE
ENST00000628646	FALSE	FALSE	FALSE
ENST00000628652	FALSE	FALSE	FALSE
ENST00000628663	FALSE	TRUE	FALSE
ENST00000628768	TRUE	FALSE	TRUE
ENST00000628769	FALSE	FALSE	FALSE
ENST00000628776	FALSE	FALSE	FALSE
ENST00000628825	FALSE	FALSE	FALSE
ENST00000628829	FALSE	FALSE	FALSE
ENST00000628863	FALSE	FALSE	FALSE
ENST00000628881	FALSE	FALSE	FALSE
ENST00000628915	FALSE	FALSE	FALSE
ENST00000628997	FALSE	FALSE	FALSE
ENST00000629039	FALSE	FALSE	FALSE
ENST00000629042	FALSE	FALSE	FALSE
ENST00000629088	FALSE	FALSE	FALSE
ENST00000629113	FALSE	FALSE	FALSE
ENST00000629195	FALSE	FALSE	FALSE
ENST00000629203	FALSE	FALSE	FALSE
ENST00000629231	FALSE	FALSE	FALSE
ENST00000629272	FALSE	FALSE	FALSE
ENST00000629303	FALSE	FALSE	FALSE
ENST00000629335	FALSE	FALSE	FALSE
ENST00000629346	FALSE	FALSE	FALSE
ENST00000629359	FALSE	FALSE	FALSE
ENST00000629362	FALSE	FALSE	FALSE
ENST00000629372	FALSE	FALSE	FALSE
ENST00000629380	FALSE	FALSE	FALSE
ENST00000629387	FALSE	FALSE	FALSE
ENST00000629425	FALSE	FALSE	FALSE
ENST00000629426	FALSE	FALSE	FALSE
ENST00000629438	FALSE	FALSE	FALSE
ENST00000629496	FALSE	FALSE	FALSE
ENST00000629520	FALSE	FALSE	FALSE
ENST00000629543	FALSE	FALSE	FALSE
ENST00000629555	FALSE	FALSE	FALSE
ENST00000629575	FALSE	FALSE	FALSE
ENST00000629586	FALSE	FALSE	FALSE
ENST00000629624	FALSE	FALSE	FALSE
ENST00000629650	FALSE	FALSE	FALSE
ENST00000629659	FALSE	FALSE	FALSE
ENST00000629669	FALSE	FALSE	FALSE
ENST00000629706	FALSE	FALSE	FALSE
ENST00000629765	FALSE	FALSE	FALSE
ENST00000629768	FALSE	FALSE	FALSE
ENST00000629816	FALSE	TRUE	FALSE
ENST00000629843	FALSE	FALSE	FALSE
ENST00000629955	FALSE	FALSE	FALSE
ENST00000629983	FALSE	FALSE	FALSE
ENST00000629992	FALSE	FALSE	FALSE
ENST00000629999	FALSE	FALSE	FALSE
ENST00000630056	FALSE	FALSE	FALSE
ENST00000630077	TRUE	FALSE	FALSE
ENST00000630114	FALSE	FALSE	FALSE
ENST00000630130	FALSE	FALSE	FALSE
ENST00000630147	FALSE	FALSE	FALSE
ENST00000630152	FALSE	FALSE	FALSE
ENST00000630236	FALSE	TRUE	TRUE
ENST00000630259	FALSE	FALSE	FALSE
ENST00000630269	FALSE	FALSE	FALSE
ENST00000630279	FALSE	FALSE	FALSE
ENST00000630307	FALSE	FALSE	FALSE
ENST00000630330	FALSE	FALSE	FALSE
ENST00000630370	FALSE	FALSE	FALSE
ENST00000630384	FALSE	FALSE	FALSE
ENST00000630423	FALSE	FALSE	FALSE
ENST00000630424	FALSE	FALSE	FALSE
ENST00000630497	TRUE	FALSE	FALSE
ENST00000630607	FALSE	FALSE	FALSE
ENST00000630659	FALSE	FALSE	FALSE
ENST00000630662	FALSE	FALSE	FALSE
ENST00000630693	FALSE	FALSE	FALSE
ENST00000630695	FALSE	FALSE	FALSE
ENST00000630771	FALSE	FALSE	FALSE
ENST00000630790	FALSE	FALSE	FALSE
ENST00000630791	FALSE	FALSE	FALSE
ENST00000630804	FALSE	FALSE	FALSE
ENST00000630827	FALSE	FALSE	FALSE
ENST00000630839	FALSE	FALSE	FALSE
ENST00000630850	FALSE	FALSE	FALSE
ENST00000630858	FALSE	FALSE	FALSE
ENST00000630925	TRUE	FALSE	FALSE
ENST00000630929	FALSE	FALSE	FALSE
ENST00000630940	FALSE	FALSE	FALSE
ENST00000630951	FALSE	FALSE	FALSE
ENST00000630952	FALSE	FALSE	FALSE
ENST00000630961	FALSE	FALSE	FALSE
ENST00000630972	FALSE	FALSE	FALSE
ENST00000630983	FALSE	FALSE	FALSE
ENST00000630992	FALSE	FALSE	FALSE
ENST00000631006	TRUE	FALSE	FALSE
ENST00000631044	FALSE	FALSE	FALSE
ENST00000631126	FALSE	FALSE	FALSE
ENST00000631148	TRUE	FALSE	FALSE
ENST00000631182	FALSE	FALSE	TRUE
ENST00000631247	FALSE	FALSE	FALSE
ENST00000631291	FALSE	FALSE	FALSE
ENST00000631357	FALSE	FALSE	FALSE
ENST00000631375	FALSE	TRUE	FALSE
ENST00000631460	TRUE	TRUE	FALSE
ENST00000631498	FALSE	TRUE	FALSE
ENST00000631571	FALSE	FALSE	FALSE
ENST00000631589	TRUE	TRUE	FALSE
ENST00000631616	FALSE	FALSE	FALSE
ENST00000631619	FALSE	FALSE	FALSE
ENST00000631683	FALSE	FALSE	FALSE
ENST00000631687	FALSE	FALSE	FALSE
ENST00000631806	FALSE	FALSE	FALSE
ENST00000631816	FALSE	FALSE	FALSE
ENST00000631834	FALSE	FALSE	FALSE
ENST00000632058	FALSE	FALSE	FALSE
ENST00000632169	FALSE	FALSE	FALSE
ENST00000632202	FALSE	FALSE	FALSE
ENST00000632421	FALSE	FALSE	FALSE
ENST00000632434	FALSE	FALSE	FALSE
ENST00000632555	FALSE	FALSE	FALSE
ENST00000632775	FALSE	FALSE	FALSE
ENST00000632800	FALSE	FALSE	FALSE
ENST00000633035	FALSE	FALSE	FALSE
ENST00000633056	FALSE	FALSE	FALSE
ENST00000633063	FALSE	FALSE	FALSE
ENST00000633077	FALSE	FALSE	FALSE
ENST00000633080	FALSE	FALSE	FALSE
ENST00000633136	FALSE	FALSE	FALSE
ENST00000633222	FALSE	FALSE	FALSE
ENST00000633239	FALSE	FALSE	FALSE
ENST00000633367	FALSE	FALSE	FALSE
ENST00000633438	FALSE	FALSE	FALSE
ENST00000633445	FALSE	FALSE	FALSE
ENST00000633485	FALSE	FALSE	FALSE
ENST00000633531	FALSE	FALSE	FALSE
ENST00000633556	FALSE	FALSE	FALSE
ENST00000633691	FALSE	FALSE	FALSE
ENST00000633708	TRUE	TRUE	TRUE
ENST00000633794	FALSE	FALSE	FALSE
ENST00000633835	FALSE	FALSE	FALSE
ENST00000633867	FALSE	FALSE	FALSE
ENST00000633930	FALSE	TRUE	FALSE
ENST00000633942	FALSE	FALSE	FALSE
ENST00000633965	FALSE	FALSE	FALSE
ENST00000634017	FALSE	FALSE	FALSE
ENST00000634222	FALSE	FALSE	TRUE
ENST00000634258	FALSE	FALSE	FALSE
ENST00000634311	FALSE	FALSE	FALSE
ENST00000634335	FALSE	FALSE	FALSE
ENST00000634348	FALSE	FALSE	FALSE
ENST00000634349	FALSE	FALSE	FALSE
ENST00000634363	FALSE	FALSE	FALSE
ENST00000634379	FALSE	TRUE	FALSE
ENST00000634384	FALSE	TRUE	FALSE
ENST00000634393	FALSE	FALSE	FALSE
ENST00000634413	FALSE	FALSE	FALSE
ENST00000634429	FALSE	FALSE	FALSE
ENST00000634486	FALSE	FALSE	FALSE
ENST00000634501	FALSE	FALSE	FALSE
ENST00000634560	FALSE	FALSE	FALSE
ENST00000634586	FALSE	FALSE	FALSE
ENST00000634589	FALSE	FALSE	FALSE
ENST00000634606	FALSE	FALSE	FALSE
ENST00000634607	FALSE	TRUE	FALSE
ENST00000634620	FALSE	FALSE	FALSE
ENST00000634633	FALSE	FALSE	FALSE
ENST00000634640	FALSE	FALSE	FALSE
ENST00000634654	FALSE	FALSE	FALSE
ENST00000634658	FALSE	FALSE	FALSE
ENST00000634688	FALSE	FALSE	FALSE
ENST00000634702	FALSE	FALSE	FALSE
ENST00000634733	FALSE	FALSE	FALSE
ENST00000634734	FALSE	FALSE	FALSE
ENST00000634760	FALSE	FALSE	FALSE
ENST00000634778	FALSE	FALSE	FALSE
ENST00000634810	FALSE	FALSE	FALSE
ENST00000634842	FALSE	FALSE	FALSE
ENST00000634871	FALSE	FALSE	FALSE
ENST00000634879	FALSE	FALSE	FALSE
ENST00000634891	FALSE	FALSE	FALSE
ENST00000634910	FALSE	FALSE	FALSE
ENST00000634912	FALSE	FALSE	FALSE
ENST00000634938	FALSE	FALSE	FALSE
ENST00000634956	FALSE	FALSE	FALSE
ENST00000634965	FALSE	FALSE	FALSE
ENST00000634990	FALSE	FALSE	FALSE
ENST00000635017	FALSE	FALSE	FALSE
ENST00000635031	FALSE	FALSE	FALSE
ENST00000635041	FALSE	FALSE	FALSE
ENST00000635045	FALSE	FALSE	FALSE
ENST00000635051	FALSE	FALSE	FALSE
ENST00000635100	FALSE	FALSE	FALSE
ENST00000635101	TRUE	FALSE	TRUE
ENST00000635104	FALSE	FALSE	FALSE
ENST00000635110	FALSE	FALSE	FALSE
ENST00000635120	FALSE	FALSE	FALSE
ENST00000635123	FALSE	FALSE	FALSE
ENST00000635133	FALSE	FALSE	FALSE
ENST00000635152	FALSE	FALSE	FALSE
ENST00000635175	FALSE	FALSE	FALSE
ENST00000635193	FALSE	FALSE	FALSE
ENST00000635200	FALSE	FALSE	FALSE
ENST00000635206	FALSE	TRUE	FALSE
ENST00000635239	FALSE	FALSE	FALSE
ENST00000635248	FALSE	FALSE	FALSE
ENST00000635251	FALSE	FALSE	FALSE
ENST00000635253	FALSE	TRUE	FALSE
ENST00000635257	FALSE	FALSE	FALSE
ENST00000635348	TRUE	FALSE	FALSE
ENST00000635383	FALSE	FALSE	FALSE
ENST00000635406	FALSE	FALSE	FALSE
ENST00000635415	FALSE	FALSE	FALSE
ENST00000635464	FALSE	TRUE	FALSE
ENST00000635465	FALSE	FALSE	FALSE
ENST00000635499	FALSE	FALSE	FALSE
ENST00000635524	FALSE	FALSE	FALSE
ENST00000635540	FALSE	FALSE	FALSE
ENST00000635550	FALSE	FALSE	FALSE
ENST00000635552	FALSE	FALSE	FALSE
ENST00000635590	FALSE	FALSE	FALSE
ENST00000635597	FALSE	FALSE	FALSE
ENST00000635598	FALSE	FALSE	FALSE
ENST00000635617	FALSE	FALSE	FALSE
ENST00000635618	FALSE	FALSE	FALSE
ENST00000635625	FALSE	FALSE	FALSE
ENST00000635633	FALSE	FALSE	FALSE
ENST00000635638	FALSE	FALSE	FALSE
ENST00000635641	FALSE	FALSE	FALSE
ENST00000635647	FALSE	FALSE	FALSE
ENST00000635664	FALSE	FALSE	FALSE
ENST00000635671	FALSE	FALSE	FALSE
ENST00000635731	FALSE	FALSE	FALSE
ENST00000635734	FALSE	FALSE	FALSE
ENST00000635736	TRUE	TRUE	FALSE
ENST00000635749	FALSE	TRUE	FALSE
ENST00000635761	FALSE	FALSE	FALSE
ENST00000635763	FALSE	FALSE	FALSE
ENST00000635765	FALSE	FALSE	FALSE
ENST00000635767	FALSE	TRUE	FALSE
ENST00000635770	FALSE	FALSE	FALSE
ENST00000635772	FALSE	FALSE	FALSE
ENST00000635776	FALSE	FALSE	FALSE
ENST00000635779	FALSE	FALSE	FALSE
ENST00000635786	FALSE	TRUE	TRUE
ENST00000635789	FALSE	FALSE	FALSE
ENST00000635795	FALSE	FALSE	FALSE
ENST00000635811	FALSE	FALSE	FALSE
ENST00000635816	FALSE	FALSE	FALSE
ENST00000635823	FALSE	FALSE	FALSE
ENST00000635827	FALSE	FALSE	FALSE
ENST00000635829	FALSE	FALSE	FALSE
ENST00000635851	FALSE	FALSE	FALSE
ENST00000635853	FALSE	FALSE	FALSE
ENST00000635866	FALSE	FALSE	FALSE
ENST00000635877	FALSE	FALSE	FALSE
ENST00000635895	FALSE	TRUE	FALSE
ENST00000635905	FALSE	FALSE	FALSE
ENST00000635906	FALSE	FALSE	FALSE
ENST00000635911	FALSE	FALSE	FALSE
ENST00000635913	FALSE	TRUE	TRUE
ENST00000635914	FALSE	FALSE	FALSE
ENST00000635932	FALSE	TRUE	FALSE
ENST00000635933	FALSE	FALSE	FALSE
ENST00000635942	FALSE	TRUE	FALSE
ENST00000635956	FALSE	FALSE	FALSE
ENST00000635970	FALSE	FALSE	FALSE
ENST00000635976	FALSE	FALSE	FALSE
ENST00000635983	FALSE	FALSE	FALSE
ENST00000635990	FALSE	FALSE	FALSE
ENST00000635992	FALSE	FALSE	FALSE
ENST00000635997	FALSE	FALSE	FALSE
ENST00000636016	FALSE	FALSE	FALSE
ENST00000636026	FALSE	FALSE	FALSE
ENST00000636027	FALSE	FALSE	FALSE
ENST00000636035	FALSE	FALSE	FALSE
ENST00000636039	FALSE	FALSE	FALSE
ENST00000636051	FALSE	TRUE	FALSE
ENST00000636068	FALSE	FALSE	FALSE
ENST00000636077	FALSE	FALSE	FALSE
ENST00000636079	FALSE	FALSE	FALSE
ENST00000636081	FALSE	FALSE	FALSE
ENST00000636090	FALSE	FALSE	FALSE
ENST00000636091	FALSE	FALSE	FALSE
ENST00000636097	FALSE	FALSE	FALSE
ENST00000636099	FALSE	FALSE	FALSE
ENST00000636100	FALSE	FALSE	FALSE
ENST00000636106	FALSE	FALSE	FALSE
ENST00000636107	FALSE	FALSE	FALSE
ENST00000636110	FALSE	FALSE	FALSE
ENST00000636114	FALSE	FALSE	FALSE
ENST00000636119	FALSE	FALSE	FALSE
ENST00000636136	FALSE	FALSE	FALSE
ENST00000636147	FALSE	FALSE	FALSE
ENST00000636157	FALSE	FALSE	FALSE
ENST00000636159	FALSE	TRUE	FALSE
ENST00000636169	FALSE	FALSE	FALSE
ENST00000636174	FALSE	FALSE	FALSE
ENST00000636183	FALSE	FALSE	TRUE
ENST00000636186	FALSE	FALSE	FALSE
ENST00000636190	FALSE	FALSE	FALSE
ENST00000636203	FALSE	FALSE	FALSE
ENST00000636204	FALSE	FALSE	FALSE
ENST00000636213	FALSE	FALSE	FALSE
ENST00000636215	FALSE	FALSE	FALSE
ENST00000636218	FALSE	FALSE	FALSE
ENST00000636219	FALSE	FALSE	FALSE
ENST00000636222	FALSE	FALSE	FALSE
ENST00000636227	FALSE	FALSE	FALSE
ENST00000636231	FALSE	FALSE	FALSE
ENST00000636234	FALSE	FALSE	FALSE
ENST00000636247	FALSE	FALSE	FALSE
ENST00000636280	FALSE	FALSE	FALSE
ENST00000636287	FALSE	FALSE	FALSE
ENST00000636293	FALSE	FALSE	FALSE
ENST00000636295	FALSE	FALSE	FALSE
