"gene","n_detected_iso","n_annotated_iso","frac_detected"
"ENSG00000247416",5,5,1
"ENSG00000247473",1,2,0.5
"ENSG00000247498",7,10,0.7
"ENSG00000247516",7,12,0.583
"ENSG00000247556",68,72,0.944
"ENSG00000247570",1,1,1
"ENSG00000247572",15,15,1
"ENSG00000247595",7,7,1
"ENSG00000247596",17,18,0.944
"ENSG00000247624",2,2,1
"ENSG00000247626",1,1,1
"ENSG00000247627",1,1,1
"ENSG00000247675",4,4,1
"ENSG00000247679",3,3,1
"ENSG00000247699",2,2,1
"ENSG00000247708",19,19,1
"ENSG00000247728",1,1,1
"ENSG00000247735",1,1,1
"ENSG00000247746",2,2,1
"ENSG00000247763",1,1,1
"ENSG00000247774",8,64,0.125
"ENSG00000247775",2,2,1
"ENSG00000247796",10,10,1
"ENSG00000247809",23,23,1
"ENSG00000247810",1,12,0.083
"ENSG00000247828",68,71,0.958
"ENSG00000247853",1,1,1
"ENSG00000247872",1,1,1
"ENSG00000247877",4,4,1
"ENSG00000247903",1,1,1
"ENSG00000247925",1,1,1
"ENSG00000247934",2,2,1
"ENSG00000247950",12,12,1
"ENSG00000247970",1,1,1
"ENSG00000247982",4,4,1
"ENSG00000247993",1,1,1
"ENSG00000248008",3,3,1
"ENSG00000248015",4,4,1
"ENSG00000248019",6,6,1
"ENSG00000248027",1,1,1
"ENSG00000248029",1,1,1
"ENSG00000248049",17,18,0.944
"ENSG00000248050",1,1,1
"ENSG00000248079",4,5,0.8
"ENSG00000248092",6,8,0.75
"ENSG00000248098",8,8,1
"ENSG00000248099",3,3,1
"ENSG00000248100",1,1,1
"ENSG00000248101",1,1,1
"ENSG00000248103",1,1,1
"ENSG00000248105",1,1,1
"ENSG00000248109",2,4,0.5
"ENSG00000248112",1,1,1
"ENSG00000248113",1,1,1
"ENSG00000248115",3,3,1
"ENSG00000248117",1,1,1
"ENSG00000248118",2,2,1
"ENSG00000248121",1,1,1
"ENSG00000248122",1,1,1
"ENSG00000248124",1,1,1
"ENSG00000248125",5,5,1
"ENSG00000248127",1,1,1
"ENSG00000248131",5,5,1
"ENSG00000248132",3,4,0.75
"ENSG00000248138",1,2,0.5
"ENSG00000248144",4,4,1
"ENSG00000248148",1,1,1
"ENSG00000248150",1,1,1
"ENSG00000248152",3,3,1
"ENSG00000248155",1,1,1
"ENSG00000248159",1,1,1
"ENSG00000248161",4,4,1
"ENSG00000248165",1,1,1
"ENSG00000248167",1,1,1
"ENSG00000248174",8,10,0.8
"ENSG00000248176",1,2,0.5
"ENSG00000248180",1,1,1
"ENSG00000248184",1,1,1
"ENSG00000248185",1,1,1
"ENSG00000248187",1,1,1
"ENSG00000248192",1,1,1
"ENSG00000248196",1,1,1
"ENSG00000248197",1,1,1
"ENSG00000248199",1,2,0.5
"ENSG00000248200",1,1,1
"ENSG00000248202",4,4,1
"ENSG00000248206",1,1,1
"ENSG00000248208",1,1,1
"ENSG00000248210",2,2,1
"ENSG00000248211",1,1,1
"ENSG00000248213",1,1,1
"ENSG00000248215",2,5,0.4
"ENSG00000248216",1,1,1
"ENSG00000248221",1,1,1
"ENSG00000248222",7,10,0.7
"ENSG00000248223",1,1,1
"ENSG00000248227",1,1,1
"ENSG00000248228",1,1,1
"ENSG00000248231",1,1,1
"ENSG00000248234",1,1,1
"ENSG00000248235",3,3,1
"ENSG00000248240",1,1,1
"ENSG00000248243",1,1,1
"ENSG00000248245",2,2,1
"ENSG00000248249",1,1,1
"ENSG00000248254",1,1,1
"ENSG00000248256",1,1,1
"ENSG00000248257",1,1,1
"ENSG00000248265",2,2,1
"ENSG00000248266",1,1,1
"ENSG00000248268",1,1,1
"ENSG00000248271",1,1,1
"ENSG00000248275",5,5,1
"ENSG00000248278",2,2,1
"ENSG00000248282",1,1,1
"ENSG00000248283",1,1,1
"ENSG00000248285",1,1,1
"ENSG00000248287",1,1,1
"ENSG00000248288",1,1,1
"ENSG00000248290",1,1,1
"ENSG00000248296",1,1,1
"ENSG00000248300",1,1,1
"ENSG00000248305",1,1,1
"ENSG00000248307",5,43,0.116
"ENSG00000248308",1,1,1
"ENSG00000248309",30,37,0.811
"ENSG00000248313",1,1,1
"ENSG00000248317",1,1,1
"ENSG00000248318",1,1,1
"ENSG00000248319",6,6,1
"ENSG00000248320",1,1,1
"ENSG00000248322",1,1,1
"ENSG00000248323",40,65,0.615
"ENSG00000248329",5,5,1
"ENSG00000248330",2,3,0.667
"ENSG00000248332",2,2,1
"ENSG00000248333",8,9,0.889
"ENSG00000248334",1,1,1
"ENSG00000248335",1,1,1
"ENSG00000248339",1,1,1
"ENSG00000248340",1,1,1
"ENSG00000248343",1,1,1
"ENSG00000248346",2,2,1
"ENSG00000248350",1,1,1
"ENSG00000248356",1,1,1
"ENSG00000248359",3,3,1
"ENSG00000248360",4,4,1
"ENSG00000248364",1,1,1
"ENSG00000248367",3,3,1
"ENSG00000248371",3,3,1
"ENSG00000248373",1,5,0.2
"ENSG00000248375",1,1,1
"ENSG00000248376",1,1,1
"ENSG00000248378",1,1,1
"ENSG00000248383",2,2,1
"ENSG00000248388",2,2,1
"ENSG00000248393",1,1,1
"ENSG00000248394",1,1,1
"ENSG00000248399",1,1,1
"ENSG00000248400",1,1,1
"ENSG00000248401",1,1,1
"ENSG00000248403",1,1,1
"ENSG00000248405",4,4,1
"ENSG00000248406",1,1,1
"ENSG00000248408",1,1,1
"ENSG00000248409",1,1,1
"ENSG00000248415",1,1,1
"ENSG00000248416",1,1,1
"ENSG00000248423",1,1,1
"ENSG00000248424",1,1,1
"ENSG00000248429",4,5,0.8
"ENSG00000248431",2,5,0.4
"ENSG00000248434",1,3,0.333
"ENSG00000248439",1,1,1
"ENSG00000248441",28,45,0.622
"ENSG00000248444",1,1,1
"ENSG00000248445",6,6,1
"ENSG00000248448",1,1,1
"ENSG00000248449",1,2,0.5
"ENSG00000248452",1,1,1
"ENSG00000248455",4,20,0.2
"ENSG00000248456",2,2,1
"ENSG00000248458",1,1,1
"ENSG00000248459",1,1,1
"ENSG00000248461",2,8,0.25
"ENSG00000248464",1,1,1
"ENSG00000248466",1,1,1
"ENSG00000248468",6,11,0.545
"ENSG00000248473",3,3,1
"ENSG00000248475",2,2,1
"ENSG00000248476",1,1,1
"ENSG00000248477",1,1,1
"ENSG00000248479",1,1,1
"ENSG00000248483",1,1,1
"ENSG00000248485",1,1,1
"ENSG00000248487",5,5,1
"ENSG00000248488",1,1,1
"ENSG00000248489",4,4,1
"ENSG00000248491",2,5,0.4
"ENSG00000248492",1,1,1
"ENSG00000248493",1,1,1
"ENSG00000248494",1,2,0.5
"ENSG00000248503",3,3,1
"ENSG00000248505",4,6,0.667
"ENSG00000248508",10,10,1
"ENSG00000248510",2,2,1
"ENSG00000248511",1,1,1
"ENSG00000248514",1,1,1
"ENSG00000248515",1,4,0.25
"ENSG00000248516",1,1,1
"ENSG00000248517",1,1,1
"ENSG00000248518",1,1,1
"ENSG00000248521",1,1,1
"ENSG00000248522",1,1,1
"ENSG00000248525",1,1,1
"ENSG00000248527",1,1,1
"ENSG00000248528",1,1,1
"ENSG00000248529",2,3,0.667
"ENSG00000248538",17,86,0.198
"ENSG00000248539",1,1,1
"ENSG00000248540",4,4,1
"ENSG00000248542",1,1,1
"ENSG00000248543",1,1,1
"ENSG00000248544",2,2,1
"ENSG00000248545",1,2,0.5
"ENSG00000248546",1,1,1
"ENSG00000248548",1,1,1
"ENSG00000248550",5,5,1
"ENSG00000248553",1,1,1
"ENSG00000248554",1,1,1
"ENSG00000248555",4,10,0.4
"ENSG00000248557",1,1,1
"ENSG00000248559",1,1,1
"ENSG00000248560",1,1,1
"ENSG00000248564",1,1,1
"ENSG00000248567",1,1,1
"ENSG00000248568",1,1,1
"ENSG00000248569",1,1,1
"ENSG00000248571",1,1,1
"ENSG00000248572",2,5,0.4
"ENSG00000248574",1,1,1
"ENSG00000248576",1,1,1
"ENSG00000248578",1,1,1
"ENSG00000248583",1,1,1
"ENSG00000248585",1,1,1
"ENSG00000248587",6,6,1
"ENSG00000248588",2,2,1
"ENSG00000248590",1,1,1
"ENSG00000248592",2,3,0.667
"ENSG00000248596",1,1,1
"ENSG00000248597",1,1,1
"ENSG00000248599",8,14,0.571
"ENSG00000248605",3,3,1
"ENSG00000248608",1,1,1
"ENSG00000248610",1,1,1
"ENSG00000248613",1,1,1
"ENSG00000248616",1,1,1
"ENSG00000248618",1,1,1
"ENSG00000248624",1,1,1
"ENSG00000248625",1,1,1
"ENSG00000248626",1,1,1
"ENSG00000248627",1,1,1
"ENSG00000248629",1,1,1
"ENSG00000248633",1,1,1
"ENSG00000248634",1,1,1
"ENSG00000248636",3,4,0.75
"ENSG00000248637",1,1,1
"ENSG00000248640",1,1,1
"ENSG00000248641",1,1,1
"ENSG00000248642",1,1,1
"ENSG00000248643",4,4,1
"ENSG00000248645",1,1,1
"ENSG00000248647",1,2,0.5
"ENSG00000248648",1,1,1
"ENSG00000248652",1,1,1
"ENSG00000248654",1,1,1
"ENSG00000248659",1,1,1
"ENSG00000248663",1,2,0.5
"ENSG00000248664",2,2,1
"ENSG00000248668",3,3,1
"ENSG00000248671",8,8,1
"ENSG00000248672",2,2,1
"ENSG00000248673",3,3,1
"ENSG00000248677",4,4,1
"ENSG00000248682",1,1,1
"ENSG00000248684",1,1,1
"ENSG00000248685",1,4,0.25
"ENSG00000248690",13,19,0.684
"ENSG00000248694",1,1,1
"ENSG00000248696",1,1,1
"ENSG00000248697",1,1,1
"ENSG00000248698",4,5,0.8
"ENSG00000248703",1,1,1
"ENSG00000248708",1,1,1
"ENSG00000248709",1,3,0.333
"ENSG00000248710",1,1,1
"ENSG00000248711",1,1,1
"ENSG00000248712",4,4,1
"ENSG00000248713",1,1,1
"ENSG00000248714",3,3,1
"ENSG00000248717",2,2,1
"ENSG00000248719",2,2,1
"ENSG00000248724",2,2,1
"ENSG00000248725",1,1,1
"ENSG00000248727",4,4,1
"ENSG00000248729",1,1,1
"ENSG00000248730",1,1,1
"ENSG00000248734",2,2,1
"ENSG00000248735",1,1,1
"ENSG00000248736",3,3,1
"ENSG00000248738",2,3,0.667
"ENSG00000248740",6,12,0.5
"ENSG00000248744",1,1,1
"ENSG00000248746",3,3,1
"ENSG00000248747",1,1,1
"ENSG00000248749",1,1,1
"ENSG00000248750",1,1,1
"ENSG00000248751",5,5,1
"ENSG00000248752",4,4,1
"ENSG00000248757",1,1,1
"ENSG00000248764",1,1,1
"ENSG00000248765",1,1,1
"ENSG00000248767",1,2,0.5
"ENSG00000248769",1,1,1
"ENSG00000248770",1,1,1
"ENSG00000248771",1,2,0.5
"ENSG00000248773",1,1,1
"ENSG00000248774",1,1,1
"ENSG00000248778",1,1,1
"ENSG00000248779",1,1,1
"ENSG00000248780",1,1,1
"ENSG00000248785",1,1,1
"ENSG00000248787",2,2,1
"ENSG00000248790",1,1,1
"ENSG00000248791",1,1,1
"ENSG00000248792",1,1,1
"ENSG00000248794",1,1,1
"ENSG00000248795",1,1,1
"ENSG00000248801",9,10,0.9
"ENSG00000248802",1,2,0.5
"ENSG00000248803",1,1,1
"ENSG00000248809",3,8,0.375
"ENSG00000248810",7,10,0.7
"ENSG00000248816",1,1,1
"ENSG00000248817",1,1,1
"ENSG00000248824",1,1,1
"ENSG00000248826",1,1,1
"ENSG00000248830",1,1,1
"ENSG00000248831",1,1,1
"ENSG00000248837",3,30,0.1
"ENSG00000248839",1,1,1
"ENSG00000248840",1,2,0.5
"ENSG00000248843",1,1,1
"ENSG00000248846",1,1,1
"ENSG00000248851",1,1,1
"ENSG00000248858",1,4,0.25
"ENSG00000248859",1,1,1
"ENSG00000248863",2,2,1
"ENSG00000248866",1,1,1
"ENSG00000248869",4,6,0.667
"ENSG00000248870",1,1,1
"ENSG00000248871",1,1,1
"ENSG00000248873",1,1,1
"ENSG00000248874",2,2,1
"ENSG00000248876",1,1,1
"ENSG00000248878",1,1,1
"ENSG00000248880",1,1,1
"ENSG00000248881",1,1,1
"ENSG00000248884",1,2,0.5
"ENSG00000248885",1,1,1
"ENSG00000248890",4,5,0.8
"ENSG00000248893",2,2,1
"ENSG00000248895",1,1,1
"ENSG00000248896",3,3,1
"ENSG00000248898",2,3,0.667
"ENSG00000248901",1,2,0.5
"ENSG00000248903",1,1,1
"ENSG00000248905",13,13,1
"ENSG00000248908",1,1,1
"ENSG00000248909",1,1,1
"ENSG00000248916",1,1,1
"ENSG00000248918",1,1,1
"ENSG00000248919",3,3,1
"ENSG00000248923",1,1,1
"ENSG00000248925",1,1,1
"ENSG00000248926",1,1,1
"ENSG00000248927",1,1,1
"ENSG00000248930",1,1,1
"ENSG00000248931",1,1,1
"ENSG00000248932",20,21,0.952
"ENSG00000248933",1,1,1
"ENSG00000248936",1,1,1
"ENSG00000248942",2,2,1
"ENSG00000248943",1,1,1
"ENSG00000248949",1,1,1
"ENSG00000248950",1,1,1
"ENSG00000248954",1,1,1
"ENSG00000248956",1,1,1
"ENSG00000248964",3,3,1
"ENSG00000248965",1,1,1
"ENSG00000248966",1,1,1
"ENSG00000248967",1,1,1
"ENSG00000248968",1,1,1
"ENSG00000248969",1,1,1
"ENSG00000248971",1,1,1
"ENSG00000248973",2,6,0.333
"ENSG00000248975",2,3,0.667
"ENSG00000248977",1,1,1
"ENSG00000248978",1,1,1
"ENSG00000248979",1,1,1
"ENSG00000248980",1,1,1
"ENSG00000248988",1,1,1
"ENSG00000248990",1,1,1
"ENSG00000248991",2,3,0.667
"ENSG00000248993",1,1,1
"ENSG00000248994",12,14,0.857
"ENSG00000248995",1,1,1
"ENSG00000248996",1,1,1
"ENSG00000249001",2,5,0.4
"ENSG00000249003",1,1,1
"ENSG00000249004",1,1,1
"ENSG00000249006",1,1,1
"ENSG00000249007",1,1,1
"ENSG00000249008",1,1,1
"ENSG00000249012",1,1,1
"ENSG00000249013",1,1,1
"ENSG00000249014",1,1,1
"ENSG00000249019",1,1,1
"ENSG00000249020",1,1,1
"ENSG00000249021",1,1,1
"ENSG00000249022",2,2,1
"ENSG00000249026",1,1,1
"ENSG00000249028",1,1,1
"ENSG00000249035",2,3,0.667
"ENSG00000249036",1,1,1
"ENSG00000249042",3,3,1
"ENSG00000249047",1,1,1
"ENSG00000249049",1,1,1
"ENSG00000249053",1,1,1
"ENSG00000249054",2,2,1
"ENSG00000249055",1,1,1
"ENSG00000249057",1,1,1
"ENSG00000249064",1,1,1
"ENSG00000249065",2,2,1
"ENSG00000249068",1,1,1
"ENSG00000249069",7,20,0.35
"ENSG00000249071",1,1,1
"ENSG00000249072",1,1,1
"ENSG00000249074",1,1,1
"ENSG00000249077",1,1,1
"ENSG00000249082",1,2,0.5
"ENSG00000249084",1,1,1
"ENSG00000249085",1,1,1
"ENSG00000249086",1,1,1
"ENSG00000249087",11,11,1
"ENSG00000249091",1,1,1
"ENSG00000249092",1,1,1
"ENSG00000249094",1,1,1
"ENSG00000249096",10,13,0.769
"ENSG00000249098",1,1,1
"ENSG00000249099",1,1,1
"ENSG00000249100",1,1,1
"ENSG00000249101",1,1,1
"ENSG00000249102",1,3,0.333
"ENSG00000249104",1,1,1
"ENSG00000249106",1,1,1
"ENSG00000249111",1,1,1
"ENSG00000249112",1,1,1
"ENSG00000249114",1,1,1
"ENSG00000249115",9,9,1
"ENSG00000249116",3,3,1
"ENSG00000249119",1,1,1
"ENSG00000249125",3,3,1
"ENSG00000249129",1,1,1
"ENSG00000249131",3,4,0.75
"ENSG00000249138",1,2,0.5
"ENSG00000249139",2,2,1
"ENSG00000249140",1,1,1
"ENSG00000249141",1,1,1
"ENSG00000249142",1,1,1
"ENSG00000249145",3,16,0.188
"ENSG00000249148",1,1,1
"ENSG00000249150",2,2,1
"ENSG00000249152",1,1,1
"ENSG00000249156",1,1,1
"ENSG00000249158",3,3,1
"ENSG00000249159",1,2,0.5
"ENSG00000249162",1,1,1
"ENSG00000249163",1,1,1
"ENSG00000249166",1,1,1
"ENSG00000249167",5,5,1
"ENSG00000249169",2,2,1
"ENSG00000249170",1,1,1
"ENSG00000249173",1,31,0.032
"ENSG00000249174",1,1,1
"ENSG00000249175",1,1,1
"ENSG00000249176",1,1,1
"ENSG00000249177",1,1,1
"ENSG00000249180",1,1,1
"ENSG00000249184",4,7,0.571
"ENSG00000249186",1,2,0.5
"ENSG00000249188",1,1,1
"ENSG00000249191",1,1,1
"ENSG00000249192",1,1,1
"ENSG00000249193",1,1,1
"ENSG00000249199",1,2,0.5
"ENSG00000249201",2,3,0.667
"ENSG00000249203",2,3,0.667
"ENSG00000249206",1,1,1
"ENSG00000249207",3,3,1
"ENSG00000249209",1,1,1
"ENSG00000249210",1,1,1
"ENSG00000249212",1,1,1
"ENSG00000249216",1,1,1
"ENSG00000249219",1,1,1
"ENSG00000249222",1,1,1
"ENSG00000249228",1,1,1
"ENSG00000249230",1,1,1
"ENSG00000249231",3,5,0.6
"ENSG00000249234",1,1,1
"ENSG00000249236",2,3,0.667
"ENSG00000249238",1,1,1
"ENSG00000249239",1,1,1
"ENSG00000249240",2,2,1
"ENSG00000249241",1,1,1
"ENSG00000249242",4,4,1
"ENSG00000249244",1,1,1
"ENSG00000249245",1,1,1
"ENSG00000249247",1,1,1
"ENSG00000249249",4,4,1
"ENSG00000249252",2,2,1
"ENSG00000249253",1,1,1
"ENSG00000249255",1,1,1
"ENSG00000249258",1,1,1
"ENSG00000249261",1,1,1
"ENSG00000249264",1,1,1
"ENSG00000249267",2,6,0.333
"ENSG00000249271",1,1,1
"ENSG00000249272",1,1,1
"ENSG00000249274",1,1,1
"ENSG00000249275",1,1,1
"ENSG00000249278",1,1,1
"ENSG00000249279",2,4,0.5
"ENSG00000249283",1,1,1
"ENSG00000249286",1,1,1
"ENSG00000249290",1,3,0.333
"ENSG00000249293",1,1,1
"ENSG00000249297",1,2,0.5
"ENSG00000249302",1,1,1
"ENSG00000249304",1,1,1
"ENSG00000249305",1,1,1
"ENSG00000249306",6,9,0.667
"ENSG00000249307",17,18,0.944
"ENSG00000249309",1,1,1
"ENSG00000249310",1,1,1
"ENSG00000249311",1,1,1
"ENSG00000249316",1,1,1
"ENSG00000249318",1,1,1
"ENSG00000249319",1,1,1
"ENSG00000249321",1,1,1
"ENSG00000249326",1,1,1
"ENSG00000249328",3,3,1
"ENSG00000249330",2,2,1
"ENSG00000249332",1,3,0.333
"ENSG00000249335",6,9,0.667
"ENSG00000249337",1,1,1
"ENSG00000249338",1,1,1
"ENSG00000249343",2,16,0.125
"ENSG00000249345",3,14,0.214
"ENSG00000249346",5,12,0.417
"ENSG00000249347",1,1,1
"ENSG00000249348",2,2,1
"ENSG00000249349",1,1,1
"ENSG00000249353",1,1,1
"ENSG00000249359",2,2,1
"ENSG00000249360",1,1,1
"ENSG00000249362",2,2,1
"ENSG00000249363",1,1,1
"ENSG00000249364",19,20,0.95
"ENSG00000249367",1,1,1
"ENSG00000249372",1,1,1
"ENSG00000249373",1,1,1
"ENSG00000249375",4,5,0.8
"ENSG00000249378",15,24,0.625
"ENSG00000249379",2,2,1
"ENSG00000249381",1,1,1
"ENSG00000249383",2,2,1
"ENSG00000249388",7,8,0.875
"ENSG00000249395",9,13,0.692
"ENSG00000249396",1,2,0.5
"ENSG00000249400",1,1,1
"ENSG00000249406",8,11,0.727
"ENSG00000249407",1,1,1
"ENSG00000249409",2,2,1
"ENSG00000249412",1,1,1
"ENSG00000249413",1,1,1
"ENSG00000249417",1,1,1
"ENSG00000249419",1,1,1
"ENSG00000249421",2,2,1
"ENSG00000249425",1,1,1
"ENSG00000249426",1,1,1
"ENSG00000249429",1,1,1
"ENSG00000249433",1,1,1
"ENSG00000249436",3,13,0.231
"ENSG00000249437",9,9,1
"ENSG00000249438",1,1,1
"ENSG00000249443",1,1,1
"ENSG00000249451",1,1,1
"ENSG00000249453",1,1,1
"ENSG00000249454",1,1,1
"ENSG00000249456",1,1,1
"ENSG00000249460",2,2,1
"ENSG00000249462",1,1,1
"ENSG00000249464",34,46,0.739
"ENSG00000249465",1,1,1
"ENSG00000249471",4,6,0.667
"ENSG00000249474",1,1,1
"ENSG00000249476",2,2,1
"ENSG00000249478",1,2,0.5
"ENSG00000249481",4,5,0.8
"ENSG00000249482",1,1,1
"ENSG00000249483",1,1,1
"ENSG00000249484",3,9,0.333
"ENSG00000249485",1,1,1
"ENSG00000249487",5,5,1
"ENSG00000249488",1,1,1
"ENSG00000249489",1,1,1
"ENSG00000249490",1,5,0.2
"ENSG00000249491",1,1,1
"ENSG00000249492",4,4,1
"ENSG00000249493",1,1,1
"ENSG00000249494",2,3,0.667
"ENSG00000249497",1,1,1
"ENSG00000249500",1,1,1
"ENSG00000249502",2,2,1
"ENSG00000249504",1,1,1
"ENSG00000249505",1,1,1
"ENSG00000249506",2,2,1
"ENSG00000249509",2,2,1
"ENSG00000249510",1,1,1
"ENSG00000249514",1,1,1
"ENSG00000249516",1,1,1
"ENSG00000249518",1,1,1
"ENSG00000249522",1,1,1
"ENSG00000249526",1,1,1
"ENSG00000249532",5,5,1
"ENSG00000249534",3,3,1
"ENSG00000249540",1,1,1
"ENSG00000249547",1,1,1
"ENSG00000249550",16,17,0.941
"ENSG00000249553",1,1,1
"ENSG00000249557",1,1,1
"ENSG00000249558",1,1,1
"ENSG00000249565",1,1,1
"ENSG00000249568",1,1,1
"ENSG00000249572",3,3,1
"ENSG00000249574",1,1,1
"ENSG00000249577",1,1,1
"ENSG00000249580",1,1,1
"ENSG00000249581",1,1,1
"ENSG00000249584",1,1,1
"ENSG00000249590",2,3,0.667
"ENSG00000249592",9,9,1
"ENSG00000249593",4,4,1
"ENSG00000249599",1,1,1
"ENSG00000249601",1,2,0.5
"ENSG00000249602",1,1,1
"ENSG00000249604",1,1,1
"ENSG00000249605",1,1,1
"ENSG00000249609",1,1,1
"ENSG00000249610",1,1,1
"ENSG00000249614",1,1,1
"ENSG00000249616",1,1,1
"ENSG00000249617",1,1,1
"ENSG00000249618",8,28,0.286
"ENSG00000249619",1,1,1
"ENSG00000249620",1,1,1
"ENSG00000249621",1,1,1
"ENSG00000249623",1,1,1
"ENSG00000249624",5,5,1
"ENSG00000249626",1,1,1
"ENSG00000249628",1,1,1
"ENSG00000249631",14,44,0.318
"ENSG00000249633",1,1,1
"ENSG00000249635",1,1,1
"ENSG00000249637",3,3,1
"ENSG00000249641",1,1,1
"ENSG00000249642",2,14,0.143
"ENSG00000249646",1,1,1
"ENSG00000249647",1,2,0.5
"ENSG00000249649",1,1,1
"ENSG00000249650",1,1,1
"ENSG00000249655",1,1,1
"ENSG00000249661",1,1,1
"ENSG00000249662",1,2,0.5
"ENSG00000249664",1,1,1
"ENSG00000249667",2,2,1
"ENSG00000249669",22,25,0.88
"ENSG00000249673",15,15,1
"ENSG00000249675",1,1,1
"ENSG00000249679",4,4,1
"ENSG00000249680",1,1,1
"ENSG00000249681",1,1,1
"ENSG00000249684",4,5,0.8
"ENSG00000249685",1,1,1
"ENSG00000249688",1,1,1
"ENSG00000249689",1,1,1
"ENSG00000249690",1,1,1
"ENSG00000249691",1,1,1
"ENSG00000249693",2,2,1
"ENSG00000249695",2,2,1
"ENSG00000249699",1,1,1
"ENSG00000249700",15,28,0.536
"ENSG00000249706",1,1,1
"ENSG00000249709",5,5,1
"ENSG00000249710",1,1,1
"ENSG00000249713",1,1,1
"ENSG00000249715",4,4,1
"ENSG00000249717",2,2,1
"ENSG00000249721",1,1,1
"ENSG00000249722",1,1,1
"ENSG00000249725",1,1,1
"ENSG00000249729",1,1,1
"ENSG00000249730",1,1,1
"ENSG00000249731",1,1,1
"ENSG00000249736",1,1,1
"ENSG00000249737",1,1,1
"ENSG00000249738",9,11,0.818
"ENSG00000249740",8,9,0.889
"ENSG00000249741",1,1,1
"ENSG00000249742",1,1,1
"ENSG00000249743",3,15,0.2
"ENSG00000249746",2,2,1
"ENSG00000249751",1,1,1
"ENSG00000249752",1,1,1
"ENSG00000249753",1,1,1
"ENSG00000249755",1,1,1
"ENSG00000249767",1,1,1
"ENSG00000249771",1,2,0.5
"ENSG00000249772",1,1,1
"ENSG00000249773",1,1,1
"ENSG00000249774",1,1,1
"ENSG00000249776",3,3,1
"ENSG00000249778",1,1,1
"ENSG00000249779",1,1,1
"ENSG00000249781",3,6,0.5
"ENSG00000249782",1,4,0.25
"ENSG00000249786",11,13,0.846
"ENSG00000249787",7,13,0.538
"ENSG00000249790",5,5,1
"ENSG00000249791",1,1,1
"ENSG00000249795",1,1,1
"ENSG00000249797",2,6,0.333
"ENSG00000249799",1,1,1
"ENSG00000249803",4,9,0.444
"ENSG00000249806",1,1,1
"ENSG00000249807",1,1,1
"ENSG00000249808",1,3,0.333
"ENSG00000249815",3,4,0.75
"ENSG00000249816",11,83,0.133
"ENSG00000249820",1,1,1
"ENSG00000249825",4,4,1
"ENSG00000249829",1,1,1
"ENSG00000249833",1,7,0.143
"ENSG00000249834",1,1,1
"ENSG00000249835",2,2,1
"ENSG00000249838",1,1,1
"ENSG00000249839",1,1,1
"ENSG00000249840",1,1,1
"ENSG00000249842",1,1,1
"ENSG00000249846",8,8,1
"ENSG00000249848",1,1,1
"ENSG00000249849",1,1,1
"ENSG00000249850",1,1,1
"ENSG00000249852",1,1,1
"ENSG00000249853",2,2,1
"ENSG00000249854",2,3,0.667
"ENSG00000249855",1,1,1
"ENSG00000249857",1,1,1
"ENSG00000249858",1,1,1
"ENSG00000249859",134,190,0.705
"ENSG00000249861",1,2,0.5
"ENSG00000249863",1,1,1
"ENSG00000249866",1,1,1
"ENSG00000249867",2,4,0.5
"ENSG00000249869",1,1,1
"ENSG00000249870",1,1,1
"ENSG00000249873",1,5,0.2
"ENSG00000249876",1,1,1
"ENSG00000249878",1,1,1
"ENSG00000249881",1,1,1
"ENSG00000249882",2,3,0.667
"ENSG00000249884",2,2,1
"ENSG00000249888",1,1,1
"ENSG00000249889",1,1,1
"ENSG00000249894",1,1,1
"ENSG00000249896",1,1,1
"ENSG00000249898",13,14,0.929
"ENSG00000249899",2,3,0.667
"ENSG00000249906",1,1,1
"ENSG00000249910",1,1,1
"ENSG00000249915",11,12,0.917
"ENSG00000249916",1,1,1
"ENSG00000249917",1,2,0.5
"ENSG00000249920",1,1,1
"ENSG00000249921",1,1,1
"ENSG00000249923",1,1,1
"ENSG00000249926",1,1,1
"ENSG00000249930",1,1,1
"ENSG00000249931",2,2,1
"ENSG00000249934",1,1,1
"ENSG00000249936",1,1,1
"ENSG00000249937",16,20,0.8
"ENSG00000249942",1,1,1
"ENSG00000249945",1,2,0.5
"ENSG00000249947",1,1,1
"ENSG00000249948",3,5,0.6
"ENSG00000249955",1,1,1
"ENSG00000249958",1,1,1
"ENSG00000249959",3,3,1
"ENSG00000249961",2,7,0.286
"ENSG00000249963",1,1,1
"ENSG00000249965",1,1,1
"ENSG00000249966",1,1,1
"ENSG00000249967",1,1,1
"ENSG00000249971",1,1,1
"ENSG00000249973",1,1,1
"ENSG00000249975",1,1,1
"ENSG00000249976",1,1,1
"ENSG00000249977",1,1,1
"ENSG00000249978",1,1,1
"ENSG00000249984",1,1,1
"ENSG00000249986",1,1,1
"ENSG00000249987",1,1,1
"ENSG00000249988",1,2,0.5
"ENSG00000249990",1,1,1
"ENSG00000249992",1,1,1
"ENSG00000249993",1,1,1
"ENSG00000249995",1,1,1
"ENSG00000249996",1,1,1
"ENSG00000250001",1,1,1
"ENSG00000250006",1,1,1
"ENSG00000250007",5,5,1
"ENSG00000250011",1,1,1
"ENSG00000250012",4,4,1
"ENSG00000250015",1,1,1
"ENSG00000250016",1,1,1
"ENSG00000250017",1,1,1
"ENSG00000250020",1,1,1
"ENSG00000250021",4,4,1
"ENSG00000250027",2,2,1
"ENSG00000250031",1,1,1
"ENSG00000250033",2,5,0.4
