"gene","n_detected_iso","n_annotated_iso","frac_detected"
"ENSG00000250037",1,1,1
"ENSG00000250039",2,3,0.667
"ENSG00000250041",3,4,0.75
"ENSG00000250043",1,2,0.5
"ENSG00000250045",1,1,1
"ENSG00000250046",1,1,1
"ENSG00000250049",9,10,0.9
"ENSG00000250050",1,1,1
"ENSG00000250053",1,1,1
"ENSG00000250056",23,34,0.676
"ENSG00000250057",1,1,1
"ENSG00000250060",2,2,1
"ENSG00000250062",2,2,1
"ENSG00000250064",1,1,1
"ENSG00000250067",3,3,1
"ENSG00000250069",1,1,1
"ENSG00000250071",1,1,1
"ENSG00000250072",7,9,0.778
"ENSG00000250073",4,4,1
"ENSG00000250075",3,5,0.6
"ENSG00000250078",1,1,1
"ENSG00000250080",1,1,1
"ENSG00000250081",1,1,1
"ENSG00000250090",1,1,1
"ENSG00000250091",1,1,1
"ENSG00000250092",1,1,1
"ENSG00000250098",1,1,1
"ENSG00000250101",1,1,1
"ENSG00000250102",3,6,0.5
"ENSG00000250103",2,3,0.667
"ENSG00000250105",1,1,1
"ENSG00000250106",1,1,1
"ENSG00000250107",3,3,1
"ENSG00000250111",1,1,1
"ENSG00000250115",1,1,1
"ENSG00000250116",1,1,1
"ENSG00000250120",4,4,1
"ENSG00000250122",1,1,1
"ENSG00000250125",14,16,0.875
"ENSG00000250126",1,1,1
"ENSG00000250127",1,1,1
"ENSG00000250129",2,3,0.667
"ENSG00000250130",1,1,1
"ENSG00000250131",4,4,1
"ENSG00000250132",4,4,1
"ENSG00000250133",2,2,1
"ENSG00000250135",1,1,1
"ENSG00000250138",1,1,1
"ENSG00000250140",1,1,1
"ENSG00000250144",1,1,1
"ENSG00000250145",1,1,1
"ENSG00000250147",1,1,1
"ENSG00000250148",1,1,1
"ENSG00000250149",1,2,0.5
"ENSG00000250151",4,4,1
"ENSG00000250155",4,4,1
"ENSG00000250156",2,2,1
"ENSG00000250158",1,1,1
"ENSG00000250159",5,5,1
"ENSG00000250161",1,1,1
"ENSG00000250164",1,1,1
"ENSG00000250166",5,5,1
"ENSG00000250167",3,3,1
"ENSG00000250170",1,1,1
"ENSG00000250173",1,1,1
"ENSG00000250174",2,2,1
"ENSG00000250182",1,1,1
"ENSG00000250183",1,1,1
"ENSG00000250185",1,1,1
"ENSG00000250186",1,1,1
"ENSG00000250195",2,3,0.667
"ENSG00000250197",1,1,1
"ENSG00000250198",2,6,0.333
"ENSG00000250208",2,4,0.5
"ENSG00000250214",1,1,1
"ENSG00000250218",1,1,1
"ENSG00000250219",1,1,1
"ENSG00000250220",1,1,1
"ENSG00000250221",1,1,1
"ENSG00000250222",5,5,1
"ENSG00000250227",1,1,1
"ENSG00000250230",3,6,0.5
"ENSG00000250231",1,1,1
"ENSG00000250234",1,1,1
"ENSG00000250240",2,2,1
"ENSG00000250241",15,15,1
"ENSG00000250243",2,2,1
"ENSG00000250244",2,2,1
"ENSG00000250247",1,1,1
"ENSG00000250250",3,3,1
"ENSG00000250251",1,1,1
"ENSG00000250252",2,2,1
"ENSG00000250253",1,1,1
"ENSG00000250254",1,1,1
"ENSG00000250257",1,1,1
"ENSG00000250260",1,1,1
"ENSG00000250261",1,1,1
"ENSG00000250263",1,4,0.25
"ENSG00000250264",1,1,1
"ENSG00000250266",6,6,1
"ENSG00000250267",1,1,1
"ENSG00000250280",1,1,1
"ENSG00000250282",1,1,1
"ENSG00000250284",4,4,1
"ENSG00000250286",3,3,1
"ENSG00000250290",1,1,1
"ENSG00000250292",1,1,1
"ENSG00000250293",1,1,1
"ENSG00000250295",3,3,1
"ENSG00000250298",1,2,0.5
"ENSG00000250299",1,1,1
"ENSG00000250302",4,4,1
"ENSG00000250303",12,13,0.923
"ENSG00000250304",1,1,1
"ENSG00000250305",9,9,1
"ENSG00000250306",1,1,1
"ENSG00000250309",1,1,1
"ENSG00000250310",2,2,1
"ENSG00000250312",3,3,1
"ENSG00000250313",1,1,1
"ENSG00000250315",1,2,0.5
"ENSG00000250317",4,4,1
"ENSG00000250318",1,1,1
"ENSG00000250320",12,12,1
"ENSG00000250321",1,1,1
"ENSG00000250322",1,1,1
"ENSG00000250324",1,1,1
"ENSG00000250325",1,1,1
"ENSG00000250326",3,3,1
"ENSG00000250327",1,1,1
"ENSG00000250328",5,7,0.714
"ENSG00000250329",1,1,1
"ENSG00000250330",1,1,1
"ENSG00000250331",5,6,0.833
"ENSG00000250333",1,2,0.5
"ENSG00000250334",5,18,0.278
"ENSG00000250337",73,126,0.579
"ENSG00000250338",1,1,1
"ENSG00000250340",1,1,1
"ENSG00000250342",1,1,1
"ENSG00000250343",1,1,1
"ENSG00000250344",1,1,1
"ENSG00000250345",1,1,1
"ENSG00000250347",1,1,1
"ENSG00000250348",1,1,1
"ENSG00000250349",1,1,1
"ENSG00000250350",1,1,1
"ENSG00000250354",1,1,1
"ENSG00000250356",1,1,1
"ENSG00000250358",7,7,1
"ENSG00000250360",1,1,1
"ENSG00000250361",3,16,0.188
"ENSG00000250365",4,4,1
"ENSG00000250366",4,5,0.8
"ENSG00000250371",1,1,1
"ENSG00000250374",1,1,1
"ENSG00000250377",5,5,1
"ENSG00000250378",7,7,1
"ENSG00000250379",2,2,1
"ENSG00000250383",1,1,1
"ENSG00000250384",1,1,1
"ENSG00000250385",1,2,0.5
"ENSG00000250386",1,1,1
"ENSG00000250387",3,3,1
"ENSG00000250389",1,1,1
"ENSG00000250390",1,1,1
"ENSG00000250392",1,1,1
"ENSG00000250397",1,1,1
"ENSG00000250403",1,1,1
"ENSG00000250409",1,1,1
"ENSG00000250410",1,1,1
"ENSG00000250412",1,1,1
"ENSG00000250413",1,1,1
"ENSG00000250415",1,1,1
"ENSG00000250417",1,1,1
"ENSG00000250420",1,1,1
"ENSG00000250421",2,2,1
"ENSG00000250422",1,1,1
"ENSG00000250423",1,2,0.5
"ENSG00000250424",1,1,1
"ENSG00000250425",1,1,1
"ENSG00000250426",1,2,0.5
"ENSG00000250427",1,1,1
"ENSG00000250428",1,1,1
"ENSG00000250432",4,4,1
"ENSG00000250433",1,1,1
"ENSG00000250436",1,3,0.333
"ENSG00000250437",1,1,1
"ENSG00000250441",1,1,1
"ENSG00000250444",1,1,1
"ENSG00000250446",1,1,1
"ENSG00000250447",4,7,0.571
"ENSG00000250448",1,1,1
"ENSG00000250451",1,2,0.5
"ENSG00000250453",3,5,0.6
"ENSG00000250455",1,1,1
"ENSG00000250456",1,1,1
"ENSG00000250461",1,1,1
"ENSG00000250462",1,1,1
"ENSG00000250470",1,1,1
"ENSG00000250471",1,1,1
"ENSG00000250472",1,1,1
"ENSG00000250473",1,1,1
"ENSG00000250474",1,1,1
"ENSG00000250475",1,1,1
"ENSG00000250476",1,1,1
"ENSG00000250479",4,5,0.8
"ENSG00000250482",1,1,1
"ENSG00000250483",1,1,1
"ENSG00000250486",1,1,1
"ENSG00000250488",1,1,1
"ENSG00000250490",2,2,1
"ENSG00000250492",1,1,1
"ENSG00000250493",1,1,1
"ENSG00000250496",1,1,1
"ENSG00000250497",1,1,1
"ENSG00000250500",1,1,1
"ENSG00000250501",4,14,0.286
"ENSG00000250504",1,1,1
"ENSG00000250506",3,3,1
"ENSG00000250507",1,1,1
"ENSG00000250508",1,1,1
"ENSG00000250509",2,2,1
"ENSG00000250510",7,7,1
"ENSG00000250511",1,1,1
"ENSG00000250516",1,1,1
"ENSG00000250517",2,2,1
"ENSG00000250519",7,7,1
"ENSG00000250522",1,1,1
"ENSG00000250523",1,1,1
"ENSG00000250526",1,1,1
"ENSG00000250529",1,1,1
"ENSG00000250535",1,1,1
"ENSG00000250536",1,1,1
"ENSG00000250538",2,2,1
"ENSG00000250539",1,1,1
"ENSG00000250541",1,1,1
"ENSG00000250543",1,1,1
"ENSG00000250546",5,5,1
"ENSG00000250548",3,3,1
"ENSG00000250551",1,1,1
"ENSG00000250556",1,1,1
"ENSG00000250561",1,1,1
"ENSG00000250563",1,1,1
"ENSG00000250564",2,2,1
"ENSG00000250565",6,6,1
"ENSG00000250567",1,1,1
"ENSG00000250568",1,1,1
"ENSG00000250569",1,1,1
"ENSG00000250571",10,11,0.909
"ENSG00000250572",1,1,1
"ENSG00000250573",1,1,1
"ENSG00000250574",1,1,1
"ENSG00000250575",1,1,1
"ENSG00000250576",1,1,1
"ENSG00000250577",1,1,1
"ENSG00000250579",4,4,1
"ENSG00000250580",1,1,1
"ENSG00000250582",1,1,1
"ENSG00000250583",1,1,1
"ENSG00000250584",4,7,0.571
"ENSG00000250587",1,1,1
"ENSG00000250590",1,20,0.05
"ENSG00000250592",1,1,1
"ENSG00000250596",1,2,0.5
"ENSG00000250597",1,3,0.333
"ENSG00000250600",2,2,1
"ENSG00000250602",4,4,1
"ENSG00000250604",1,2,0.5
"ENSG00000250608",7,8,0.875
"ENSG00000250614",1,1,1
"ENSG00000250615",1,1,1
"ENSG00000250616",2,2,1
"ENSG00000250619",1,1,1
"ENSG00000250620",1,1,1
"ENSG00000250623",1,1,1
"ENSG00000250624",1,1,1
"ENSG00000250626",2,2,1
"ENSG00000250629",1,1,1
"ENSG00000250630",1,1,1
"ENSG00000250632",1,1,1
"ENSG00000250634",5,5,1
"ENSG00000250635",1,1,1
"ENSG00000250641",1,1,1
"ENSG00000250643",1,1,1
"ENSG00000250644",4,4,1
"ENSG00000250645",1,1,1
"ENSG00000250646",1,1,1
"ENSG00000250651",1,1,1
"ENSG00000250655",1,1,1
"ENSG00000250656",1,1,1
"ENSG00000250657",1,2,0.5
"ENSG00000250659",1,1,1
"ENSG00000250662",1,1,1
"ENSG00000250666",1,1,1
"ENSG00000250668",2,2,1
"ENSG00000250669",1,1,1
"ENSG00000250673",4,4,1
"ENSG00000250682",7,9,0.778
"ENSG00000250685",2,4,0.5
"ENSG00000250692",1,1,1
"ENSG00000250696",1,2,0.5
"ENSG00000250697",4,5,0.8
"ENSG00000250698",1,1,1
"ENSG00000250699",1,1,1
"ENSG00000250705",1,1,1
"ENSG00000250708",8,25,0.32
"ENSG00000250709",1,1,1
"ENSG00000250711",1,1,1
"ENSG00000250714",1,1,1
"ENSG00000250722",15,15,1
"ENSG00000250723",2,11,0.182
"ENSG00000250725",1,1,1
"ENSG00000250726",1,1,1
"ENSG00000250730",1,1,1
"ENSG00000250731",1,1,1
"ENSG00000250732",1,1,1
"ENSG00000250733",1,1,1
"ENSG00000250734",1,1,1
"ENSG00000250735",2,2,1
"ENSG00000250739",1,1,1
"ENSG00000250740",1,2,0.5
"ENSG00000250741",1,2,0.5
"ENSG00000250742",5,5,1
"ENSG00000250745",1,1,1
"ENSG00000250746",1,1,1
"ENSG00000250748",5,10,0.5
"ENSG00000250749",1,1,1
"ENSG00000250751",1,1,1
"ENSG00000250752",1,1,1
"ENSG00000250753",1,1,1
"ENSG00000250754",1,63,0.016
"ENSG00000250761",1,1,1
"ENSG00000250764",1,1,1
"ENSG00000250765",1,1,1
"ENSG00000250767",1,1,1
"ENSG00000250769",1,1,1
"ENSG00000250772",1,3,0.333
"ENSG00000250775",2,2,1
"ENSG00000250777",1,2,0.5
"ENSG00000250781",3,4,0.75
"ENSG00000250782",1,1,1
"ENSG00000250786",4,4,1
"ENSG00000250788",1,1,1
"ENSG00000250790",1,1,1
"ENSG00000250796",1,1,1
"ENSG00000250799",4,7,0.571
"ENSG00000250801",2,4,0.5
"ENSG00000250802",43,45,0.956
"ENSG00000250803",1,4,0.25
"ENSG00000250804",1,1,1
"ENSG00000250808",1,1,1
"ENSG00000250812",1,1,1
"ENSG00000250814",1,4,0.25
"ENSG00000250815",1,1,1
"ENSG00000250816",1,1,1
"ENSG00000250820",1,1,1
"ENSG00000250821",2,2,1
"ENSG00000250827",1,1,1
"ENSG00000250831",1,1,1
"ENSG00000250835",1,1,1
"ENSG00000250838",1,1,1
"ENSG00000250842",1,1,1
"ENSG00000250846",3,3,1
"ENSG00000250848",1,1,1
"ENSG00000250850",1,1,1
"ENSG00000250853",1,1,1
"ENSG00000250855",2,2,1
"ENSG00000250859",1,1,1
"ENSG00000250860",1,1,1
"ENSG00000250862",1,1,1
"ENSG00000250863",3,7,0.429
"ENSG00000250865",1,1,1
"ENSG00000250866",1,1,1
"ENSG00000250869",1,1,1
"ENSG00000250874",1,1,1
"ENSG00000250877",1,1,1
"ENSG00000250878",2,2,1
"ENSG00000250882",1,1,1
"ENSG00000250884",1,1,1
"ENSG00000250885",1,1,1
"ENSG00000250891",14,15,0.933
"ENSG00000250892",1,1,1
"ENSG00000250893",1,1,1
"ENSG00000250894",1,1,1
"ENSG00000250896",1,1,1
"ENSG00000250899",1,1,1
"ENSG00000250900",4,6,0.667
"ENSG00000250902",1,1,1
"ENSG00000250903",38,39,0.974
"ENSG00000250906",1,1,1
"ENSG00000250909",1,1,1
"ENSG00000250910",9,39,0.231
"ENSG00000250913",1,1,1
"ENSG00000250914",1,1,1
"ENSG00000250915",2,2,1
"ENSG00000250917",1,1,1
"ENSG00000250920",4,8,0.5
"ENSG00000250929",1,1,1
"ENSG00000250930",1,4,0.25
"ENSG00000250933",1,1,1
"ENSG00000250934",7,7,1
"ENSG00000250938",10,12,0.833
"ENSG00000250939",1,1,1
"ENSG00000250942",1,1,1
"ENSG00000250945",1,1,1
"ENSG00000250946",1,1,1
"ENSG00000250947",1,1,1
"ENSG00000250948",1,1,1
"ENSG00000250950",1,1,1
"ENSG00000250955",1,1,1
"ENSG00000250958",1,1,1
"ENSG00000250959",1,1,1
"ENSG00000250961",1,2,0.5
"ENSG00000250962",1,1,1
"ENSG00000250966",1,1,1
"ENSG00000250971",2,5,0.4
"ENSG00000250972",1,1,1
"ENSG00000250974",3,3,1
"ENSG00000250977",1,1,1
"ENSG00000250978",2,2,1
"ENSG00000250979",1,1,1
"ENSG00000250980",1,1,1
"ENSG00000250981",2,2,1
"ENSG00000250982",1,1,1
"ENSG00000250983",1,1,1
"ENSG00000250984",1,1,1
"ENSG00000250986",1,1,1
"ENSG00000250988",5,5,1
"ENSG00000250990",1,1,1
"ENSG00000250992",2,3,0.667
"ENSG00000250993",1,1,1
"ENSG00000250994",2,2,1
"ENSG00000250995",1,1,1
"ENSG00000250997",1,1,1
"ENSG00000250999",4,4,1
"ENSG00000251000",1,1,1
"ENSG00000251001",1,1,1
"ENSG00000251002",12,18,0.667
"ENSG00000251003",8,9,0.889
"ENSG00000251008",1,1,1
"ENSG00000251009",1,1,1
"ENSG00000251010",1,1,1
"ENSG00000251011",2,2,1
"ENSG00000251013",1,1,1
"ENSG00000251014",1,1,1
"ENSG00000251015",1,1,1
"ENSG00000251018",1,2,0.5
"ENSG00000251022",12,12,1
"ENSG00000251023",1,1,1
"ENSG00000251025",1,1,1
"ENSG00000251026",3,5,0.6
"ENSG00000251027",3,4,0.75
"ENSG00000251031",2,2,1
"ENSG00000251032",1,1,1
"ENSG00000251033",1,1,1
"ENSG00000251034",4,4,1
"ENSG00000251045",1,1,1
"ENSG00000251046",1,1,1
"ENSG00000251048",1,1,1
"ENSG00000251050",1,1,1
"ENSG00000251058",1,1,1
"ENSG00000251059",1,3,0.333
"ENSG00000251072",1,1,1
"ENSG00000251075",2,4,0.5
"ENSG00000251076",1,1,1
"ENSG00000251078",1,1,1
"ENSG00000251079",1,1,1
"ENSG00000251080",1,1,1
"ENSG00000251087",1,1,1
"ENSG00000251090",1,1,1
"ENSG00000251093",1,1,1
"ENSG00000251095",8,12,0.667
"ENSG00000251102",1,1,1
"ENSG00000251106",1,1,1
"ENSG00000251108",1,1,1
"ENSG00000251111",1,1,1
"ENSG00000251118",1,1,1
"ENSG00000251123",1,1,1
"ENSG00000251125",1,1,1
"ENSG00000251126",1,1,1
"ENSG00000251127",1,1,1
"ENSG00000251128",1,1,1
"ENSG00000251129",12,12,1
"ENSG00000251131",5,7,0.714
"ENSG00000251135",1,1,1
"ENSG00000251136",38,41,0.927
"ENSG00000251138",14,19,0.737
"ENSG00000251139",1,1,1
"ENSG00000251141",10,10,1
"ENSG00000251143",1,1,1
"ENSG00000251144",1,1,1
"ENSG00000251148",1,1,1
"ENSG00000251149",1,1,1
"ENSG00000251151",2,4,0.5
"ENSG00000251152",1,1,1
"ENSG00000251154",1,1,1
"ENSG00000251155",1,1,1
"ENSG00000251158",1,1,1
"ENSG00000251161",2,2,1
"ENSG00000251163",1,1,1
"ENSG00000251165",4,5,0.8
"ENSG00000251166",1,1,1
"ENSG00000251169",1,1,1
"ENSG00000251171",1,1,1
"ENSG00000251173",2,2,1
"ENSG00000251175",1,3,0.333
"ENSG00000251177",1,1,1
"ENSG00000251178",1,1,1
"ENSG00000251179",1,1,1
"ENSG00000251182",1,2,0.5
"ENSG00000251184",1,1,1
"ENSG00000251185",1,1,1
"ENSG00000251186",1,1,1
"ENSG00000251187",2,3,0.667
"ENSG00000251188",1,1,1
"ENSG00000251189",1,1,1
"ENSG00000251191",2,3,0.667
"ENSG00000251192",8,8,1
"ENSG00000251193",1,1,1
"ENSG00000251194",1,1,1
"ENSG00000251196",1,1,1
"ENSG00000251199",5,24,0.208
"ENSG00000251200",2,2,1
"ENSG00000251201",3,3,1
"ENSG00000251203",1,1,1
"ENSG00000251204",1,1,1
"ENSG00000251205",2,5,0.4
"ENSG00000251206",1,1,1
"ENSG00000251209",11,18,0.611
"ENSG00000251210",2,5,0.4
"ENSG00000251211",1,1,1
"ENSG00000251216",2,6,0.333
"ENSG00000251218",1,1,1
"ENSG00000251219",1,2,0.5
"ENSG00000251221",1,1,1
"ENSG00000251224",1,1,1
"ENSG00000251226",3,3,1
"ENSG00000251229",1,1,1
"ENSG00000251230",2,6,0.333
"ENSG00000251234",1,1,1
"ENSG00000251239",1,1,1
"ENSG00000251243",1,1,1
"ENSG00000251244",3,4,0.75
"ENSG00000251246",1,1,1
"ENSG00000251247",14,14,1
"ENSG00000251248",1,1,1
"ENSG00000251249",2,5,0.4
"ENSG00000251254",1,1,1
"ENSG00000251257",2,3,0.667
"ENSG00000251258",1,1,1
"ENSG00000251259",1,1,1
"ENSG00000251260",1,1,1
"ENSG00000251264",1,1,1
"ENSG00000251270",1,1,1
"ENSG00000251271",1,1,1
"ENSG00000251273",2,5,0.4
"ENSG00000251276",1,1,1
"ENSG00000251279",3,3,1
"ENSG00000251287",4,5,0.8
"ENSG00000251288",1,1,1
"ENSG00000251292",1,1,1
"ENSG00000251294",1,1,1
"ENSG00000251297",1,1,1
"ENSG00000251298",1,1,1
"ENSG00000251300",1,1,1
"ENSG00000251301",11,12,0.917
"ENSG00000251303",1,1,1
"ENSG00000251306",1,1,1
"ENSG00000251307",1,1,1
"ENSG00000251311",1,1,1
"ENSG00000251313",1,1,1
"ENSG00000251314",2,3,0.667
"ENSG00000251321",2,2,1
"ENSG00000251322",9,12,0.75
"ENSG00000251323",3,3,1
"ENSG00000251329",1,1,1
"ENSG00000251330",1,1,1
"ENSG00000251332",1,1,1
"ENSG00000251333",1,1,1
"ENSG00000251336",1,1,1
"ENSG00000251338",1,1,1
"ENSG00000251339",1,7,0.143
"ENSG00000251340",1,1,1
"ENSG00000251347",1,1,1
"ENSG00000251348",1,1,1
"ENSG00000251349",1,1,1
"ENSG00000251350",3,4,0.75
"ENSG00000251354",1,1,1
"ENSG00000251356",1,1,1
"ENSG00000251357",1,1,1
"ENSG00000251359",1,1,1
"ENSG00000251360",1,1,1
"ENSG00000251361",1,1,1
"ENSG00000251363",2,2,1
"ENSG00000251364",15,16,0.938
"ENSG00000251365",8,10,0.8
"ENSG00000251369",8,8,1
"ENSG00000251370",1,1,1
"ENSG00000251372",10,29,0.345
"ENSG00000251377",1,3,0.333
"ENSG00000251379",1,1,1
"ENSG00000251380",1,1,1
"ENSG00000251381",15,16,0.938
"ENSG00000251387",1,1,1
"ENSG00000251388",1,1,1
"ENSG00000251389",1,1,1
"ENSG00000251391",5,12,0.417
"ENSG00000251393",4,4,1
"ENSG00000251396",13,13,1
"ENSG00000251400",1,1,1
"ENSG00000251402",1,1,1
"ENSG00000251405",1,1,1
"ENSG00000251408",1,1,1
"ENSG00000251409",1,1,1
"ENSG00000251410",2,2,1
"ENSG00000251411",1,1,1
"ENSG00000251414",1,1,1
"ENSG00000251416",1,1,1
"ENSG00000251417",1,1,1
"ENSG00000251418",1,1,1
"ENSG00000251421",1,1,1
"ENSG00000251423",2,2,1
"ENSG00000251429",1,3,0.333
"ENSG00000251432",8,9,0.889
"ENSG00000251433",1,1,1
"ENSG00000251434",1,1,1
"ENSG00000251435",1,1,1
"ENSG00000251437",1,1,1
"ENSG00000251441",2,2,1
"ENSG00000251442",15,21,0.714
"ENSG00000251446",1,1,1
"ENSG00000251448",2,2,1
"ENSG00000251449",1,1,1
"ENSG00000251450",4,4,1
"ENSG00000251452",1,1,1
"ENSG00000251455",1,1,1
"ENSG00000251456",1,1,1
"ENSG00000251458",1,1,1
"ENSG00000251459",4,4,1
"ENSG00000251460",1,1,1
"ENSG00000251463",1,1,1
"ENSG00000251467",1,1,1
"ENSG00000251468",1,1,1
"ENSG00000251476",1,1,1
"ENSG00000251478",1,1,1
"ENSG00000251483",1,1,1
"ENSG00000251484",1,1,1
"ENSG00000251485",1,1,1
"ENSG00000251491",1,1,1
"ENSG00000251493",2,2,1
"ENSG00000251495",1,1,1
"ENSG00000251497",2,2,1
"ENSG00000251501",1,1,1
"ENSG00000251503",5,5,1
"ENSG00000251504",3,3,1
"ENSG00000251511",1,1,1
"ENSG00000251513",1,1,1
"ENSG00000251518",1,1,1
"ENSG00000251520",1,1,1
"ENSG00000251521",1,1,1
"ENSG00000251523",1,1,1
"ENSG00000251526",1,1,1
"ENSG00000251527",1,1,1
"ENSG00000251532",1,1,1
"ENSG00000251533",1,1,1
"ENSG00000251535",1,1,1
"ENSG00000251536",1,1,1
"ENSG00000251537",1,1,1
"ENSG00000251538",3,7,0.429
"ENSG00000251544",1,1,1
"ENSG00000251546",1,1,1
"ENSG00000251548",1,1,1
"ENSG00000251550",1,1,1
"ENSG00000251552",1,1,1
"ENSG00000251553",1,1,1
"ENSG00000251555",1,1,1
"ENSG00000251556",1,1,1
"ENSG00000251557",3,3,1
"ENSG00000251562",53,66,0.803
"ENSG00000251566",1,1,1
"ENSG00000251567",1,2,0.5
"ENSG00000251568",1,1,1
"ENSG00000251569",1,1,1
"ENSG00000251571",1,1,1
"ENSG00000251573",2,2,1
"ENSG00000251574",1,23,0.043
"ENSG00000251575",1,3,0.333
"ENSG00000251576",1,1,1
"ENSG00000251577",1,2,0.5
"ENSG00000251579",1,1,1
"ENSG00000251580",7,7,1
"ENSG00000251584",2,2,1
"ENSG00000251585",1,1,1
"ENSG00000251586",1,1,1
"ENSG00000251587",1,1,1
"ENSG00000251590",1,1,1
"ENSG00000251593",1,1,1
"ENSG00000251595",4,4,1
"ENSG00000251596",1,1,1
"ENSG00000251599",1,1,1
"ENSG00000251600",17,23,0.739
"ENSG00000251602",4,4,1
"ENSG00000251604",1,1,1
"ENSG00000251609",1,1,1
"ENSG00000251611",1,1,1
"ENSG00000251613",5,5,1
"ENSG00000251614",1,1,1
"ENSG00000251615",1,1,1
"ENSG00000251620",3,3,1
"ENSG00000251629",12,66,0.182
"ENSG00000251630",1,1,1
"ENSG00000251632",1,1,1
"ENSG00000251633",1,1,1
"ENSG00000251634",1,1,1
"ENSG00000251635",2,2,1
"ENSG00000251636",1,1,1
"ENSG00000251637",3,3,1
"ENSG00000251639",1,1,1
"ENSG00000251643",1,1,1
"ENSG00000251648",1,1,1
"ENSG00000251649",1,6,0.167
"ENSG00000251652",2,2,1
"ENSG00000251654",1,1,1
"ENSG00000251655",1,3,0.333
"ENSG00000251656",1,1,1
"ENSG00000251660",1,1,1
"ENSG00000251661",3,3,1
"ENSG00000251664",3,3,1
"ENSG00000251665",1,2,0.5
"ENSG00000251666",1,1,1
"ENSG00000251667",1,1,1
"ENSG00000251669",1,1,1
"ENSG00000251670",1,1,1
"ENSG00000251675",1,1,1
"ENSG00000251676",6,16,0.375
"ENSG00000251678",1,1,1
"ENSG00000251679",1,1,1
"ENSG00000251680",6,6,1
"ENSG00000251682",1,1,1
"ENSG00000251685",1,1,1
"ENSG00000251687",1,1,1
"ENSG00000251688",4,4,1
"ENSG00000251694",1,1,1
"ENSG00000251697",1,1,1
"ENSG00000251714",1,1,1
"ENSG00000251729",1,1,1
"ENSG00000251730",1,1,1
"ENSG00000251733",1,1,1
"ENSG00000251751",1,1,1
"ENSG00000251752",1,1,1
"ENSG00000251775",1,1,1
"ENSG00000251776",1,1,1
"ENSG00000251791",1,1,1
"ENSG00000251805",1,1,1
"ENSG00000251809",1,1,1
"ENSG00000251867",1,1,1
"ENSG00000251869",1,1,1
"ENSG00000251893",1,1,1
"ENSG00000251898",1,1,1
"ENSG00000251935",1,1,1
"ENSG00000251988",1,1,1
"ENSG00000252010",1,1,1
"ENSG00000252028",1,1,1
"ENSG00000252036",1,1,1
"ENSG00000252040",1,1,1
"ENSG00000252051",1,1,1
"ENSG00000252084",1,1,1
"ENSG00000252087",1,1,1
"ENSG00000252096",1,1,1
"ENSG00000252118",1,1,1
"ENSG00000252135",1,1,1
"ENSG00000252184",1,1,1
"ENSG00000252198",1,1,1
"ENSG00000252212",1,1,1
"ENSG00000252213",1,1,1
"ENSG00000252218",1,1,1
"ENSG00000252233",1,1,1
"ENSG00000252236",1,1,1
"ENSG00000252274",1,1,1
"ENSG00000252305",1,1,1
"ENSG00000252321",1,1,1
"ENSG00000252329",1,1,1
"ENSG00000252337",1,1,1
"ENSG00000252355",1,1,1
"ENSG00000252396",1,1,1
"ENSG00000252464",1,1,1
"ENSG00000252473",1,1,1
"ENSG00000252481",1,1,1
"ENSG00000252577",1,1,1
"ENSG00000252620",1,1,1
"ENSG00000252634",1,1,1
"ENSG00000252639",1,1,1
"ENSG00000252677",1,1,1
"ENSG00000252690",1,1,1
"ENSG00000252704",1,1,1
"ENSG00000252707",1,1,1
"ENSG00000252712",1,1,1
"ENSG00000252719",1,1,1
"ENSG00000252757",1,1,1
"ENSG00000252763",1,1,1
"ENSG00000252774",1,1,1
"ENSG00000252778",1,1,1
"ENSG00000252797",1,1,1
"ENSG00000252827",1,1,1
"ENSG00000252835",1,1,1
"ENSG00000252879",1,1,1
"ENSG00000252906",1,1,1
"ENSG00000252927",1,1,1
"ENSG00000252947",1,1,1
"ENSG00000252960",1,1,1
"ENSG00000252982",1,1,1
"ENSG00000253001",1,1,1
"ENSG00000253006",1,1,1
"ENSG00000253007",1,1,1
"ENSG00000253013",1,1,1
"ENSG00000253015",1,1,1
"ENSG00000253020",1,1,1
"ENSG00000253057",1,1,1
"ENSG00000253059",1,1,1
"ENSG00000253075",1,1,1
"ENSG00000253079",1,1,1
"ENSG00000253085",1,1,1
"ENSG00000253092",1,1,1
"ENSG00000253100",4,10,0.4
"ENSG00000253102",1,1,1
"ENSG00000253103",1,10,0.1
"ENSG00000253105",1,2,0.5
"ENSG00000253106",1,1,1
"ENSG00000253111",2,2,1
"ENSG00000253112",1,1,1
"ENSG00000253114",1,1,1
"ENSG00000253115",1,1,1
"ENSG00000253116",1,1,1
"ENSG00000253117",1,1,1
"ENSG00000253119",1,1,1
"ENSG00000253121",1,1,1
"ENSG00000253123",5,5,1
"ENSG00000253124",1,1,1
"ENSG00000253125",1,3,0.333
"ENSG00000253130",3,5,0.6
"ENSG00000253133",1,1,1
"ENSG00000253135",1,1,1
"ENSG00000253137",1,1,1
"ENSG00000253138",2,4,0.5
"ENSG00000253141",1,3,0.333
"ENSG00000253142",1,1,1
"ENSG00000253144",1,1,1
"ENSG00000253147",2,2,1
"ENSG00000253153",1,1,1
"ENSG00000253154",3,7,0.429
"ENSG00000253159",2,2,1
"ENSG00000253161",3,5,0.6
"ENSG00000253163",1,1,1
"ENSG00000253164",2,2,1
"ENSG00000253165",1,1,1
