gene	H2	non_ase	H1
ENSG00000168653	no	yes	no
ENSG00000175906	no	yes	no
ENSG00000145386	no	yes	no
ENSG00000188612	no	yes	no
ENSG00000163288	no	yes	no
ENSG00000148730	no	yes	no
ENSG00000170571	no	yes	no
ENSG00000172967	no	yes	no
ENSG00000107831	no	yes	no
ENSG00000135046	no	yes	no
ENSG00000170927	no	yes	no
ENSG00000221829	no	yes	no
ENSG00000167513	no	yes	no
ENSG00000080823	no	yes	no
ENSG00000164684	no	yes	no
ENSG00000081800	no	yes	no
ENSG00000102678	no	yes	no
ENSG00000135446	no	yes	no
ENSG00000106948	no	yes	no
ENSG00000198547	no	yes	yes
ENSG00000066382	no	yes	yes
ENSG00000138182	yes	yes	no
ENSG00000104722	no	yes	no
ENSG00000122406	no	yes	no
ENSG00000128683	no	yes	no
ENSG00000169393	no	yes	no
ENSG00000183454	no	yes	no
ENSG00000035687	no	yes	no
ENSG00000110852	no	yes	no
ENSG00000112893	no	yes	no
ENSG00000138326	no	yes	no
ENSG00000158865	no	yes	no
ENSG00000168661	no	yes	no
ENSG00000177283	no	yes	no
ENSG00000198604	no	yes	no
ENSG00000215788	no	yes	no
ENSG00000101665	no	yes	no
ENSG00000127337	no	yes	no
ENSG00000253117	no	yes	no
ENSG00000213420	no	yes	no
ENSG00000118507	no	yes	no
ENSG00000160932	no	yes	no
ENSG00000152556	no	yes	no
ENSG00000151287	no	yes	no
ENSG00000107593	no	yes	no
ENSG00000198948	no	yes	no
ENSG00000108255	no	yes	no
ENSG00000100122	no	yes	yes
ENSG00000147570	no	yes	no
ENSG00000213928	no	yes	no
ENSG00000130985	no	yes	no
ENSG00000183814	no	yes	no
ENSG00000080503	no	yes	no
ENSG00000156958	no	yes	no
ENSG00000187164	no	yes	no
ENSG00000187514	no	yes	no
ENSG00000128512	no	yes	no
ENSG00000122224	no	yes	no
ENSG00000117862	no	yes	no
ENSG00000155749	no	yes	no
ENSG00000086205	no	yes	no
ENSG00000128573	no	yes	no
ENSG00000145416	no	yes	no
ENSG00000146386	no	yes	no
ENSG00000131389	no	yes	yes
ENSG00000106688	no	yes	no
ENSG00000123144	no	yes	no
ENSG00000172482	no	yes	no
ENSG00000168394	no	yes	no
ENSG00000122711	no	yes	no
ENSG00000171960	no	yes	no
ENSG00000065325	no	yes	no
ENSG00000131471	no	yes	no
ENSG00000151789	no	yes	no
ENSG00000163947	no	yes	no
ENSG00000204740	no	yes	no
ENSG00000198722	no	yes	no
ENSG00000105251	no	yes	no
ENSG00000163320	no	yes	no
ENSG00000112936	no	yes	no
ENSG00000275342	no	yes	no
ENSG00000156463	no	yes	no
ENSG00000113657	no	yes	no
ENSG00000198121	no	yes	no
ENSG00000213465	no	yes	no
ENSG00000188133	no	yes	no
ENSG00000170579	no	yes	no
ENSG00000137770	no	yes	no
ENSG00000183077	no	yes	no
ENSG00000141499	yes	yes	no
ENSG00000070526	no	yes	no
ENSG00000104529	no	yes	no
ENSG00000170515	no	yes	no
ENSG00000232125	no	yes	no
ENSG00000136541	no	yes	no
ENSG00000169715	no	yes	no
ENSG00000119121	no	yes	no
ENSG00000162961	no	yes	no
ENSG00000213889	no	yes	no
ENSG00000113966	no	yes	no
ENSG00000105750	no	yes	no
ENSG00000183304	no	yes	no
ENSG00000065809	no	yes	no
ENSG00000167555	no	yes	no
ENSG00000146530	no	yes	no
ENSG00000256870	no	yes	no
ENSG00000067177	no	yes	no
ENSG00000164045	no	yes	no
ENSG00000134419	no	yes	no
ENSG00000136938	no	yes	no
ENSG00000099617	no	yes	no
ENSG00000134365	no	yes	no
ENSG00000136270	no	yes	no
ENSG00000151835	no	yes	no
ENSG00000169567	no	yes	no
ENSG00000203760	no	yes	no
ENSG00000085999	no	yes	no
ENSG00000157107	no	yes	no
ENSG00000176945	no	yes	no
ENSG00000113889	no	yes	no
ENSG00000136854	no	yes	no
ENSG00000112782	no	yes	no
ENSG00000162782	no	yes	no
ENSG00000268223	no	yes	no
ENSG00000107447	no	yes	no
ENSG00000123191	no	yes	no
ENSG00000152154	no	yes	no
ENSG00000169302	no	yes	no
ENSG00000167778	no	yes	no
ENSG00000119283	no	yes	no
ENSG00000088305	yes	yes	no
ENSG00000106536	yes	yes	yes
ENSG00000159461	no	yes	no
ENSG00000168481	no	yes	no
ENSG00000171509	no	yes	no
ENSG00000167619	no	yes	no
ENSG00000112984	yes	yes	yes
ENSG00000100307	no	yes	no
ENSG00000049449	no	yes	no
ENSG00000136141	no	yes	yes
ENSG00000143390	no	yes	no
ENSG00000137404	no	yes	no
ENSG00000100170	no	yes	no
ENSG00000091831	no	yes	no
ENSG00000181722	yes	yes	no
ENSG00000108424	no	yes	no
ENSG00000171817	no	yes	no
ENSG00000189376	no	yes	no
ENSG00000139508	no	yes	no
ENSG00000182606	no	yes	no
ENSG00000147155	no	yes	no
ENSG00000186314	no	yes	no
ENSG00000123179	no	yes	no
ENSG00000136828	no	yes	no
ENSG00000170873	no	yes	no
ENSG00000172752	no	yes	no
ENSG00000064042	no	yes	no
ENSG00000089009	no	yes	no
ENSG00000105355	no	yes	no
ENSG00000167552	no	yes	no
ENSG00000255501	no	yes	no
ENSG00000044524	no	yes	no
ENSG00000159082	no	yes	no
ENSG00000156261	no	yes	no
ENSG00000172497	no	yes	no
ENSG00000123983	no	yes	no
ENSG00000124225	no	yes	no
ENSG00000150760	no	yes	no
ENSG00000205038	no	yes	no
ENSG00000092850	yes	yes	yes
ENSG00000153093	no	yes	no
ENSG00000065717	no	yes	no
ENSG00000108001	no	yes	no
ENSG00000214694	no	yes	no
ENSG00000164749	no	yes	no
ENSG00000145287	no	yes	no
ENSG00000182492	no	yes	no
ENSG00000177459	no	yes	no
ENSG00000206053	no	yes	no
ENSG00000171759	no	yes	no
ENSG00000102024	no	yes	no
ENSG00000239306	no	yes	no
ENSG00000005882	no	yes	no
ENSG00000176601	no	yes	no
ENSG00000120253	no	yes	no
ENSG00000158683	no	yes	no
ENSG00000104863	no	yes	no
ENSG00000106211	no	yes	no
ENSG00000178795	no	yes	no
ENSG00000171885	no	yes	no
ENSG00000197162	no	yes	no
ENSG00000105929	no	yes	no
ENSG00000142676	no	yes	no
ENSG00000158486	no	yes	no
ENSG00000164651	no	yes	no
ENSG00000128602	no	yes	no
ENSG00000096006	no	yes	no
ENSG00000173801	no	yes	yes
ENSG00000227729	no	yes	no
ENSG00000187871	no	yes	no
ENSG00000114491	no	yes	no
ENSG00000164061	no	yes	no
ENSG00000184601	no	yes	no
ENSG00000131470	no	yes	no
ENSG00000135048	yes	yes	no
ENSG00000133687	no	yes	no
ENSG00000155629	no	yes	no
ENSG00000007933	no	yes	no
ENSG00000146757	no	yes	no
ENSG00000186468	no	yes	no
ENSG00000147697	no	yes	no
ENSG00000237649	no	yes	no
ENSG00000141540	no	yes	no
ENSG00000075429	no	yes	no
ENSG00000108953	no	yes	no
ENSG00000171962	no	yes	no
ENSG00000138160	no	yes	no
ENSG00000175093	no	yes	no
ENSG00000121900	no	yes	no
ENSG00000158402	yes	yes	yes
ENSG00000116574	no	yes	no
ENSG00000175984	no	yes	yes
ENSG00000132819	no	yes	no
ENSG00000161958	no	yes	no
ENSG00000106952	no	yes	no
ENSG00000138092	no	yes	no
ENSG00000159733	no	yes	no
ENSG00000007062	no	yes	yes
ENSG00000140798	no	yes	no
ENSG00000067836	no	yes	no
ENSG00000105202	no	yes	no
ENSG00000152082	no	yes	no
ENSG00000118160	no	yes	no
ENSG00000153140	no	yes	no
ENSG00000158158	no	yes	no
ENSG00000081277	no	yes	no
ENSG00000083799	no	yes	no
ENSG00000111404	no	yes	no
ENSG00000119383	no	yes	no
ENSG00000149289	no	yes	no
ENSG00000154102	no	yes	no
ENSG00000155324	no	yes	no
ENSG00000105650	no	yes	no
ENSG00000112964	no	yes	no
ENSG00000176485	yes	yes	yes
ENSG00000118137	no	yes	no
ENSG00000176299	no	yes	no
ENSG00000110047	no	yes	no
ENSG00000009694	yes	yes	yes
ENSG00000111605	no	yes	no
ENSG00000175197	no	yes	no
ENSG00000073331	no	yes	no
ENSG00000137573	no	yes	no
ENSG00000189195	no	yes	no
ENSG00000277224	no	yes	yes
ENSG00000122912	no	yes	no
ENSG00000066933	no	yes	no
ENSG00000089006	no	yes	no
ENSG00000108846	no	yes	no
ENSG00000163673	no	yes	no
ENSG00000164741	no	yes	yes
ENSG00000166881	no	yes	no
ENSG00000182348	no	yes	no
ENSG00000198734	no	yes	no
ENSG00000171241	no	yes	no
ENSG00000179403	no	yes	no
ENSG00000074211	no	yes	no
ENSG00000160352	no	yes	no
ENSG00000134291	no	yes	no
ENSG00000169814	no	yes	no
ENSG00000165304	no	yes	no
ENSG00000155561	no	yes	no
ENSG00000154997	no	yes	no
ENSG00000100379	no	yes	no
ENSG00000066827	no	yes	no
ENSG00000128045	no	yes	no
ENSG00000114554	no	yes	no
ENSG00000133878	no	yes	no
ENSG00000138641	no	yes	no
ENSG00000185345	no	yes	no
ENSG00000136104	no	yes	no
ENSG00000107679	no	yes	no
ENSG00000142583	no	yes	no
ENSG00000159593	no	yes	no
ENSG00000005189	no	yes	no
ENSG00000074219	no	yes	no
ENSG00000083857	no	yes	no
ENSG00000120256	no	yes	no
ENSG00000143641	no	yes	no
ENSG00000167553	no	yes	no
ENSG00000167646	no	yes	no
ENSG00000151062	yes	yes	yes
ENSG00000015592	no	yes	no
ENSG00000256269	no	yes	no
ENSG00000183763	no	yes	no
ENSG00000146809	no	yes	no
ENSG00000100385	no	yes	no
ENSG00000115112	no	yes	no
ENSG00000170893	yes	yes	no
ENSG00000102290	no	yes	no
ENSG00000178966	no	yes	no
ENSG00000185561	no	yes	no
ENSG00000136011	no	yes	no
ENSG00000116254	no	yes	no
ENSG00000171992	no	yes	no
ENSG00000162618	no	yes	no
ENSG00000138378	no	yes	no
ENSG00000183091	no	yes	no
ENSG00000196531	no	yes	no
ENSG00000136928	no	yes	no
ENSG00000157064	no	yes	no
ENSG00000172936	no	yes	no
ENSG00000182742	no	yes	no
ENSG00000189056	no	yes	yes
ENSG00000163331	no	yes	no
ENSG00000109061	no	yes	no
ENSG00000145335	no	yes	no
ENSG00000164904	no	yes	no
ENSG00000012223	no	yes	no
ENSG00000101888	no	yes	no
ENSG00000137757	no	yes	no
ENSG00000174990	no	yes	no
ENSG00000164587	no	yes	no
ENSG00000168807	no	yes	no
ENSG00000018408	no	yes	no
ENSG00000060140	no	yes	no
ENSG00000106341	no	yes	no
ENSG00000154146	no	yes	no
ENSG00000138796	no	yes	no
ENSG00000121634	no	yes	no
ENSG00000163950	no	yes	no
ENSG00000140937	yes	yes	yes
ENSG00000119922	no	yes	no
ENSG00000142449	no	yes	no
ENSG00000248672	no	yes	no
ENSG00000198856	no	yes	no
ENSG00000104872	no	yes	no
ENSG00000177575	no	yes	no
ENSG00000184270	no	yes	no
ENSG00000204711	no	yes	no
ENSG00000103355	no	yes	no
ENSG00000070182	no	yes	no
ENSG00000117501	no	yes	no
ENSG00000162433	no	yes	no
ENSG00000153822	no	yes	no
ENSG00000161981	no	yes	no
ENSG00000165983	no	yes	no
ENSG00000176894	no	yes	yes
ENSG00000273749	no	yes	no
ENSG00000100612	no	yes	no
ENSG00000144730	no	yes	no
ENSG00000065923	no	yes	no
ENSG00000169918	no	yes	no
ENSG00000197520	no	yes	no
ENSG00000141449	no	yes	no
ENSG00000162946	no	yes	no
ENSG00000172380	no	yes	no
ENSG00000197177	no	yes	no
ENSG00000169344	no	yes	no
ENSG00000196663	no	yes	no
ENSG00000203710	no	yes	no
ENSG00000228623	no	yes	no
ENSG00000188641	no	yes	no
ENSG00000159167	no	yes	no
ENSG00000104205	no	yes	no
ENSG00000075673	no	yes	no
ENSG00000187908	no	yes	no
ENSG00000157087	no	yes	no
ENSG00000182450	no	yes	no
ENSG00000084774	no	yes	no
ENSG00000110811	no	yes	no
ENSG00000099992	no	yes	no
ENSG00000196502	no	yes	no
ENSG00000197756	no	yes	no
ENSG00000156414	no	yes	no
ENSG00000069696	no	yes	no
ENSG00000118785	no	yes	no
ENSG00000121446	no	yes	no
ENSG00000011052	no	yes	no
ENSG00000137478	no	yes	no
ENSG00000117090	no	yes	no
ENSG00000008988	no	yes	no
ENSG00000137203	no	yes	no
ENSG00000178175	no	yes	no
ENSG00000121350	no	yes	no
ENSG00000164946	no	yes	no
ENSG00000185774	no	yes	no
ENSG00000180777	no	yes	no
ENSG00000152147	no	yes	no
ENSG00000152223	no	yes	no
ENSG00000115598	no	yes	no
ENSG00000171246	no	yes	no
ENSG00000146192	no	yes	no
ENSG00000196119	no	yes	no
ENSG00000198753	no	yes	no
ENSG00000115159	no	yes	no
ENSG00000139734	no	yes	no
ENSG00000178586	no	yes	no
ENSG00000186073	no	yes	no
ENSG00000075945	no	yes	no
ENSG00000153823	no	yes	yes
ENSG00000204006	no	yes	no
ENSG00000133424	no	yes	no
ENSG00000136167	no	yes	no
ENSG00000114648	no	yes	no
ENSG00000121210	no	yes	no
ENSG00000276180	no	yes	no
ENSG00000283536	no	yes	no
ENSG00000286070	no	yes	no
ENSG00000142694	no	yes	no
ENSG00000125870	no	yes	no
ENSG00000079459	no	yes	no
ENSG00000136720	no	yes	no
ENSG00000116455	no	yes	no
ENSG00000128641	no	yes	no
ENSG00000163491	no	yes	no
ENSG00000214193	no	yes	no
ENSG00000145703	no	yes	no
ENSG00000028277	no	yes	no
ENSG00000104549	no	yes	no
ENSG00000163046	no	yes	no
ENSG00000167461	no	yes	no
ENSG00000088926	no	yes	no
ENSG00000115592	no	yes	no
ENSG00000136237	no	yes	no
ENSG00000144711	no	yes	no
ENSG00000173809	no	yes	no
ENSG00000025772	no	yes	no
ENSG00000128578	no	yes	no
ENSG00000149503	no	yes	no
ENSG00000174514	no	yes	no
ENSG00000101407	no	yes	no
ENSG00000163145	no	yes	no
ENSG00000171729	no	yes	no
ENSG00000189403	no	yes	no
ENSG00000164113	no	yes	no
ENSG00000188613	no	yes	no
ENSG00000102879	no	yes	yes
ENSG00000164744	no	yes	yes
ENSG00000152939	no	yes	no
ENSG00000161681	no	yes	no
ENSG00000162704	no	yes	no
ENSG00000164344	no	yes	no
ENSG00000141748	no	yes	no
ENSG00000014257	no	yes	no
ENSG00000155307	no	yes	no
ENSG00000184271	no	yes	no
ENSG00000174371	yes	yes	no
ENSG00000105971	no	yes	no
ENSG00000166428	no	yes	no
ENSG00000268104	no	yes	no
ENSG00000102580	no	yes	no
ENSG00000154639	no	yes	no
ENSG00000160752	no	yes	no
ENSG00000007001	no	yes	no
ENSG00000125378	no	yes	no
ENSG00000165424	no	yes	no
ENSG00000184349	no	yes	yes
ENSG00000079308	no	yes	no
ENSG00000140450	no	yes	no
ENSG00000134242	no	yes	no
ENSG00000273542	no	yes	no
ENSG00000183808	no	yes	no
ENSG00000140263	no	yes	no
ENSG00000163817	no	yes	no
ENSG00000244752	no	yes	no
ENSG00000147647	no	yes	no
ENSG00000135248	no	yes	no
ENSG00000163630	no	yes	no
ENSG00000176635	no	yes	no
ENSG00000213988	no	yes	no
ENSG00000150656	no	yes	no
ENSG00000174808	no	yes	no
ENSG00000121270	no	yes	no
ENSG00000162654	no	yes	no
ENSG00000170315	no	yes	no
ENSG00000112972	yes	yes	yes
ENSG00000109182	no	yes	no
ENSG00000164125	no	yes	no
ENSG00000155833	no	yes	no
ENSG00000266964	no	yes	no
ENSG00000129757	no	yes	no
ENSG00000172717	no	yes	no
ENSG00000144554	no	yes	no
ENSG00000156504	no	yes	no
ENSG00000076928	no	yes	no
ENSG00000167107	no	yes	no
ENSG00000134028	no	yes	no
ENSG00000101546	no	yes	no
ENSG00000112499	no	yes	no
ENSG00000154655	no	yes	no
ENSG00000183684	no	yes	no
ENSG00000118181	no	yes	no
ENSG00000141668	no	yes	no
ENSG00000059378	no	yes	no
ENSG00000166509	no	yes	no
ENSG00000175868	no	yes	no
ENSG00000167612	no	yes	no
ENSG00000175662	no	yes	no
ENSG00000181215	no	yes	no
ENSG00000256162	no	yes	no
ENSG00000142534	no	yes	no
ENSG00000142784	no	yes	no
ENSG00000063177	no	yes	no
ENSG00000093009	no	yes	no
ENSG00000136160	no	yes	no
ENSG00000131055	no	yes	no
ENSG00000173578	no	yes	no
ENSG00000197943	yes	yes	no
ENSG00000180667	no	yes	no
ENSG00000046604	no	yes	no
ENSG00000118307	no	yes	no
ENSG00000124785	no	yes	no
ENSG00000143110	no	yes	no
ENSG00000165434	no	yes	no
ENSG00000173401	no	yes	no
ENSG00000116675	no	yes	no
ENSG00000154736	no	yes	no
ENSG00000112183	no	yes	no
ENSG00000130821	no	yes	no
ENSG00000253250	no	yes	no
ENSG00000132507	no	yes	no
ENSG00000122824	no	yes	no
ENSG00000128487	no	yes	no
ENSG00000183918	no	yes	no
ENSG00000205922	no	yes	no
ENSG00000115604	no	yes	no
ENSG00000135517	no	yes	no
ENSG00000100678	no	yes	no
ENSG00000184897	no	yes	no
ENSG00000073969	no	yes	no
ENSG00000198755	no	yes	no
ENSG00000012048	yes	yes	yes
ENSG00000165272	no	yes	no
ENSG00000159398	no	yes	no
ENSG00000157985	yes	yes	yes
ENSG00000175130	no	yes	no
ENSG00000176842	no	yes	no
ENSG00000205301	no	yes	no
ENSG00000135636	no	yes	no
ENSG00000181885	no	yes	no
ENSG00000133794	no	yes	no
ENSG00000138813	no	yes	no
ENSG00000165841	no	yes	no
ENSG00000165244	no	yes	no
ENSG00000240849	no	yes	no
ENSG00000183486	no	yes	no
ENSG00000154451	no	yes	no
ENSG00000174016	no	yes	no
ENSG00000215568	no	yes	no
ENSG00000103241	no	yes	no
ENSG00000142856	no	yes	no
ENSG00000168781	no	yes	no
ENSG00000112297	no	yes	no
ENSG00000115252	no	yes	no
ENSG00000039523	no	yes	no
ENSG00000183778	no	yes	no
ENSG00000204193	no	yes	no
ENSG00000157060	no	yes	no
ENSG00000143507	no	yes	no
ENSG00000102445	no	yes	no
ENSG00000158373	no	yes	no
ENSG00000226124	no	yes	no
ENSG00000129474	no	yes	no
ENSG00000162624	no	yes	no
ENSG00000103275	no	yes	no
ENSG00000176040	no	yes	no
ENSG00000234745	no	yes	no
ENSG00000018236	no	yes	no
ENSG00000180537	no	yes	no
ENSG00000115648	no	yes	no
ENSG00000165762	no	yes	no
ENSG00000148356	no	yes	no
ENSG00000163637	no	yes	no
ENSG00000159873	no	yes	no
ENSG00000213139	no	yes	no
ENSG00000104043	no	yes	no
ENSG00000135750	no	yes	no
ENSG00000268480	no	yes	no
ENSG00000100003	no	yes	no
ENSG00000159403	no	yes	no
ENSG00000134516	no	yes	no
ENSG00000154640	no	yes	no
ENSG00000183066	no	yes	no
ENSG00000089250	no	yes	no
ENSG00000131351	no	yes	no
ENSG00000160446	no	yes	no
ENSG00000162694	no	yes	no
ENSG00000173917	no	yes	no
ENSG00000129538	no	yes	no
ENSG00000159307	no	yes	no
ENSG00000156096	no	yes	no
ENSG00000170889	no	yes	no
ENSG00000213853	no	yes	no
ENSG00000131620	yes	yes	no
ENSG00000174914	no	yes	no
ENSG00000048471	no	yes	no
ENSG00000115556	no	yes	no
ENSG00000101670	no	yes	no
ENSG00000111786	no	yes	no
ENSG00000162062	no	yes	no
ENSG00000112818	no	yes	no
ENSG00000064886	no	yes	no
ENSG00000170558	no	yes	no
ENSG00000008196	no	yes	no
ENSG00000182718	no	yes	no
ENSG00000206384	no	yes	no
ENSG00000148950	no	yes	no
ENSG00000110448	no	yes	no
ENSG00000065833	no	yes	no
ENSG00000124092	no	yes	no
ENSG00000109991	no	yes	no
ENSG00000112799	no	yes	no
ENSG00000105711	no	yes	no
ENSG00000133816	no	yes	no
ENSG00000069812	no	yes	no
ENSG00000135638	no	yes	no
ENSG00000109475	no	yes	no
ENSG00000127530	no	yes	no
ENSG00000156395	no	yes	no
ENSG00000117226	no	yes	no
ENSG00000103184	no	yes	no
ENSG00000166148	no	yes	no
ENSG00000277443	no	yes	no
ENSG00000188676	no	yes	no
ENSG00000114805	no	yes	no
ENSG00000137672	no	yes	no
ENSG00000104321	no	yes	no
ENSG00000137185	no	yes	no
ENSG00000215045	no	yes	no
ENSG00000104611	no	yes	no
ENSG00000132017	no	yes	no
ENSG00000164418	yes	yes	no
ENSG00000122194	no	yes	no
ENSG00000196507	no	yes	no
ENSG00000106305	no	yes	no
ENSG00000155249	no	yes	no
ENSG00000100027	yes	yes	yes
ENSG00000198704	no	yes	no
ENSG00000135929	no	yes	no
ENSG00000166394	no	yes	no
ENSG00000173890	no	yes	no
ENSG00000166206	no	yes	no
ENSG00000204022	no	yes	no
ENSG00000004700	no	yes	no
ENSG00000104886	no	yes	no
ENSG00000171793	no	yes	no
ENSG00000153976	no	yes	no
ENSG00000009765	no	yes	no
ENSG00000198028	no	yes	no
ENSG00000196800	no	yes	no
ENSG00000215612	no	yes	no
ENSG00000168004	no	yes	no
ENSG00000185313	no	yes	no
ENSG00000077616	yes	yes	no
ENSG00000153930	no	yes	no
ENSG00000183206	no	yes	no
ENSG00000077044	no	yes	no
ENSG00000133488	no	yes	no
ENSG00000159387	no	yes	no
ENSG00000260916	no	yes	no
ENSG00000166265	no	yes	no
ENSG00000145246	no	yes	no
ENSG00000197360	no	yes	no
ENSG00000165406	no	yes	no
ENSG00000100814	no	yes	no
ENSG00000012504	no	yes	no
ENSG00000112877	no	yes	no
ENSG00000163631	no	yes	no
ENSG00000185480	no	yes	no
ENSG00000163293	no	yes	no
ENSG00000058453	no	yes	no
ENSG00000148482	no	yes	no
ENSG00000139974	no	yes	no
ENSG00000166105	no	yes	no
ENSG00000272636	no	yes	no
ENSG00000107249	no	yes	no
ENSG00000113100	no	yes	no
ENSG00000120049	no	yes	no
ENSG00000133805	no	yes	no
ENSG00000160299	no	yes	no
ENSG00000182645	no	yes	no
ENSG00000100564	no	yes	no
ENSG00000243364	no	yes	no
ENSG00000157833	no	yes	no
ENSG00000106477	no	yes	no
ENSG00000181626	no	yes	no
ENSG00000221866	no	yes	no
ENSG00000144485	no	yes	no
ENSG00000172146	no	yes	no
ENSG00000204628	no	yes	no
ENSG00000087245	no	yes	no
ENSG00000065989	no	yes	no
ENSG00000006747	no	yes	no
ENSG00000138395	no	yes	no
ENSG00000141627	no	yes	no
ENSG00000218336	no	yes	no
ENSG00000182177	no	yes	no
ENSG00000106780	no	yes	no
ENSG00000128050	no	yes	no
ENSG00000004948	no	yes	no
ENSG00000163499	no	yes	no
ENSG00000165935	no	yes	no
ENSG00000173610	no	yes	no
ENSG00000173612	no	yes	no
ENSG00000180785	no	yes	no
ENSG00000163815	no	yes	no
ENSG00000226807	no	yes	no
ENSG00000125968	no	yes	no
ENSG00000146039	no	yes	no
ENSG00000165682	no	yes	no
ENSG00000105376	no	yes	no
ENSG00000165891	no	yes	no
ENSG00000115507	no	yes	no
ENSG00000174705	no	yes	no
ENSG00000144642	no	yes	no
ENSG00000101335	no	yes	no
ENSG00000181656	no	yes	no
ENSG00000184697	no	yes	no
ENSG00000186472	no	yes	no
ENSG00000118855	no	yes	no
ENSG00000124490	no	yes	no
ENSG00000133962	no	yes	no
ENSG00000180992	no	yes	no
ENSG00000131652	no	yes	no
ENSG00000120645	no	yes	no
ENSG00000162545	no	yes	no
ENSG00000163564	no	yes	no
ENSG00000143032	no	yes	no
ENSG00000196159	no	yes	no
ENSG00000175305	no	yes	no
ENSG00000172244	yes	yes	yes
ENSG00000158458	no	yes	no
ENSG00000120738	no	yes	no
ENSG00000197408	no	yes	no
ENSG00000112414	no	yes	no
ENSG00000002822	no	yes	no
ENSG00000062038	no	yes	no
ENSG00000144713	no	yes	no
ENSG00000253831	no	yes	no
ENSG00000090006	no	yes	no
ENSG00000066855	no	yes	no
ENSG00000241553	no	yes	no
ENSG00000080031	no	yes	no
ENSG00000101210	no	yes	no
ENSG00000107672	no	yes	no
ENSG00000108932	no	yes	no
ENSG00000149305	no	yes	no
ENSG00000165501	no	yes	no
ENSG00000175183	no	yes	no
ENSG00000185610	no	yes	no
ENSG00000196932	no	yes	no
ENSG00000198478	no	yes	no
ENSG00000198633	no	yes	no
ENSG00000274588	no	yes	no
ENSG00000072864	no	yes	no
ENSG00000171302	no	yes	no
ENSG00000177414	no	yes	no
ENSG00000067066	no	yes	no
ENSG00000176473	no	yes	no
ENSG00000139767	no	yes	no
ENSG00000085563	no	yes	no
ENSG00000166928	no	yes	no
ENSG00000125845	no	yes	no
ENSG00000221886	no	yes	no
ENSG00000080573	no	yes	no
ENSG00000132471	no	yes	no
ENSG00000114812	no	yes	no
ENSG00000118363	no	yes	no
ENSG00000134853	no	yes	yes
ENSG00000183908	no	yes	no
ENSG00000152377	no	yes	no
ENSG00000130508	no	yes	no
ENSG00000108798	no	yes	no
ENSG00000153071	no	yes	no
ENSG00000071564	no	yes	no
ENSG00000179222	no	yes	no
ENSG00000167858	yes	yes	yes
ENSG00000114771	no	yes	no
ENSG00000154263	no	yes	no
ENSG00000196242	no	yes	no
ENSG00000152782	no	yes	no
ENSG00000120278	yes	yes	no
ENSG00000103490	no	yes	no
ENSG00000156738	no	yes	no
ENSG00000118322	no	yes	no
ENSG00000163110	yes	yes	no
ENSG00000106624	no	yes	no
ENSG00000198851	no	yes	no
ENSG00000186868	no	yes	no
ENSG00000239264	no	yes	no
ENSG00000110660	no	yes	no
ENSG00000130997	no	yes	no
ENSG00000223572	no	yes	no
ENSG00000153208	no	yes	no
ENSG00000069122	no	yes	no
ENSG00000254440	no	yes	no
ENSG00000092036	no	yes	no
ENSG00000162738	no	yes	no
ENSG00000213397	no	yes	no
ENSG00000084628	no	yes	no
ENSG00000144407	no	yes	no
ENSG00000176887	no	yes	no
ENSG00000134115	no	yes	no
ENSG00000196344	no	yes	no
ENSG00000101605	no	yes	no
ENSG00000135063	no	yes	no
ENSG00000165973	no	yes	no
ENSG00000151247	no	yes	no
ENSG00000176046	no	yes	no
ENSG00000152254	no	yes	no
ENSG00000110723	no	yes	no
ENSG00000179761	no	yes	no
ENSG00000101158	no	yes	no
ENSG00000024422	no	yes	no
ENSG00000106304	no	yes	no
ENSG00000070019	no	yes	no
ENSG00000132326	no	yes	no
ENSG00000135744	no	yes	no
ENSG00000103591	no	yes	no
ENSG00000128408	no	yes	no
ENSG00000174125	no	yes	no
ENSG00000163545	no	yes	no
ENSG00000114487	no	yes	no
ENSG00000123728	no	yes	no
ENSG00000153933	no	yes	no
ENSG00000264424	no	yes	no
ENSG00000196092	no	yes	no
ENSG00000087253	no	yes	no
ENSG00000163827	no	yes	no
ENSG00000121101	no	yes	no
ENSG00000128059	no	yes	no
ENSG00000185811	no	yes	no
ENSG00000182070	no	yes	no
ENSG00000172817	no	yes	no
ENSG00000136982	no	yes	no
ENSG00000005187	no	yes	no
ENSG00000269035	no	yes	no
ENSG00000181433	no	yes	no
ENSG00000144057	no	yes	no
ENSG00000114779	no	yes	no
ENSG00000249115	no	yes	no
ENSG00000255393	no	yes	no
ENSG00000165138	no	yes	no
ENSG00000112319	no	yes	no
ENSG00000185664	no	yes	no
ENSG00000273079	no	yes	no
ENSG00000064547	no	yes	no
ENSG00000172575	no	yes	no
ENSG00000170525	no	yes	no
ENSG00000137135	no	yes	no
ENSG00000171303	no	yes	no
ENSG00000079263	no	yes	no
ENSG00000101311	no	yes	no
ENSG00000141161	no	yes	no
ENSG00000129038	no	yes	no
ENSG00000130427	no	yes	no
ENSG00000125931	no	yes	no
ENSG00000138079	no	yes	no
ENSG00000068985	no	yes	no
ENSG00000103018	no	yes	no
ENSG00000178685	no	yes	no
ENSG00000140678	no	yes	no
ENSG00000172179	no	yes	no
ENSG00000234828	no	yes	no
ENSG00000168140	no	yes	no
ENSG00000236699	no	yes	no
ENSG00000171914	no	yes	no
ENSG00000127954	no	yes	no
ENSG00000101638	no	yes	no
