gene	non_ase	H1	H2
ENSG00000171368	yes	no	no
ENSG00000174579	yes	no	no
ENSG00000167194	yes	no	no
ENSG00000198715	yes	no	no
ENSG00000177119	yes	no	no
ENSG00000170027	yes	no	no
ENSG00000144283	yes	no	no
ENSG00000196976	yes	no	no
ENSG00000185480	yes	no	no
ENSG00000102384	yes	no	no
ENSG00000077312	yes	no	no
ENSG00000073969	yes	no	no
ENSG00000177283	yes	no	no
ENSG00000157193	yes	no	no
ENSG00000111860	yes	no	no
ENSG00000116675	yes	no	no
ENSG00000167703	yes	no	no
ENSG00000062822	yes	no	no
ENSG00000214960	yes	no	no
ENSG00000134258	yes	no	no
ENSG00000121210	yes	no	no
ENSG00000160345	yes	no	no
ENSG00000104889	yes	no	no
ENSG00000172197	yes	no	no
ENSG00000197872	yes	no	no
ENSG00000105281	yes	no	no
ENSG00000169918	yes	no	no
ENSG00000146151	yes	no	no
ENSG00000184613	yes	no	no
ENSG00000101265	yes	no	no
ENSG00000123570	yes	no	no
ENSG00000138685	yes	no	no
ENSG00000270629	yes	no	no
ENSG00000173156	yes	no	no
ENSG00000094804	yes	no	no
ENSG00000162951	yes	no	no
ENSG00000147454	yes	no	no
ENSG00000128610	yes	no	no
ENSG00000104805	yes	no	no
ENSG00000122481	yes	no	no
ENSG00000034510	yes	no	no
ENSG00000144959	yes	no	no
ENSG00000100994	yes	no	no
ENSG00000085276	yes	no	no
ENSG00000115504	yes	no	no
ENSG00000168917	yes	no	no
ENSG00000196923	yes	no	no
ENSG00000137154	yes	no	no
ENSG00000112695	yes	no	no
ENSG00000107819	yes	no	no
ENSG00000110987	yes	no	no
ENSG00000127588	yes	no	no
ENSG00000198690	yes	no	no
ENSG00000251349	yes	no	no
ENSG00000166922	yes	no	no
ENSG00000143933	yes	no	no
ENSG00000049759	yes	no	no
ENSG00000175182	yes	no	no
ENSG00000144354	yes	no	no
ENSG00000119711	yes	no	no
ENSG00000141431	yes	no	no
ENSG00000168994	yes	no	no
ENSG00000165804	yes	no	no
ENSG00000151623	yes	no	no
ENSG00000107736	yes	no	no
ENSG00000051108	yes	no	no
ENSG00000244405	yes	no	no
ENSG00000065328	yes	no	no
ENSG00000232859	yes	no	no
ENSG00000169499	yes	no	no
ENSG00000204149	yes	no	no
ENSG00000148584	yes	no	no
ENSG00000137185	yes	no	no
ENSG00000162852	yes	no	no
ENSG00000109881	yes	no	no
ENSG00000102678	yes	no	no
ENSG00000174951	yes	no	no
ENSG00000182752	yes	no	no
ENSG00000184226	yes	no	no
ENSG00000030419	yes	no	no
ENSG00000177463	yes	no	no
ENSG00000180071	yes	no	no
ENSG00000164237	yes	no	no
ENSG00000198417	yes	no	no
ENSG00000107317	yes	no	no
ENSG00000135835	yes	no	no
ENSG00000084234	yes	no	no
ENSG00000182704	yes	no	no
ENSG00000100767	yes	no	no
ENSG00000106772	yes	no	no
ENSG00000081320	yes	no	no
ENSG00000130589	yes	no	no
ENSG00000117595	yes	no	no
ENSG00000157214	yes	no	no
ENSG00000005059	yes	no	no
ENSG00000170743	yes	no	no
ENSG00000140511	yes	no	no
ENSG00000173482	yes	no	no
ENSG00000105143	yes	no	no
ENSG00000081913	yes	no	no
ENSG00000099953	yes	no	no
ENSG00000187672	yes	no	no
ENSG00000158164	yes	no	no
ENSG00000137872	yes	no	no
ENSG00000138448	yes	no	no
ENSG00000213988	yes	no	no
ENSG00000124766	yes	no	no
ENSG00000182310	yes	no	no
ENSG00000049860	yes	no	no
ENSG00000118369	yes	no	no
ENSG00000184371	yes	no	no
ENSG00000069869	yes	no	no
ENSG00000102879	yes	yes	yes
ENSG00000109819	yes	no	no
ENSG00000124191	yes	no	no
ENSG00000203760	yes	no	no
ENSG00000180628	yes	no	no
ENSG00000101057	yes	no	no
ENSG00000254535	yes	no	no
ENSG00000159713	yes	no	no
ENSG00000164532	yes	no	no
ENSG00000084444	yes	no	no
ENSG00000082014	yes	no	no
ENSG00000185483	yes	no	no
ENSG00000130023	yes	no	no
ENSG00000182985	yes	no	no
ENSG00000167081	yes	no	no
ENSG00000095596	yes	no	no
ENSG00000197093	yes	no	no
ENSG00000115380	yes	no	no
ENSG00000169860	yes	no	no
ENSG00000144229	yes	yes	yes
ENSG00000117748	yes	no	no
ENSG00000100439	yes	no	no
ENSG00000119782	yes	no	no
ENSG00000105088	yes	no	no
ENSG00000167646	yes	no	no
ENSG00000247746	yes	no	no
ENSG00000184828	yes	no	yes
ENSG00000187135	yes	no	no
ENSG00000179299	yes	no	no
ENSG00000048540	yes	no	no
ENSG00000151572	yes	no	no
ENSG00000165164	yes	no	no
ENSG00000176387	yes	no	no
ENSG00000139946	yes	no	no
ENSG00000137821	yes	no	yes
ENSG00000070031	yes	no	no
ENSG00000169126	yes	no	no
ENSG00000149557	yes	no	no
ENSG00000155749	yes	no	no
ENSG00000163918	yes	no	no
ENSG00000145721	yes	yes	yes
ENSG00000175203	yes	no	no
ENSG00000165152	yes	no	no
ENSG00000145779	yes	no	no
ENSG00000102580	yes	no	no
ENSG00000187764	yes	yes	no
ENSG00000134184	yes	no	no
ENSG00000143067	yes	no	no
ENSG00000179965	yes	no	no
ENSG00000013588	yes	no	no
ENSG00000065609	yes	no	no
ENSG00000145244	yes	no	no
ENSG00000158062	yes	no	no
ENSG00000101911	yes	no	no
ENSG00000164171	yes	no	no
ENSG00000163249	yes	no	no
ENSG00000064692	yes	no	no
ENSG00000196576	yes	no	no
ENSG00000117758	yes	no	no
ENSG00000171811	yes	no	no
ENSG00000147471	yes	no	no
ENSG00000166265	yes	no	no
ENSG00000118620	yes	no	no
ENSG00000182132	yes	no	no
ENSG00000163545	yes	no	no
ENSG00000214575	yes	no	no
ENSG00000152413	yes	no	no
ENSG00000185924	yes	no	no
ENSG00000185950	yes	no	no
ENSG00000100345	yes	no	no
ENSG00000135709	yes	no	no
ENSG00000146352	yes	no	no
ENSG00000029534	yes	yes	no
ENSG00000183876	yes	no	no
ENSG00000189367	yes	no	no
ENSG00000106025	yes	no	no
ENSG00000264364	yes	yes	no
ENSG00000130222	yes	no	no
ENSG00000121905	yes	no	no
ENSG00000197019	yes	no	no
ENSG00000172594	yes	no	no
ENSG00000149972	yes	no	no
ENSG00000044459	yes	no	no
ENSG00000104093	yes	no	no
ENSG00000188266	yes	no	no
ENSG00000187091	yes	no	no
ENSG00000168010	yes	no	no
ENSG00000196502	yes	no	no
ENSG00000153094	yes	no	no
ENSG00000163110	yes	no	yes
ENSG00000173218	yes	no	no
ENSG00000130150	yes	no	no
ENSG00000165072	yes	no	no
ENSG00000095209	yes	no	no
ENSG00000007944	yes	no	no
ENSG00000243749	yes	no	no
ENSG00000088280	yes	no	no
ENSG00000061273	yes	no	no
ENSG00000182389	yes	no	no
ENSG00000123684	yes	no	no
ENSG00000156453	yes	no	no
ENSG00000213949	yes	no	no
ENSG00000154310	yes	no	no
ENSG00000183798	yes	no	no
ENSG00000198842	yes	no	no
ENSG00000198478	yes	no	no
ENSG00000184277	yes	no	no
ENSG00000143079	yes	no	no
ENSG00000151914	yes	no	no
ENSG00000138646	yes	no	no
ENSG00000140451	yes	no	no
ENSG00000134595	yes	no	no
ENSG00000118495	yes	no	no
ENSG00000123700	yes	no	no
ENSG00000176834	yes	no	no
ENSG00000005882	yes	no	no
ENSG00000104643	yes	no	no
ENSG00000115641	yes	no	no
ENSG00000160326	yes	no	no
ENSG00000170425	yes	no	no
ENSG00000072657	yes	no	no
ENSG00000144802	yes	no	no
ENSG00000070404	yes	no	no
ENSG00000112312	yes	no	no
ENSG00000173581	yes	no	no
ENSG00000108830	yes	no	no
ENSG00000166262	yes	no	yes
ENSG00000185386	yes	no	no
ENSG00000099203	yes	no	no
ENSG00000112182	yes	no	no
ENSG00000130758	yes	no	no
ENSG00000156515	yes	no	no
ENSG00000166105	yes	no	no
ENSG00000153551	yes	no	no
ENSG00000174607	yes	no	no
ENSG00000163288	yes	no	no
ENSG00000150281	yes	no	no
ENSG00000103202	yes	no	no
ENSG00000196867	yes	no	no
ENSG00000138794	yes	no	yes
ENSG00000175895	yes	no	no
ENSG00000184221	yes	no	no
ENSG00000121057	yes	no	no
ENSG00000092850	yes	no	no
ENSG00000174469	yes	no	no
ENSG00000068781	yes	no	no
ENSG00000130559	yes	no	no
ENSG00000140280	yes	no	no
ENSG00000117151	yes	no	no
ENSG00000206538	yes	no	no
ENSG00000205363	yes	no	no
ENSG00000156381	yes	no	no
ENSG00000118939	yes	no	no
ENSG00000165863	yes	no	no
ENSG00000006282	yes	no	no
ENSG00000196352	yes	no	no
ENSG00000164494	yes	no	no
ENSG00000111181	yes	no	no
ENSG00000197409	yes	no	no
ENSG00000135047	yes	no	no
ENSG00000075651	yes	no	no
ENSG00000155961	yes	no	no
ENSG00000015532	yes	no	no
ENSG00000161800	yes	no	no
ENSG00000116774	yes	no	no
ENSG00000077498	yes	no	no
ENSG00000198189	yes	no	no
ENSG00000101574	yes	no	no
ENSG00000204536	yes	no	no
ENSG00000213366	yes	no	no
ENSG00000139323	yes	no	no
ENSG00000164659	yes	no	no
ENSG00000072041	yes	no	no
ENSG00000155393	yes	no	no
ENSG00000074964	yes	yes	no
ENSG00000101255	yes	no	no
ENSG00000213064	yes	no	no
ENSG00000137812	yes	yes	yes
ENSG00000087116	yes	no	no
ENSG00000066855	yes	no	no
ENSG00000244694	yes	no	no
ENSG00000184005	yes	no	no
ENSG00000267909	yes	no	no
ENSG00000196747	yes	no	no
ENSG00000261308	yes	no	no
ENSG00000111674	yes	no	no
ENSG00000144191	yes	no	no
ENSG00000165443	yes	no	no
ENSG00000132938	yes	no	no
ENSG00000146802	yes	no	no
ENSG00000128965	yes	no	no
ENSG00000117598	yes	no	no
ENSG00000153237	yes	no	no
ENSG00000133131	yes	no	no
ENSG00000118596	yes	no	no
ENSG00000130224	yes	no	no
ENSG00000118160	yes	no	no
ENSG00000088367	yes	no	no
ENSG00000243646	yes	no	no
ENSG00000115361	yes	no	no
ENSG00000135074	yes	no	no
ENSG00000163072	yes	no	no
ENSG00000125430	yes	no	no
ENSG00000083937	yes	no	no
ENSG00000084070	yes	no	no
ENSG00000157219	yes	no	no
ENSG00000103657	yes	no	no
ENSG00000148426	yes	no	no
ENSG00000135597	yes	no	no
ENSG00000162989	yes	no	no
ENSG00000137507	yes	no	no
ENSG00000173517	yes	no	no
ENSG00000167693	yes	no	no
ENSG00000228716	yes	no	no
ENSG00000258659	yes	no	no
ENSG00000138449	yes	no	no
ENSG00000077585	yes	no	no
ENSG00000168874	yes	no	no
ENSG00000080166	yes	no	no
ENSG00000179583	yes	no	no
ENSG00000106823	yes	no	no
ENSG00000160563	yes	no	no
ENSG00000164889	yes	no	no
ENSG00000170231	yes	no	no
ENSG00000168394	yes	no	no
ENSG00000177105	yes	no	no
ENSG00000266714	yes	no	no
ENSG00000173626	yes	no	no
ENSG00000165300	yes	no	no
ENSG00000187867	yes	no	no
ENSG00000176884	yes	no	no
ENSG00000187416	yes	no	no
ENSG00000267041	yes	no	no
ENSG00000128346	yes	no	no
ENSG00000112419	yes	no	no
ENSG00000286106	yes	no	no
ENSG00000161513	yes	no	no
ENSG00000075188	yes	no	no
ENSG00000213023	yes	no	no
ENSG00000166313	yes	no	no
ENSG00000144061	yes	no	no
ENSG00000128335	yes	no	no
ENSG00000126790	yes	no	no
ENSG00000135069	yes	no	no
ENSG00000113594	yes	yes	no
ENSG00000156973	yes	no	yes
ENSG00000076321	yes	no	no
ENSG00000128266	yes	no	no
ENSG00000157833	yes	no	no
ENSG00000147257	yes	no	no
ENSG00000103326	yes	no	no
ENSG00000168280	yes	yes	yes
ENSG00000189409	yes	no	no
ENSG00000076864	yes	no	no
ENSG00000173852	yes	no	no
ENSG00000125895	yes	no	no
ENSG00000285000	yes	no	no
ENSG00000151498	yes	no	no
ENSG00000213694	yes	no	no
ENSG00000067182	yes	no	no
ENSG00000113580	yes	no	no
ENSG00000132561	yes	no	no
ENSG00000077157	yes	no	no
ENSG00000141582	yes	no	no
ENSG00000156299	yes	no	no
ENSG00000112309	yes	no	no
ENSG00000234745	yes	no	no
ENSG00000163285	yes	no	no
ENSG00000095637	yes	no	no
ENSG00000131730	yes	no	no
ENSG00000259417	yes	no	no
ENSG00000124785	yes	no	no
ENSG00000177606	yes	no	no
ENSG00000133121	yes	no	no
ENSG00000109099	yes	no	yes
ENSG00000143473	yes	no	no
ENSG00000267060	yes	no	no
ENSG00000120889	yes	no	no
ENSG00000167565	yes	no	no
ENSG00000128311	yes	no	no
ENSG00000126603	yes	no	no
ENSG00000124067	yes	no	no
ENSG00000144395	yes	no	no
ENSG00000160145	yes	no	no
ENSG00000142541	yes	no	no
ENSG00000165259	yes	no	no
ENSG00000168952	yes	no	no
ENSG00000183723	yes	no	no
ENSG00000164116	yes	no	no
ENSG00000135899	yes	no	no
ENSG00000156675	yes	no	no
ENSG00000106078	yes	no	no
ENSG00000163644	yes	no	no
ENSG00000187773	yes	no	no
ENSG00000100285	yes	no	no
ENSG00000133878	yes	no	no
ENSG00000101542	yes	no	no
ENSG00000157483	yes	no	no
ENSG00000168778	yes	no	no
ENSG00000143891	yes	no	no
ENSG00000101224	yes	no	no
ENSG00000118271	yes	no	no
ENSG00000183615	yes	no	no
ENSG00000214944	yes	no	no
ENSG00000129993	yes	no	no
ENSG00000148680	yes	no	no
ENSG00000114790	yes	no	no
ENSG00000198597	yes	no	no
ENSG00000188766	yes	no	no
ENSG00000076067	yes	no	no
ENSG00000116641	yes	no	no
ENSG00000197238	yes	no	no
ENSG00000113494	yes	no	no
ENSG00000136052	yes	no	no
ENSG00000165899	yes	no	no
ENSG00000165757	yes	no	no
ENSG00000269891	yes	no	no
ENSG00000149177	yes	no	no
ENSG00000058404	yes	no	no
ENSG00000164220	yes	no	no
ENSG00000154080	yes	no	no
ENSG00000153234	yes	no	no
ENSG00000113742	yes	no	no
ENSG00000162631	yes	no	no
ENSG00000104147	yes	no	no
ENSG00000161835	yes	no	no
ENSG00000081923	yes	no	no
ENSG00000184731	yes	no	no
ENSG00000106080	yes	no	no
ENSG00000102007	yes	no	no
ENSG00000188643	yes	no	no
ENSG00000189143	yes	no	no
ENSG00000035499	yes	no	no
ENSG00000168502	yes	no	no
ENSG00000135049	yes	no	no
ENSG00000169862	yes	no	no
ENSG00000118473	yes	no	no
ENSG00000102271	yes	no	no
ENSG00000118058	yes	no	no
ENSG00000110723	yes	no	no
ENSG00000179542	yes	no	no
ENSG00000273703	yes	no	no
ENSG00000144406	yes	no	no
ENSG00000155974	yes	no	no
ENSG00000153179	yes	no	no
ENSG00000213853	yes	no	no
ENSG00000198780	yes	no	no
ENSG00000138182	yes	no	no
ENSG00000155714	yes	no	no
ENSG00000188158	yes	no	no
ENSG00000064601	yes	no	no
ENSG00000149050	yes	no	no
ENSG00000170525	yes	no	no
ENSG00000184702	yes	no	no
ENSG00000051341	yes	no	no
ENSG00000141401	yes	no	no
ENSG00000132854	yes	no	no
ENSG00000102755	yes	no	no
ENSG00000257315	yes	no	no
ENSG00000111801	yes	no	no
ENSG00000145708	yes	no	no
ENSG00000172244	yes	yes	no
ENSG00000148090	yes	no	no
ENSG00000109339	yes	no	no
ENSG00000181274	yes	no	no
ENSG00000137177	yes	no	no
ENSG00000170624	yes	no	no
ENSG00000164188	yes	no	no
ENSG00000161992	yes	no	no
ENSG00000146006	yes	no	no
ENSG00000159792	yes	no	no
ENSG00000165675	yes	no	no
ENSG00000130055	yes	no	no
ENSG00000172260	yes	no	no
ENSG00000178695	yes	no	no
ENSG00000123360	yes	no	no
ENSG00000145506	yes	no	no
ENSG00000134352	yes	no	no
ENSG00000123689	yes	no	no
ENSG00000140988	yes	no	no
ENSG00000273983	yes	no	no
ENSG00000187164	yes	no	no
ENSG00000131187	yes	no	no
ENSG00000110013	yes	no	no
ENSG00000250120	yes	no	no
ENSG00000162814	yes	no	no
ENSG00000131732	yes	no	no
ENSG00000149926	yes	no	no
ENSG00000188042	yes	no	no
ENSG00000146233	yes	no	no
ENSG00000164307	yes	no	no
ENSG00000287542	yes	no	no
ENSG00000151388	yes	no	no
ENSG00000185112	yes	no	no
ENSG00000160447	yes	no	no
ENSG00000168916	yes	no	no
ENSG00000261236	yes	no	no
ENSG00000170190	yes	no	no
ENSG00000232653	yes	no	no
ENSG00000168412	yes	no	no
ENSG00000009724	yes	no	no
ENSG00000160446	yes	no	no
ENSG00000149451	yes	no	no
ENSG00000107771	yes	no	no
ENSG00000112033	yes	no	no
ENSG00000196628	yes	no	no
ENSG00000119866	yes	no	no
ENSG00000004975	yes	no	no
ENSG00000173588	yes	no	no
ENSG00000198720	yes	no	no
ENSG00000100625	yes	no	no
ENSG00000264343	yes	no	no
ENSG00000146411	yes	no	no
ENSG00000131171	yes	no	no
ENSG00000049192	yes	no	no
ENSG00000059145	yes	no	no
ENSG00000175264	yes	no	no
ENSG00000180878	yes	no	no
ENSG00000253117	yes	no	no
ENSG00000135951	yes	no	no
ENSG00000174145	yes	no	no
ENSG00000049541	yes	no	no
ENSG00000092820	yes	no	no
ENSG00000092853	yes	no	yes
ENSG00000109062	yes	no	no
ENSG00000102904	yes	no	no
ENSG00000091181	yes	no	no
ENSG00000108389	yes	no	no
ENSG00000117228	yes	no	no
ENSG00000147592	yes	no	no
ENSG00000138115	yes	no	no
ENSG00000167136	yes	no	no
ENSG00000153048	yes	no	no
ENSG00000106397	yes	no	no
ENSG00000168589	yes	no	no
ENSG00000205089	yes	no	no
ENSG00000116874	yes	no	no
ENSG00000138587	yes	no	no
ENSG00000159082	yes	no	no
ENSG00000066923	yes	no	no
ENSG00000181163	yes	no	no
ENSG00000204175	yes	no	no
ENSG00000075618	yes	no	no
ENSG00000143819	yes	no	no
ENSG00000139292	yes	no	no
ENSG00000157168	yes	no	no
ENSG00000204086	yes	no	no
ENSG00000255690	yes	no	no
ENSG00000213088	yes	no	no
ENSG00000171940	yes	no	no
ENSG00000067798	yes	no	no
ENSG00000248643	yes	no	no
ENSG00000164318	yes	no	no
ENSG00000188878	yes	no	no
ENSG00000120162	yes	no	no
ENSG00000144040	yes	no	no
ENSG00000184113	yes	no	no
ENSG00000265681	yes	no	no
ENSG00000123104	yes	no	no
ENSG00000188811	yes	no	no
ENSG00000156232	yes	no	no
ENSG00000185305	yes	no	no
ENSG00000164176	yes	no	no
ENSG00000149596	yes	no	no
ENSG00000169083	yes	no	no
ENSG00000189157	yes	no	no
ENSG00000142609	yes	no	no
ENSG00000160013	yes	no	no
ENSG00000004846	yes	no	no
ENSG00000136840	yes	no	no
ENSG00000163331	yes	no	no
ENSG00000123560	yes	no	no
ENSG00000134317	yes	no	yes
ENSG00000166377	yes	no	no
ENSG00000028137	yes	no	no
ENSG00000105707	yes	no	no
ENSG00000152939	yes	no	no
ENSG00000138376	yes	no	no
ENSG00000272921	yes	no	no
ENSG00000078804	yes	no	no
ENSG00000113396	yes	no	no
ENSG00000109610	yes	no	no
ENSG00000068366	yes	no	no
ENSG00000140839	yes	no	no
ENSG00000086717	yes	no	no
ENSG00000151067	yes	no	no
ENSG00000164603	yes	no	no
ENSG00000177181	yes	no	yes
ENSG00000197748	yes	no	no
ENSG00000174804	yes	no	no
ENSG00000244509	yes	no	no
ENSG00000116729	yes	no	no
ENSG00000167536	yes	no	no
ENSG00000110427	yes	no	no
ENSG00000164651	yes	no	no
ENSG00000136824	yes	no	no
ENSG00000197467	yes	no	no
ENSG00000163513	no	yes	no
ENSG00000005243	no	yes	no
ENSG00000143450	no	yes	no
ENSG00000129173	no	yes	no
ENSG00000105289	no	yes	no
ENSG00000114686	no	yes	no
ENSG00000007001	no	yes	no
ENSG00000253457	no	yes	no
ENSG00000148498	no	yes	yes
ENSG00000109654	no	yes	no
ENSG00000230989	no	yes	no
ENSG00000078401	no	no	yes
ENSG00000130775	no	no	yes
ENSG00000083067	no	no	yes
ENSG00000168309	no	no	yes
ENSG00000128271	no	no	yes
ENSG00000012048	no	no	yes
ENSG00000140525	no	no	yes
