variants_overlapped.counts_per_read	variants_overlapped.Freq	sample	sample_clean	Freq_percentage
43	43	H9-CRX_ROs_D45_variants_per_read	H9-CRX_ROs_D45	8.400760835418545e-4
44	32	H9-CRX_ROs_D45_variants_per_read	H9-CRX_ROs_D45	6.251728993799848e-4
45	43	H9-CRX_ROs_D45_variants_per_read	H9-CRX_ROs_D45	8.400760835418545e-4
46	21	H9-CRX_ROs_D45_variants_per_read	H9-CRX_ROs_D45	4.1026971521811504e-4
47	19	H9-CRX_ROs_D45_variants_per_read	H9-CRX_ROs_D45	3.71196409006866e-4
48	15	H9-CRX_ROs_D45_variants_per_read	H9-CRX_ROs_D45	2.9304979658436784e-4
49	19	H9-CRX_ROs_D45_variants_per_read	H9-CRX_ROs_D45	3.71196409006866e-4
50	22	H9-CRX_ROs_D45_variants_per_read	H9-CRX_ROs_D45	4.2980636832373953e-4
51	12	H9-CRX_ROs_D45_variants_per_read	H9-CRX_ROs_D45	2.344398372674943e-4
52	8	H9-CRX_ROs_D45_variants_per_read	H9-CRX_ROs_D45	1.562932248449962e-4
53	11	H9-CRX_ROs_D45_variants_per_read	H9-CRX_ROs_D45	2.1490318416186977e-4
54	8	H9-CRX_ROs_D45_variants_per_read	H9-CRX_ROs_D45	1.562932248449962e-4
55	6	H9-CRX_ROs_D45_variants_per_read	H9-CRX_ROs_D45	1.1721991863374715e-4
56	4	H9-CRX_ROs_D45_variants_per_read	H9-CRX_ROs_D45	7.81466124224981e-5
57	1	H9-CRX_ROs_D45_variants_per_read	H9-CRX_ROs_D45	1.9536653105624524e-5
58	7	H9-CRX_ROs_D45_variants_per_read	H9-CRX_ROs_D45	1.3675657173937167e-4
59	5	H9-CRX_ROs_D45_variants_per_read	H9-CRX_ROs_D45	9.768326552812262e-5
60	4	H9-CRX_ROs_D45_variants_per_read	H9-CRX_ROs_D45	7.81466124224981e-5
61	2	H9-CRX_ROs_D45_variants_per_read	H9-CRX_ROs_D45	3.907330621124905e-5
62	3	H9-CRX_ROs_D45_variants_per_read	H9-CRX_ROs_D45	5.860995931687357e-5
63	1	H9-CRX_ROs_D45_variants_per_read	H9-CRX_ROs_D45	1.9536653105624524e-5
64	3	H9-CRX_ROs_D45_variants_per_read	H9-CRX_ROs_D45	5.860995931687357e-5
65	2	H9-CRX_ROs_D45_variants_per_read	H9-CRX_ROs_D45	3.907330621124905e-5
66	4	H9-CRX_ROs_D45_variants_per_read	H9-CRX_ROs_D45	7.81466124224981e-5
68	2	H9-CRX_ROs_D45_variants_per_read	H9-CRX_ROs_D45	3.907330621124905e-5
69	2	H9-CRX_ROs_D45_variants_per_read	H9-CRX_ROs_D45	3.907330621124905e-5
70	1	H9-CRX_ROs_D45_variants_per_read	H9-CRX_ROs_D45	1.9536653105624524e-5
71	2	H9-CRX_ROs_D45_variants_per_read	H9-CRX_ROs_D45	3.907330621124905e-5
72	3	H9-CRX_ROs_D45_variants_per_read	H9-CRX_ROs_D45	5.860995931687357e-5
73	3	H9-CRX_ROs_D45_variants_per_read	H9-CRX_ROs_D45	5.860995931687357e-5
74	3	H9-CRX_ROs_D45_variants_per_read	H9-CRX_ROs_D45	5.860995931687357e-5
75	1	H9-CRX_ROs_D45_variants_per_read	H9-CRX_ROs_D45	1.9536653105624524e-5
76	3	H9-CRX_ROs_D45_variants_per_read	H9-CRX_ROs_D45	5.860995931687357e-5
77	1	H9-CRX_ROs_D45_variants_per_read	H9-CRX_ROs_D45	1.9536653105624524e-5
79	1	H9-CRX_ROs_D45_variants_per_read	H9-CRX_ROs_D45	1.9536653105624524e-5
80	1	H9-CRX_ROs_D45_variants_per_read	H9-CRX_ROs_D45	1.9536653105624524e-5
82	2	H9-CRX_ROs_D45_variants_per_read	H9-CRX_ROs_D45	3.907330621124905e-5
91	1	H9-CRX_ROs_D45_variants_per_read	H9-CRX_ROs_D45	1.9536653105624524e-5
112	1	H9-CRX_ROs_D45_variants_per_read	H9-CRX_ROs_D45	1.9536653105624524e-5
1	1812305	H9-FT_1_variants_per_read	H9-FT_1	44.80695211704415
2	856278	H9-FT_1_variants_per_read	H9-FT_1	21.17039203935228
3	468698	H9-FT_1_variants_per_read	H9-FT_1	11.587966067165492
4	295165	H9-FT_1_variants_per_read	H9-FT_1	7.297581820735107
5	184236	H9-FT_1_variants_per_read	H9-FT_1	4.555002403147233
6	122057	H9-FT_1_variants_per_read	H9-FT_1	3.017705162514068
7	83154	H9-FT_1_variants_per_read	H9-FT_1	2.055877623435729
8	56170	H9-FT_1_variants_per_read	H9-FT_1	1.3887323052214553
9	40101	H9-FT_1_variants_per_read	H9-FT_1	0.9914465759602205
10	28570	H9-FT_1_variants_per_read	H9-FT_1	0.7063571650378668
11	22071	H9-FT_1_variants_per_read	H9-FT_1	0.5456775985142023
12	16114	H9-FT_1_variants_per_read	H9-FT_1	0.3983982974245777
13	11986	H9-FT_1_variants_per_read	H9-FT_1	0.2963387112405976
14	9696	H9-FT_1_variants_per_read	H9-FT_1	0.23972135359493024
15	7536	H9-FT_1_variants_per_read	H9-FT_1	0.18631808175447548
16	5823	H9-FT_1_variants_per_read	H9-FT_1	0.1439663203365593
17	4381	H9-FT_1_variants_per_read	H9-FT_1	0.10831469163566311
18	3466	H9-FT_1_variants_per_read	H9-FT_1	0.08569247231435935
19	2840	H9-FT_1_variants_per_read	H9-FT_1	0.07021541297541273
20	2372	H9-FT_1_variants_per_read	H9-FT_1	0.05864470407664754
21	1795	H9-FT_1_variants_per_read	H9-FT_1	0.04437910784889643
22	1654	H9-FT_1_variants_per_read	H9-FT_1	0.04089306093708897
23	1275	H9-FT_1_variants_per_read	H9-FT_1	0.03152276462804621
24	1041	H9-FT_1_variants_per_read	H9-FT_1	0.025737410178663614
25	838	H9-FT_1_variants_per_read	H9-FT_1	0.020718491575139393
26	708	H9-FT_1_variants_per_read	H9-FT_1	0.017504405769926835
27	563	H9-FT_1_variants_per_read	H9-FT_1	0.01391946391026668
28	455	H9-FT_1_variants_per_read	H9-FT_1	0.011249300318243944
29	475	H9-FT_1_variants_per_read	H9-FT_1	0.011743775057507412
30	365	H9-FT_1_variants_per_read	H9-FT_1	0.009024163991558327
31	341	H9-FT_1_variants_per_read	H9-FT_1	0.008430794304442164
32	292	H9-FT_1_variants_per_read	H9-FT_1	0.0072193311932466624
33	250	H9-FT_1_variants_per_read	H9-FT_1	0.006180934240793375
34	173	H9-FT_1_variants_per_read	H9-FT_1	0.004277206494629015
35	183	H9-FT_1_variants_per_read	H9-FT_1	0.00452444386426075
36	138	H9-FT_1_variants_per_read	H9-FT_1	0.003411875700917943
37	113	H9-FT_1_variants_per_read	H9-FT_1	0.0027937822768386057
38	122	H9-FT_1_variants_per_read	H9-FT_1	0.003016295909507167
39	79	H9-FT_1_variants_per_read	H9-FT_1	0.001953175220090706
40	99	H9-FT_1_variants_per_read	H9-FT_1	0.0024476499593541765
41	84	H9-FT_1_variants_per_read	H9-FT_1	0.002076793904906574
42	59	H9-FT_1_variants_per_read	H9-FT_1	0.0014587004808272364
43	74	H9-FT_1_variants_per_read	H9-FT_1	0.0018295565352748388
44	60	H9-FT_1_variants_per_read	H9-FT_1	0.00148342421779041
45	51	H9-FT_1_variants_per_read	H9-FT_1	0.0012609105851218484
46	38	H9-FT_1_variants_per_read	H9-FT_1	9.39502004600593e-4
47	51	H9-FT_1_variants_per_read	H9-FT_1	0.0012609105851218484
48	36	H9-FT_1_variants_per_read	H9-FT_1	8.90054530674246e-4
49	29	H9-FT_1_variants_per_read	H9-FT_1	7.169883719320314e-4
50	27	H9-FT_1_variants_per_read	H9-FT_1	6.675408980056845e-4
51	18	H9-FT_1_variants_per_read	H9-FT_1	4.45027265337123e-4
52	15	H9-FT_1_variants_per_read	H9-FT_1	3.708560544476025e-4
53	22	H9-FT_1_variants_per_read	H9-FT_1	5.43922213189817e-4
54	11	H9-FT_1_variants_per_read	H9-FT_1	2.719611065949085e-4
55	16	H9-FT_1_variants_per_read	H9-FT_1	3.9557979141077596e-4
56	13	H9-FT_1_variants_per_read	H9-FT_1	3.214085805212555e-4
57	11	H9-FT_1_variants_per_read	H9-FT_1	2.719611065949085e-4
58	17	H9-FT_1_variants_per_read	H9-FT_1	4.203035283739495e-4
59	6	H9-FT_1_variants_per_read	H9-FT_1	1.48342421779041e-4
60	4	H9-FT_1_variants_per_read	H9-FT_1	9.889494785269399e-5
61	5	H9-FT_1_variants_per_read	H9-FT_1	1.236186848158675e-4
62	3	H9-FT_1_variants_per_read	H9-FT_1	7.41712108895205e-5
63	9	H9-FT_1_variants_per_read	H9-FT_1	2.225136326685615e-4
64	5	H9-FT_1_variants_per_read	H9-FT_1	1.236186848158675e-4
65	5	H9-FT_1_variants_per_read	H9-FT_1	1.236186848158675e-4
66	4	H9-FT_1_variants_per_read	H9-FT_1	9.889494785269399e-5
67	7	H9-FT_1_variants_per_read	H9-FT_1	1.730661587422145e-4
68	2	H9-FT_1_variants_per_read	H9-FT_1	4.9447473926346995e-5
69	2	H9-FT_1_variants_per_read	H9-FT_1	4.9447473926346995e-5
70	5	H9-FT_1_variants_per_read	H9-FT_1	1.236186848158675e-4
71	3	H9-FT_1_variants_per_read	H9-FT_1	7.41712108895205e-5
72	1	H9-FT_1_variants_per_read	H9-FT_1	2.4723736963173497e-5
74	3	H9-FT_1_variants_per_read	H9-FT_1	7.41712108895205e-5
75	1	H9-FT_1_variants_per_read	H9-FT_1	2.4723736963173497e-5
76	6	H9-FT_1_variants_per_read	H9-FT_1	1.48342421779041e-4
77	1	H9-FT_1_variants_per_read	H9-FT_1	2.4723736963173497e-5
78	2	H9-FT_1_variants_per_read	H9-FT_1	4.9447473926346995e-5
82	1	H9-FT_1_variants_per_read	H9-FT_1	2.4723736963173497e-5
83	1	H9-FT_1_variants_per_read	H9-FT_1	2.4723736963173497e-5
84	2	H9-FT_1_variants_per_read	H9-FT_1	4.9447473926346995e-5
87	2	H9-FT_1_variants_per_read	H9-FT_1	4.9447473926346995e-5
88	1	H9-FT_1_variants_per_read	H9-FT_1	2.4723736963173497e-5
91	1	H9-FT_1_variants_per_read	H9-FT_1	2.4723736963173497e-5
94	2	H9-FT_1_variants_per_read	H9-FT_1	4.9447473926346995e-5
110	1	H9-FT_1_variants_per_read	H9-FT_1	2.4723736963173497e-5
118	1	H9-FT_1_variants_per_read	H9-FT_1	2.4723736963173497e-5
1	1699885	H9-FT_2_variants_per_read	H9-FT_2	45.42035642963296
2	788235	H9-FT_2_variants_per_read	H9-FT_2	21.061374534343052
3	421786	H9-FT_2_variants_per_read	H9-FT_2	11.269980296919597
4	264657	H9-FT_2_variants_per_read	H9-FT_2	7.0715461761221325
5	164754	H9-FT_2_variants_per_read	H9-FT_2	4.402171560551301
6	108916	H9-FT_2_variants_per_read	H9-FT_2	2.910198949275924
7	75725	H9-FT_2_variants_per_read	H9-FT_2	2.023346573817615
8	52420	H9-FT_2_variants_per_read	H9-FT_2	1.4006447989371986
9	37812	H9-FT_2_variants_per_read	H9-FT_2	1.0103239438651919
10	27533	H9-FT_2_variants_per_read	H9-FT_2	0.7356725152449044
11	21292	H9-FT_2_variants_per_read	H9-FT_2	0.5689150907854031
12	15679	H9-FT_2_variants_per_read	H9-FT_2	0.4189376154623491
13	12132	H9-FT_2_variants_per_read	H9-FT_2	0.32416296643849857
14	9708	H9-FT_2_variants_per_read	H9-FT_2	0.2593945003449509
15	7960	H9-FT_2_variants_per_read	H9-FT_2	0.2126885272708909
16	6103	H9-FT_2_variants_per_read	H9-FT_2	0.1630701107957597
17	4674	H9-FT_2_variants_per_read	H9-FT_2	0.12488771061107337
18	3709	H9-FT_2_variants_per_read	H9-FT_2	0.09910323462911236
19	3096	H9-FT_2_variants_per_read	H9-FT_2	0.08272408045611535
20	2761	H9-FT_2_variants_per_read	H9-FT_2	0.07377299293906153
21	2074	H9-FT_2_variants_per_read	H9-FT_2	0.055416583613043684
22	1844	H9-FT_2_variants_per_read	H9-FT_2	0.04927106084014106
23	1421	H9-FT_2_variants_per_read	H9-FT_2	0.03796864287084623
24	1231	H9-FT_2_variants_per_read	H9-FT_2	0.032891906667144054
25	1007	H9-FT_2_variants_per_read	H9-FT_2	0.026906701879621502
26	856	H9-FT_2_variants_per_read	H9-FT_2	0.022872032580889774
27	698	H9-FT_2_variants_per_read	H9-FT_2	0.01865032563254797
28	581	H9-FT_2_variants_per_read	H9-FT_2	0.015524124917636637
29	512	H9-FT_2_variants_per_read	H9-FT_2	0.013680468085765847
30	415	H9-FT_2_variants_per_read	H9-FT_2	0.01108866065545474
31	369	H9-FT_2_variants_per_read	H9-FT_2	0.009859556100874214
32	327	H9-FT_2_variants_per_read	H9-FT_2	0.008737330203213734
33	251	H9-FT_2_variants_per_read	H9-FT_2	0.006706635721732866
34	228	H9-FT_2_variants_per_read	H9-FT_2	0.006092083444442604
35	198	H9-FT_2_variants_per_read	H9-FT_2	0.005290493517542261
36	204	H9-FT_2_variants_per_read	H9-FT_2	0.0054508115029223295
37	159	H9-FT_2_variants_per_read	H9-FT_2	0.004248426612571816
38	158	H9-FT_2_variants_per_read	H9-FT_2	0.004221706948341804
39	127	H9-FT_2_variants_per_read	H9-FT_2	0.0033933973572114503
40	108	H9-FT_2_variants_per_read	H9-FT_2	0.0028857237368412336
41	91	H9-FT_2_variants_per_read	H9-FT_2	0.0024314894449310393
42	95	H9-FT_2_variants_per_read	H9-FT_2	0.002538368101851085
43	71	H9-FT_2_variants_per_read	H9-FT_2	0.001897096160330811
44	73	H9-FT_2_variants_per_read	H9-FT_2	0.0019505354887908337
45	66	H9-FT_2_variants_per_read	H9-FT_2	0.0017634978391807537
46	67	H9-FT_2_variants_per_read	H9-FT_2	0.0017902175034107653
47	45	H9-FT_2_variants_per_read	H9-FT_2	0.0012023848903505137
48	40	H9-FT_2_variants_per_read	H9-FT_2	0.001068786569200457
49	45	H9-FT_2_variants_per_read	H9-FT_2	0.0012023848903505137
50	47	H9-FT_2_variants_per_read	H9-FT_2	0.0012558242188105367
51	41	H9-FT_2_variants_per_read	H9-FT_2	0.0010955062334304683
52	23	H9-FT_2_variants_per_read	H9-FT_2	6.145522772902627e-4
53	24	H9-FT_2_variants_per_read	H9-FT_2	6.412719415202741e-4
54	18	H9-FT_2_variants_per_read	H9-FT_2	4.8095395614020553e-4
55	13	H9-FT_2_variants_per_read	H9-FT_2	3.4735563499014845e-4
56	15	H9-FT_2_variants_per_read	H9-FT_2	4.007949634501713e-4
57	17	H9-FT_2_variants_per_read	H9-FT_2	4.542342919101941e-4
58	15	H9-FT_2_variants_per_read	H9-FT_2	4.007949634501713e-4
59	15	H9-FT_2_variants_per_read	H9-FT_2	4.007949634501713e-4
60	13	H9-FT_2_variants_per_read	H9-FT_2	3.4735563499014845e-4
61	8	H9-FT_2_variants_per_read	H9-FT_2	2.1375731384009136e-4
62	5	H9-FT_2_variants_per_read	H9-FT_2	1.335983211500571e-4
63	12	H9-FT_2_variants_per_read	H9-FT_2	3.2063597076013704e-4
64	13	H9-FT_2_variants_per_read	H9-FT_2	3.4735563499014845e-4
65	3	H9-FT_2_variants_per_read	H9-FT_2	8.015899269003426e-5
66	3	H9-FT_2_variants_per_read	H9-FT_2	8.015899269003426e-5
67	7	H9-FT_2_variants_per_read	H9-FT_2	1.8703764961007995e-4
68	2	H9-FT_2_variants_per_read	H9-FT_2	5.343932846002284e-5
69	2	H9-FT_2_variants_per_read	H9-FT_2	5.343932846002284e-5
70	5	H9-FT_2_variants_per_read	H9-FT_2	1.335983211500571e-4
71	3	H9-FT_2_variants_per_read	H9-FT_2	8.015899269003426e-5
72	4	H9-FT_2_variants_per_read	H9-FT_2	1.0687865692004568e-4
73	7	H9-FT_2_variants_per_read	H9-FT_2	1.8703764961007995e-4
74	7	H9-FT_2_variants_per_read	H9-FT_2	1.8703764961007995e-4
75	3	H9-FT_2_variants_per_read	H9-FT_2	8.015899269003426e-5
76	6	H9-FT_2_variants_per_read	H9-FT_2	1.6031798538006852e-4
77	3	H9-FT_2_variants_per_read	H9-FT_2	8.015899269003426e-5
78	3	H9-FT_2_variants_per_read	H9-FT_2	8.015899269003426e-5
79	2	H9-FT_2_variants_per_read	H9-FT_2	5.343932846002284e-5
82	2	H9-FT_2_variants_per_read	H9-FT_2	5.343932846002284e-5
83	1	H9-FT_2_variants_per_read	H9-FT_2	2.671966423001142e-5
84	5	H9-FT_2_variants_per_read	H9-FT_2	1.335983211500571e-4
85	1	H9-FT_2_variants_per_read	H9-FT_2	2.671966423001142e-5
86	1	H9-FT_2_variants_per_read	H9-FT_2	2.671966423001142e-5
87	1	H9-FT_2_variants_per_read	H9-FT_2	2.671966423001142e-5
89	4	H9-FT_2_variants_per_read	H9-FT_2	1.0687865692004568e-4
92	1	H9-FT_2_variants_per_read	H9-FT_2	2.671966423001142e-5
94	1	H9-FT_2_variants_per_read	H9-FT_2	2.671966423001142e-5
96	1	H9-FT_2_variants_per_read	H9-FT_2	2.671966423001142e-5
102	1	H9-FT_2_variants_per_read	H9-FT_2	2.671966423001142e-5
105	1	H9-FT_2_variants_per_read	H9-FT_2	2.671966423001142e-5
109	1	H9-FT_2_variants_per_read	H9-FT_2	2.671966423001142e-5
115	1	H9-FT_2_variants_per_read	H9-FT_2	2.671966423001142e-5
116	1	H9-FT_2_variants_per_read	H9-FT_2	2.671966423001142e-5
120	1	H9-FT_2_variants_per_read	H9-FT_2	2.671966423001142e-5
124	1	H9-FT_2_variants_per_read	H9-FT_2	2.671966423001142e-5
1	727327	H9-hRGC_1_variants_per_read	H9-hRGC_1	48.543061429754665
2	318767	H9-hRGC_1_variants_per_read	H9-hRGC_1	21.27506068491697
3	168990	H9-hRGC_1_variants_per_read	H9-hRGC_1	11.278684760794306
4	98810	H9-hRGC_1_variants_per_read	H9-hRGC_1	6.594750229090984
5	59170	H9-hRGC_1_variants_per_read	H9-hRGC_1	3.949108096906321
6	37731	H9-hRGC_1_variants_per_read	H9-hRGC_1	2.5182321717825316
7	25197	H9-hRGC_1_variants_per_read	H9-hRGC_1	1.6816913421961899
8	16654	H9-hRGC_1_variants_per_read	H9-hRGC_1	1.1115167525076537
9	11786	H9-hRGC_1_variants_per_read	H9-hRGC_1	0.7866180163957731
10	8239	H9-hRGC_1_variants_per_read	H9-hRGC_1	0.5498851041137599
11	5993	H9-hRGC_1_variants_per_read	H9-hRGC_1	0.3999831810843262
12	4278	H9-hRGC_1_variants_per_read	H9-hRGC_1	0.28552111608188674
13	3250	H9-hRGC_1_variants_per_read	H9-hRGC_1	0.21691061880928753
14	2573	H9-hRGC_1_variants_per_read	H9-hRGC_1	0.1717264683680913
15	1946	H9-hRGC_1_variants_per_read	H9-hRGC_1	0.12987940437011491
16	1505	H9-hRGC_1_variants_per_read	H9-hRGC_1	0.10044630194091621
17	1163	H9-hRGC_1_variants_per_read	H9-hRGC_1	0.07762063066929273
18	886	H9-hRGC_1_variants_per_read	H9-hRGC_1	0.059133171773855
19	729	H9-hRGC_1_variants_per_read	H9-hRGC_1	0.0486547203421448
20	587	H9-hRGC_1_variants_per_read	H9-hRGC_1	0.03917739484340054
21	400	H9-hRGC_1_variants_per_read	H9-hRGC_1	0.02669669154575846
22	371	H9-hRGC_1_variants_per_read	H9-hRGC_1	0.024761181408690977
23	315	H9-hRGC_1_variants_per_read	H9-hRGC_1	0.021023644592284788
24	226	H9-hRGC_1_variants_per_read	H9-hRGC_1	0.015083630723353532
25	191	H9-hRGC_1_variants_per_read	H9-hRGC_1	0.012747670213099667
26	172	H9-hRGC_1_variants_per_read	H9-hRGC_1	0.01147957736467614
27	156	H9-hRGC_1_variants_per_read	H9-hRGC_1	0.0104117097028458
28	107	H9-hRGC_1_variants_per_read	H9-hRGC_1	0.007141364988490388
29	119	H9-hRGC_1_variants_per_read	H9-hRGC_1	0.007942265734863143
30	104	H9-hRGC_1_variants_per_read	H9-hRGC_1	0.0069411398018972
31	75	H9-hRGC_1_variants_per_read	H9-hRGC_1	0.005005629664829711
32	48	H9-hRGC_1_variants_per_read	H9-hRGC_1	0.0032036029854910155
33	54	H9-hRGC_1_variants_per_read	H9-hRGC_1	0.0036040533586773928
34	45	H9-hRGC_1_variants_per_read	H9-hRGC_1	0.003003377798897827
35	44	H9-hRGC_1_variants_per_read	H9-hRGC_1	0.0029366360700334307
36	52	H9-hRGC_1_variants_per_read	H9-hRGC_1	0.0034705699009486
37	27	H9-hRGC_1_variants_per_read	H9-hRGC_1	0.0018020266793386964
38	35	H9-hRGC_1_variants_per_read	H9-hRGC_1	0.0023359605102538654
39	27	H9-hRGC_1_variants_per_read	H9-hRGC_1	0.0018020266793386964
40	20	H9-hRGC_1_variants_per_read	H9-hRGC_1	0.0013348345772879232
41	16	H9-hRGC_1_variants_per_read	H9-hRGC_1	0.0010678676618303385
42	24	H9-hRGC_1_variants_per_read	H9-hRGC_1	0.0016018014927455077
43	7	H9-hRGC_1_variants_per_read	H9-hRGC_1	4.6719210205077306e-4
44	11	H9-hRGC_1_variants_per_read	H9-hRGC_1	7.341590175083577e-4
45	6	H9-hRGC_1_variants_per_read	H9-hRGC_1	4.0045037318637693e-4
46	14	H9-hRGC_1_variants_per_read	H9-hRGC_1	9.343842041015461e-4
47	10	H9-hRGC_1_variants_per_read	H9-hRGC_1	6.674172886439616e-4
48	4	H9-hRGC_1_variants_per_read	H9-hRGC_1	2.669669154575846e-4
49	2	H9-hRGC_1_variants_per_read	H9-hRGC_1	1.334834577287923e-4
50	4	H9-hRGC_1_variants_per_read	H9-hRGC_1	2.669669154575846e-4
51	5	H9-hRGC_1_variants_per_read	H9-hRGC_1	3.337086443219808e-4
52	2	H9-hRGC_1_variants_per_read	H9-hRGC_1	1.334834577287923e-4
53	4	H9-hRGC_1_variants_per_read	H9-hRGC_1	2.669669154575846e-4
54	4	H9-hRGC_1_variants_per_read	H9-hRGC_1	2.669669154575846e-4
55	6	H9-hRGC_1_variants_per_read	H9-hRGC_1	4.0045037318637693e-4
56	5	H9-hRGC_1_variants_per_read	H9-hRGC_1	3.337086443219808e-4
57	1	H9-hRGC_1_variants_per_read	H9-hRGC_1	6.674172886439616e-5
58	3	H9-hRGC_1_variants_per_read	H9-hRGC_1	2.0022518659318847e-4
60	4	H9-hRGC_1_variants_per_read	H9-hRGC_1	2.669669154575846e-4
62	1	H9-hRGC_1_variants_per_read	H9-hRGC_1	6.674172886439616e-5
64	1	H9-hRGC_1_variants_per_read	H9-hRGC_1	6.674172886439616e-5
66	1	H9-hRGC_1_variants_per_read	H9-hRGC_1	6.674172886439616e-5
67	1	H9-hRGC_1_variants_per_read	H9-hRGC_1	6.674172886439616e-5
69	1	H9-hRGC_1_variants_per_read	H9-hRGC_1	6.674172886439616e-5
76	4	H9-hRGC_1_variants_per_read	H9-hRGC_1	2.669669154575846e-4
77	1	H9-hRGC_1_variants_per_read	H9-hRGC_1	6.674172886439616e-5
99	1	H9-hRGC_1_variants_per_read	H9-hRGC_1	6.674172886439616e-5
102	1	H9-hRGC_1_variants_per_read	H9-hRGC_1	6.674172886439616e-5
1	2764326	H9-hRGC_2_variants_per_read	H9-hRGC_2	46.85189513396045
2	1222598	H9-hRGC_2_variants_per_read	H9-hRGC_2	20.72151883930831
3	660828	H9-hRGC_2_variants_per_read	H9-hRGC_2	11.200214503493733
4	405568	H9-hRGC_2_variants_per_read	H9-hRGC_2	6.873874284614069
5	252112	H9-hRGC_2_variants_per_read	H9-hRGC_2	4.272985525590338
6	162589	H9-hRGC_2_variants_per_read	H9-hRGC_2	2.755681774846923
7	113762	H9-hRGC_2_variants_per_read	H9-hRGC_2	1.928124719815828
8	79140	H9-hRGC_2_variants_per_read	H9-hRGC_2	1.3413247861871682
9	55641	H9-hRGC_2_variants_per_read	H9-hRGC_2	0.9430458987647236
10	39856	H9-hRGC_2_variants_per_read	H9-hRGC_2	0.6755097381637071
11	30865	H9-hRGC_2_variants_per_read	H9-hRGC_2	0.5231234461165902
12	22554	H9-hRGC_2_variants_per_read	H9-hRGC_2	0.38226231018025514
13	16999	H9-hRGC_2_variants_per_read	H9-hRGC_2	0.2881119540105594
14	13486	H9-hRGC_2_variants_per_read	H9-hRGC_2	0.2285709636911821
15	10770	H9-hRGC_2_variants_per_read	H9-hRGC_2	0.1825381342840005
16	8771	H9-hRGC_2_variants_per_read	H9-hRGC_2	0.14865756507009922
17	7126	H9-hRGC_2_variants_per_read	H9-hRGC_2	0.12077685653739903
18	5255	H9-hRGC_2_variants_per_read	H9-hRGC_2	0.08906572847376257
19	4600	H9-hRGC_2_variants_per_read	H9-hRGC_2	0.07796429133764182
20	3900	H9-hRGC_2_variants_per_read	H9-hRGC_2	0.06610016004713111
21	2953	H9-hRGC_2_variants_per_read	H9-hRGC_2	0.050049685286968765
22	2421	H9-hRGC_2_variants_per_read	H9-hRGC_2	0.04103294550618062
23	2110	H9-hRGC_2_variants_per_read	H9-hRGC_2	0.03576188146139657
24	1736	H9-hRGC_2_variants_per_read	H9-hRGC_2	0.029423045600466564
25	1399	H9-hRGC_2_variants_per_read	H9-hRGC_2	0.02371131382203498
26	1135	H9-hRGC_2_variants_per_read	H9-hRGC_2	0.019236841449613795
27	1068	H9-hRGC_2_variants_per_read	H9-hRGC_2	0.018101274597522057
28	836	H9-hRGC_2_variants_per_read	H9-hRGC_2	0.014169162512667078
29	791	H9-hRGC_2_variants_per_read	H9-hRGC_2	0.013406468358277104
30	611	H9-hRGC_2_variants_per_read	H9-hRGC_2	0.010355691740717208
31	514	H9-hRGC_2_variants_per_read	H9-hRGC_2	0.00871166211903215
32	472	H9-hRGC_2_variants_per_read	H9-hRGC_2	0.007999814241601509
33	390	H9-hRGC_2_variants_per_read	H9-hRGC_2	0.006610016004713112
34	358	H9-hRGC_2_variants_per_read	H9-hRGC_2	0.006067655717146907
35	300	H9-hRGC_2_variants_per_read	H9-hRGC_2	0.005084627695933162
36	245	H9-hRGC_2_variants_per_read	H9-hRGC_2	0.004152445951678749
37	224	H9-hRGC_2_variants_per_read	H9-hRGC_2	0.003796522012963428
38	185	H9-hRGC_2_variants_per_read	H9-hRGC_2	0.003135520412492117
39	188	H9-hRGC_2_variants_per_read	H9-hRGC_2	0.003186366689451448
40	138	H9-hRGC_2_variants_per_read	H9-hRGC_2	0.0023389287401292544
41	111	H9-hRGC_2_variants_per_read	H9-hRGC_2	0.00188131224749527
42	117	H9-hRGC_2_variants_per_read	H9-hRGC_2	0.0019830048014139335
43	116	H9-hRGC_2_variants_per_read	H9-hRGC_2	0.0019660560424274894
44	105	H9-hRGC_2_variants_per_read	H9-hRGC_2	0.0017796196935766068
45	103	H9-hRGC_2_variants_per_read	H9-hRGC_2	0.001745722175603719
46	79	H9-hRGC_2_variants_per_read	H9-hRGC_2	0.001338951959929066
47	55	H9-hRGC_2_variants_per_read	H9-hRGC_2	9.321817442544131e-4
48	54	H9-hRGC_2_variants_per_read	H9-hRGC_2	9.152329852679692e-4
49	57	H9-hRGC_2_variants_per_read	H9-hRGC_2	9.660792622273008e-4
50	49	H9-hRGC_2_variants_per_read	H9-hRGC_2	8.304891903357499e-4
51	37	H9-hRGC_2_variants_per_read	H9-hRGC_2	6.271040824984233e-4
52	39	H9-hRGC_2_variants_per_read	H9-hRGC_2	6.610016004713111e-4
53	34	H9-hRGC_2_variants_per_read	H9-hRGC_2	5.762578055390916e-4
54	34	H9-hRGC_2_variants_per_read	H9-hRGC_2	5.762578055390916e-4
55	29	H9-hRGC_2_variants_per_read	H9-hRGC_2	4.915140106068723e-4
56	30	H9-hRGC_2_variants_per_read	H9-hRGC_2	5.084627695933163e-4
57	21	H9-hRGC_2_variants_per_read	H9-hRGC_2	3.5592393871532136e-4
58	12	H9-hRGC_2_variants_per_read	H9-hRGC_2	2.033851078373265e-4
