H9.BRN3B_hRO_2_h1	H9.BRN3B_hRO_2_h2	H9.BRN3B.RO_h1	H9.BRN3B.RO_h2	H9.CRX_hRO_2_h1	H9.CRX_hRO_2_h2	H9.CRX_ROs_D45_h1	H9.CRX_ROs_D45_h2	H9.FT_1_h1	H9.FT_1_h2	H9.FT_2_h1	H9.FT_2_h2	H9.hRGC_1_h1	H9.hRGC_1_h2	H9.hRGC_2_h1	H9.hRGC_2_h2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0	0	1	3	0	0	0	0	0	0	1	0	0	0	0	1
0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0
0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
0	0	5	3	0	0	0	1	0	1	0	3	0	0	5	9
12	9	13	14	5	8	13	13	14	10	5	7	7	9	24	28
0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	1	2	0	0	1	0	0	0	1	0	0	0	0	0
0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1	1	2	0	0	0	2	1	0	0	0	0	0	1	0	0
94	71	215	216	89	62	105	90	98	103	87	96	51	40	214	170
51	42	104	105	35	25	56	46	31	52	31	34	16	13	82	61
0	2	7	3	2	0	5	0	5	2	1	0	3	3	8	7
0	0	3	2	1	4	0	1	1	2	4	3	0	0	3	2
129	122	281	268	141	113	131	120	173	157	162	142	66	53	204	177
11	9	18	26	5	8	4	5	10	9	8	7	1	3	19	20
1	0	3	2	1	0	1	1	1	1	0	0	0	0	2	3
4	2	7	10	3	3	2	5	4	2	5	2	1	4	2	2
5	9	10	20	3	3	9	8	13	12	9	3	1	4	5	11
0	3	3	1	1	2	1	0	1	1	2	0	0	1	0	0
0	2	0	0	1	1	0	0	1	1	1	0	0	1	0	0
11	43	73	166	10	39	19	59	16	84	30	86	7	21	24	86
0	0	3	7	1	1	0	2	1	1	2	2	2	3	3	3
0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1
0	1	0	0	0	0	5	3	0	2	1	7	0	0	0	0
0	1	2	0	0	0	0	0	2	0	0	2	0	0	0	0
0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0
0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1	3	19	6	2	1	0	0	0	0	2	2	0	0	0	1
0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
7	7	1	6	2	5	5	8	3	6	2	1	0	0	5	7
0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
40	42	76	60	42	34	58	55	39	44	46	40	10	6	39	28
29	27	45	40	28	27	29	29	32	24	27	27	2	3	26	21
39	34	99	73	41	37	48	45	135	117	79	85	55	27	149	121
0	1	5	4	1	2	0	1	2	3	3	0	0	0	1	0
1	0	1	2	0	1	2	0	0	0	1	0	0	0	2	2
0	0	4	1	0	0	3	3	2	1	3	2	0	1	0	4
0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0
1	2	4	4	1	4	1	0	5	4	5	4	3	2	7	2
2	0	4	2	0	2	1	0	1	0	1	0	0	1	3	3
1	2	4	2	2	3	2	4	5	6	5	7	1	1	2	5
28	20	45	34	25	20	31	27	85	71	42	44	27	13	92	76
4	13	17	14	9	4	8	2	15	19	11	12	2	4	14	18
0	0	1	1	0	0	0	2	1	0	0	1	0	1	0	0
2	1	3	1	0	1	2	0	1	1	1	0	0	0	0	1
2	0	2	0	0	0	2	0	1	1	1	0	0	0	0	0
6	4	13	9	5	1	1	1	6	8	6	1	1	2	6	3
1	1	0	1	0	0	0	0	1	1	0	0	1	0	1	0
0	0	2	4	0	0	0	0	0	1	1	2	0	0	0	1
1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
69	74	142	123	68	65	103	75	40	53	27	44	19	20	76	87
1	7	3	2	3	2	4	1	0	4	1	3	2	4	3	1
6	2	9	7	6	7	12	19	7	7	7	8	1	2	8	7
20	22	36	46	26	24	24	33	33	32	31	41	7	13	42	52
3	2	2	4	1	0	2	4	4	1	1	1	0	1	4	7
3	4	15	13	8	4	28	35	20	23	6	15	0	0	6	8
0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0
0	0	0	0	0	0	0	1	1	0	3	0	1	0	0	0
0	0	0	0	0	0	0	1	1	0	3	0	1	0	0	0
0	1	0	0	1	1	0	3	2	1	1	1	0	0	0	0
2	0	0	3	2	0	3	2	2	1	1	2	0	0	1	0
3	3	6	5	2	1	20	23	13	18	5	12	0	0	3	6
2	1	2	0	1	1	0	0	0	0	2	0	0	0	2	0
61	48	103	123	46	61	55	78	53	70	55	63	11	9	53	55
10	7	11	12	4	6	4	7	9	8	6	5	11	13	55	39
10	7	10	12	4	7	3	7	9	6	7	4	8	11	47	40
0	1	0	0	0	0	0	0	2	1	0	0	1	0	0	0
2	0	1	2	0	1	0	1	0	0	0	0	0	0	3	1
0	0	4	1	0	1	0	1	0	2	1	0	2	0	5	3
0	0	5	1	0	0	0	0	0	0	2	1	0	1	1	1
1	0	4	1	2	0	0	0	2	0	0	1	3	1	5	6
0	0	5	2	0	0	0	0	0	0	0	0	0	0	1	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0	1	2	2	0	0	3	1	4	0	0	1	0	0	1	0
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0	1	3	0	0	0	0	0	2	0	1	1	0	0	3	0
0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0
0	1	5	1	1	1	3	4	7	2	2	1	2	0	1	0
18	13	9	12	21	21	144	122	88	84	69	50	1	1	2	5
5	0	3	2	1	1	5	3	8	0	1	3	0	0	1	0
9	5	6	6	9	10	28	34	15	13	15	11	0	0	3	2
1	0	1	5	1	1	5	6	5	5	2	3	1	0	1	1
8	3	20	8	9	7	9	7	16	9	12	12	2	2	8	9
8	3	22	8	10	8	10	10	17	9	12	14	2	2	9	9
0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
17	26	23	29	11	19	14	11	31	28	31	22	4	4	20	27
10	11	14	13	6	11	4	11	24	25	22	17	15	15	47	54
1	0	0	0	0	1	1	1	0	0	2	1	0	0	2	3
1	0	1	0	1	0	0	1	1	0	1	0	0	0	1	2
4	1	1	5	2	3	9	7	5	3	3	7	1	3	6	4
0	0	1	0	1	2	0	0	0	0	0	0	0	0	1	1
0	5	5	3	2	3	3	4	10	4	5	4	1	0	5	4
1	1	3	2	2	0	0	0	0	0	1	1	1	0	2	1
1	0	1	1	4	0	0	1	0	1	0	1	1	0	2	0
10	15	39	40	16	12	23	15	34	32	28	25	7	11	22	22
4	9	18	21	8	8	14	12	19	14	12	13	2	4	13	9
0	0	2	2	0	0	0	0	0	0	0	0	0	1	1	0
0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1
0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1
17	13	23	19	8	9	19	22	8	12	9	11	0	3	7	8
1	0	3	2	0	0	0	0	0	0	0	0	0	0	1	0
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1	0	2	0	1	1	0	0	0	1
14	15	23	36	11	29	12	15	30	40	20	39	5	14	23	39
5	10	12	4	5	4	5	2	8	8	10	0	3	1	6	6
5	10	12	4	5	4	5	1	8	10	10	0	3	1	6	6
11	8	17	16	6	10	7	8	13	16	14	11	5	7	8	5
53	63	55	69	55	54	131	157	76	54	68	70	14	13	76	85
2	0	4	2	4	5	5	1	2	1	2	6	0	0	0	3
90	105	114	133	87	96	194	225	124	105	99	104	32	20	119	142
0	1	2	4	0	2	3	1	1	0	0	0	0	0	1	1
101	72	116	116	71	77	84	114	73	87	67	84	36	30	92	80
1	0	0	2	3	1	1	0	1	2	3	1	2	0	2	3
1	0	0	2	3	1	1	0	1	0	2	1	1	0	2	3
46	49	96	103	39	59	62	64	67	71	63	52	9	21	51	55
5	4	11	12	2	5	9	6	0	4	7	4	2	2	4	4
7	7	8	10	4	3	8	8	10	15	12	11	2	1	5	5
5	5	5	6	4	2	3	6	8	12	11	9	2	0	2	5
4	4	9	15	2	6	8	11	7	6	3	9	0	2	1	3
0	1	3	3	0	2	1	1	2	1	0	0	1	0	1	1
98	122	149	112	92	96	166	183	98	160	107	142	49	38	177	228
36	46	38	30	34	44	44	50	46	55	30	41	19	12	73	85
3	3	18	4	2	2	7	0	5	3	9	3	6	2	14	0
0	2	5	7	1	1	2	0	2	1	1	2	0	0	2	3
1	1	3	9	0	0	0	1	1	0	1	2	0	1	0	1
0	1	2	3	0	0	0	1	1	0	0	2	0	1	0	1
184	293	224	334	158	230	303	461	128	207	95	139	21	52	167	312
0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
2	2	1	4	1	1	5	0	2	0	1	0	0	0	1	0
1	0	4	1	0	2	0	0	0	1	1	1	0	1	0	3
41	57	101	80	48	47	75	79	58	68	67	62	25	18	73	83
0	0	0	0	0	0	1	0	2	0	2	1	0	0	0	0
0	0	0	0	0	0	1	0	2	0	2	1	0	0	0	0
33	37	65	62	36	26	34	41	91	65	69	65	20	25	94	105
1	0	2	0	0	0	1	0	1	6	1	1	0	0	0	0
1	3	8	7	1	1	7	0	1	2	2	2	0	0	1	2
1	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0
0	1	2	3	0	0	1	0	2	4	1	1	0	0	2	0
46	52	215	233	52	56	75	80	64	47	40	50	27	31	110	111
12	14	41	53	9	10	21	10	21	11	4	13	0	4	26	34
2	2	13	12	3	1	3	1	5	5	1	5	3	5	7	6
39	33	67	66	37	39	35	35	26	24	31	26	4	13	27	41
0	2	2	0	0	0	1	0	0	0	0	0	1	0	1	0
1	6	7	6	1	3	0	1	2	2	0	0	2	1	1	3
24	17	25	30	21	20	14	13	16	13	14	13	2	3	12	22
68	53	94	97	68	70	79	72	97	104	63	61	41	42	143	152
22	30	20	22	31	34	26	30	39	57	33	35	15	36	53	82
10	8	13	12	7	9	10	2	18	31	10	9	13	8	17	23
9	11	5	11	7	4	27	18	22	17	18	15	3	3	34	26
0	0	0	2	1	0	1	0	1	0	0	0	0	0	1	0
3	0	1	0	0	0	2	0	0	0	2	1	0	1	1	3
7	5	11	14	4	6	0	3	2	0	3	2	3	1	10	7
1	1	2	1	0	0	0	1	0	0	0	0	0	0	1	0
1	1	4	5	2	0	0	0	0	0	5	2	1	0	5	1
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0
0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	1
2	0	1	0	0	1	18	14	3	1	1	0	0	0	0	1
7	1	8	6	6	5	134	94	18	4	10	5	0	0	2	6
0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0
0	0	3	0	2	0	26	0	4	0	2	0	0	0	1	0
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
56	59	88	94	43	40	54	65	109	116	81	75	22	25	87	109
3	3	8	7	1	3	1	4	12	11	7	8	2	4	10	3
16	26	22	15	16	27	19	19	15	12	9	14	2	2	11	11
35	33	51	59	28	28	46	64	31	28	17	27	5	12	48	29
36	33	54	54	30	29	51	67	34	31	16	27	5	12	50	31
2	1	1	2	0	0	1	0	1	1	0	1	0	0	5	1
63	61	116	94	58	58	127	106	121	114	88	92	25	23	123	124
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
4	1	1	0	3	0	0	2	4	1	3	0	3	0	4	5
1	0	1	1	0	1	2	0	0	1	0	0	1	1	3	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4	1	4	4	5	2	4	1	2	2	4	7	5	8	16	13
0	1	0	1	0	0	2	1	0	2	1	0	0	1	1	3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	0	2	1	0	0	0	0	0	0	2	1	0	0	0	0
1	0	2	0	1	0	0	0	0	0	1	0	0	1	0	0
0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0
0	0	1	2	0	0	0	0	1	0	0	1	0	0	2	1
2	0	6	4	0	0	0	0	5	3	4	4	1	0	6	4
0	0	2	2	0	0	0	0	0	0	3	2	1	0	0	0
0	0	6	2	0	0	0	0	1	0	0	1	0	0	0	1
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	0	1	1	1	0	0	0	2	0
355	382	570	651	295	383	542	679	285	362	255	307	104	142	613	724
200	174	302	318	158	153	328	412	161	214	153	133	59	79	346	353
0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	1
0	0	4	3	0	0	0	0	0	0	0	0	1	0	0	1
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
20	13	81	103	21	10	11	7	8	11	11	15	0	2	5	14
2	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0
4	3	6	3	7	0	1	0	4	3	3	3	0	0	3	2
7	13	12	20	8	5	4	7	13	7	9	9	3	3	5	9
4	3	6	16	0	13	1	5	2	6	4	4	0	2	2	5
130	195	249	295	123	192	171	181	82	179	80	157	30	48	119	208
4	1	18	16	3	1	4	0	7	6	2	1	4	1	4	6
190	227	334	379	167	243	233	228	121	226	120	192	43	61	180	251
0	0	5	6	2	2	1	0	1	2	2	1	0	2	3	3
1	0	7	4	0	0	0	0	0	1	0	0	0	0	2	1
0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1
0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1
0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1
1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0
0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
232	234	470	557	261	289	174	203	108	112	111	106	18	20	80	65
132	141	292	333	122	162	115	148	51	57	57	52	8	8	31	31
16	14	17	8	18	7	7	4	13	6	10	10	1	1	8	10
2217	3134	1288	1946	1917	3021	2625	4311	2130	2788	1844	2599	363	573	1952	2653
9	10	20	22	8	12	16	13	15	11	7	9	6	0	13	22
0	0	2	0	0	0	1	1	1	0	0	0	0	0	0	0
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	0	4	1	1	1	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0
16	11	18	23	10	14	19	15	45	30	30	40	21	15	71	64
3	3	7	1	5	3	4	5	0	1	0	0	0	0	4	2
0	2	5	1	0	0	1	5	0	0	1	2	0	0	1	3
0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0
0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0
1	1	2	1	2	0	0	0	0	1	1	0	0	0	1	1
51	35	88	71	22	32	37	45	46	48	62	38	21	22	84	90
10	10	14	7	13	5	10	5	31	31	36	15	10	8	36	18
0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0
18	20	18	24	20	22	60	90	28	32	16	17	1	0	1	2
1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1
0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0
34	25	60	44	24	29	30	32	6	5	9	10	16	15	76	65
0	3	6	10	0	3	2	7	0	0	1	0	1	3	4	7
6	9	6	16	9	14	3	8	1	2	2	0	10	8	17	20
1	0	7	7	0	1	0	2	0	0	2	3	0	0	4	2
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	2	0	0	0	0	0	0	0	0	0	4	2
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0	1	4	17	0	0	2	1	0	0	0	2	0	0	1	0
0	0	32	25	1	0	1	1	0	0	1	0	0	0	0	0
0	0	5	6	1	0	0	1	0	0	2	0	0	0	0	0
0	0	9	2	0	0	0	0	1	1	2	1	0	0	1	0
38	35	115	96	45	29	46	43	47	52	51	26	33	18	53	65
2	3	6	8	4	4	0	2	4	6	3	0	2	2	7	2
0	1	2	3	2	0	1	1	2	4	1	3	1	0	3	1
2	1	3	4	3	1	4	3	1	1	2	5	0	1	5	6
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	2	0	1	0	2	3	10	12	4	9	1	4	2	8
0	0	0	1	0	0	2	0	3	2	3	1	0	1	6	0
54	60	73	70	27	27	142	124	231	219	155	169	11	15	75	73
26	27	42	30	9	12	71	57	136	115	78	84	9	7	38	33
76	99	77	118	57	75	57	78	119	114	83	111	17	32	86	137
0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
1	0	5	1	0	0	0	0	2	1	3	0	0	0	1	1
0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1
2	1	14	14	0	0	5	1	3	1	8	4	1	1	3	1
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
5	7	2	2	2	2	0	0	6	2	2	1	0	0	1	1
0	0	2	0	0	0	0	0	1	0	2	0	0	0	0	1
0	0	3	3	0	0	0	0	6	6	11	11	1	1	6	4
17	14	40	55	17	13	15	6	47	47	35	24	5	5	18	18
0	3	3	1	0	0	0	0	3	0	2	0	0	0	1	1
1	0	9	1	2	0	0	0	5	2	4	3	1	0	2	0
2	2	4	6	2	0	5	1	5	0	7	3	0	0	0	0
10	14	19	23	12	12	9	7	15	20	17	17	3	3	8	7
2	3	4	3	4	4	4	1	9	6	1	6	0	0	1	0
0	0	0	2	0	0	0	0	2	0	2	0	0	0	0	0
67	50	134	118	43	49	23	36	18	23	16	28	33	31	102	110
9	8	26	34	13	16	5	4	11	10	5	5	8	6	20	24
19	14	68	59	26	26	7	8	7	4	8	8	21	9	30	30
1	1	7	8	3	2	3	0	3	0	1	2	4	1	10	6
0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0
0	1	1	3	0	0	0	1	2	6	0	0	0	2	2	2
0	0	2	1	1	0	0	1	3	0	1	2	1	0	5	3
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
1	0	3	2	0	0	1	1	1	1	0	1	0	0	0	1
16	57	20	48	22	28	22	39	48	71	37	59	30	50	78	137
2	0	2	1	2	1	1	0	13	1	8	2	7	3	31	1
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	3	2	0	0	0	0	1	4	0	1	1	0	2	2
0	0	3	0	1	0	0	0	1	0	0	0	0	0	0	1
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	1	2	0	0	1	0	0	0	1	0
0	0	1	1	0	1	0	0	1	0	2	0	0	1	0	0
0	0	1	1	0	1	0	0	0	0	0	1	1	0	1	1
6	7	8	11	5	2	6	10	15	20	7	12	6	3	15	6
0	1	5	2	0	0	0	0	1	2	1	1	0	2	3	5
9	9	25	19	2	1	10	5	32	4	24	9	2	1	9	4
0	0	4	1	0	0	0	0	0	1	0	1	0	0	0	0
0	0	0	0	0	2	0	0	0	1	1	3	2	0	0	1
0	1	2	3	1	0	0	0	0	0	0	1	0	0	1	0
0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1
0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	2	0	0	0	0	1	0	0	0	1	0	0	0
0	0	2	2	0	0	0	0	0	1	1	1	0	0	0	1
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
36	15	20	9	24	14	15	5	30	9	23	13	12	2	48	6
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0
23	23	14	13	30	31	77	94	33	38	52	78	10	12	35	46
4	2	3	2	4	4	1	0	4	6	13	13	1	0	2	7
0	0	1	0	1	0	0	1	2	2	2	2	1	0	0	1
0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0
5	1	9	7	3	6	18	6	13	4	7	8	4	1	3	5
2	4	7	6	7	4	4	6	4	6	2	0	0	2	2	0
5	5	3	1	0	1	5	1	4	3	2	2	0	3	1	2
23	20	58	64	15	9	24	28	32	31	17	20	5	5	23	16
2	1	2	3	0	0	1	1	0	1	0	0	0	0	0	1
27	22	66	82	16	20	36	36	32	42	22	24	4	6	14	17
18	8	39	51	11	15	26	23	14	21	14	9	2	2	5	8
19	25	73	76	19	20	12	19	22	30	10	22	6	8	17	13
7	4	16	8	4	4	1	3	2	4	1	4	2	1	4	1
6	2	13	19	3	4	1	0	13	13	10	10	4	5	12	5
243	223	651	638	214	235	236	215	149	174	168	185	67	84	241	257
114	103	225	198	107	113	110	122	51	57	72	73	21	35	103	101
1	0	4	2	2	0	0	0	0	0	0	1	0	0	0	0
0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0	0	5	4	0	0	0	1	0	1	2	1	0	0	1	2
0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0	0	6	1	2	0	0	0	0	0	1	1	0	0	2	1
0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0
0	0	2	1	0	0	1	0	0	0	1	0	0	0	0	0
0	0	0	2	0	0	1	0	0	0	2	2	0	0	0	0
0	0	1	0	0	0	2	1	0	0	1	0	0	0	1	0
0	0	0	0	1	0	0	2	0	0	0	0	1	0	1	0
0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
21	14	47	39	26	13	32	16	93	92	111	89	26	26	134	106
0	0	0	1	2	0	0	0	4	2	6	6	0	2	6	5
1	1	3	2	0	0	3	0	9	4	6	4	2	1	13	10
740	529	1528	977	759	502	878	564	866	538	640	476	243	137	858	672
409	493	757	822	389	464	535	500	538	474	434	438	123	95	595	625
0	0	1	7	0	0	2	0	0	0	0	0	0	0	2	0
0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1
0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
1	1	2	4	0	0	0	1	0	0	2	1	0	3	4	1
4	1	5	3	1	0	0	2	2	2	1	2	3	2	11	9
5	1	13	5	5	3	3	4	5	2	4	5	6	4	14	18
0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0
1	1	3	2	1	2	0	0	3	2	3	5	0	3	6	3
105	90	382	320	93	93	224	231	151	119	98	85	54	59	150	141
6	2	3	7	0	3	3	2	2	2	0	3	1	0	3	4
2	2	5	6	3	3	5	3	5	4	2	2	2	0	0	2
1	1	2	2	0	1	1	2	2	0	2	1	0	0	1	0
3	1	8	6	0	0	2	0	1	1	4	1	0	0	3	1
0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0
0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0
0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0	1	4	0	1	0	0	1	1	0	1	1	0	0	1	3
0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0
3	0	9	4	1	0	2	0	5	1	4	2	1	1	2	2
1	2	5	1	1	1	0	1	1	3	2	0	0	1	1	0
6	10	12	11	5	2	3	3	6	7	6	5	0	0	5	3
89	83	306	360	47	68	302	276	401	387	325	339	18	15	102	88
6	3	19	24	10	5	12	7	38	29	25	37	1	2	24	13
10	2	9	4	9	2	11	6	3	1	11	3	2	1	16	2
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0	0	0	1	1	0	1	2	0	1	1	1	1	0	3	0
0	0	1	2	1	0	1	3	0	0	0	3	0	0	4	0
5	7	23	25	6	6	6	11	4	5	8	5	0	5	8	8
2	10	15	15	4	7	4	3	8	8	6	6	1	0	9	6
1	1	5	2	3	2	0	2	1	1	3	0	0	0	4	4
1	1	3	3	0	5	3	0	3	1	0	0	2	0	2	2
1	3	12	4	7	2	3	3	6	5	5	3	1	3	7	7
0	1	3	4	2	0	0	2	1	1	2	0	0	1	2	1
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0
23	23	28	20	21	24	69	66	76	56	82	59	28	28	99	76
1	0	2	1	1	4	19	11	13	11	7	5	6	0	9	6
4	2	2	2	0	3	9	9	17	10	14	12	6	6	12	10
0	1	3	1	7	1	3	4	13	11	17	2	4	2	10	13
3	3	9	9	4	4	16	11	16	19	15	9	4	7	23	12
21	13	27	27	14	12	24	27	26	20	27	27	6	4	36	30
0	0	0	0	1	0	1	1	1	1	1	4	0	0	2	0
2	1	2	0	0	0	5	2	1	0	1	0	0	0	1	0
0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	2
0	0	1	2	0	0	0	0	1	1	1	0	0	0	2	0
5	8	14	9	0	6	14	12	14	19	13	11	3	3	11	16
1	1	3	3	0	0	4	2	7	7	3	4	1	0	2	7
1	0	7	5	1	2	5	5	0	5	5	2	1	2	1	3
19	19	33	20	26	18	22	20	19	24	22	15	4	4	34	45
21	23	30	43	23	20	29	34	34	49	33	19	7	6	19	31
0	2	3	2	0	0	0	1	2	2	0	0	1	0	1	1
1	1	1	0	0	2	0	1	1	1	1	0	0	0	3	3
102	108	122	107	79	95	81	76	82	108	70	74	31	41	126	139
21	50	24	60	19	52	9	41	18	50	10	15	3	22	30	65
3	9	5	6	5	7	4	8	1	3	3	1	1	0	6	7
2	0	1	3	1	0	0	0	1	2	1	1	0	0	1	1
1	1	1	0	0	1	2	0	0	0	0	1	0	0	0	2
18	14	18	12	18	14	17	6	23	24	22	13	14	8	32	17
13	27	17	9	12	14	6	6	11	1	8	5	3	3	9	13
28	41	30	22	21	26	19	15	17	7	10	12	5	5	12	19
2	1	7	9	1	1	2	3	2	0	2	1	1	1	6	4
1	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
185	175	224	247	114	145	221	228	210	235	184	176	38	27	293	267
7	10	8	17	7	8	6	9	19	18	22	13	5	3	24	20
1	1	1	1	2	2	1	0	1	0	2	2	0	0	1	3
5	10	6	5	10	6	3	1	1	6	1	2	1	1	9	7
0	0	2	0	0	0	0	1	0	0	0	2	2	0	2	3
0	0	3	0	0	1	0	0	0	1	2	1	1	0	4	2
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1	0	18	14	3	5	2	5	3	1	3	5	0	0	2	3
3	2	9	14	6	0	1	3	4	9	4	6	1	1	9	5
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
