isoform_id	EP1.BRN3B.RO	EP1.WT_hRO_2	H9.BRN3B_hRO_2	H9.BRN3B.RO	H9.CRX_hRO_2
ENST00000480683.2	125.9793	16.26816	29.14165	98.87346	22.91113
ENST00000480687.5	178.36184	49.4397	43.15229	133.28549	46.2482
ENST00000480704.2	54.91214	36.06208	66.52079	72.319	46.3488
ENST00000480863.1	23.78504	71.66662	30.52206	103.59664	3.34747
ENST00000480951.1	107.63901	9.98619	19.06775	13.13329	14.10202
ENST00000480995.5	0	0	4.21364	6.21575	0
ENST00000481007.1	1.36437	23.42777	0	0	3.11189
ENST00000481038.5	19.09833	78.66317	21.33392	18.09477	16.84363
ENST00000481070.1	36.37409	3.64944	3.97386	30.88118	6.87334
ENST00000481079.1	78.30197	16.56827	18.39541	32.13514	6
ENST00000481123.1	59.59421	49.47266	40.15691	94.95647	48.41113
ENST00000481132.5	36.94554	4.28899	3	25.12488	1
ENST00000481205.5	66.39979	25.07279	4.65469	17.6779	4.91751
ENST00000481272.6	187.99411	114.8209	119.95636	415.39952	65.99068
ENST00000481376.7	118.31905	0	0	0	0
ENST00000481487.1	2.33809	90.61698	127.47655	44.95301	132.405
ENST00000481601.5	16.68612	7.92487	1.66667	0	3.26375
ENST00000481608.1	9.76237	21.48001	21.63402	16.91909	29.00361
ENST00000481652.1	11.68065	12.73038	9.41375	17.21517	20.30538
ENST00000481690.2	18.20545	3.74496	0	9.9688	4.54042
ENST00000481718.1	15.8487	2.31607	5.33582	38.73525	3.08503
ENST00000481791.1	50.00549	56.86969	0	47.36654	15.74176
ENST00000481869.1	711.40721	387.98845	690.3321	402.3146	590.22105
ENST00000481872.6	2.15114	0	0	2.85924	0
ENST00000481910.1	49.2441	16.54641	26.37234	7	25.34637
ENST00000481922.1	2	0	5	0	0
ENST00000481953.5	6.44809	22.99044	5.68211	12.9714	10.71118
ENST00000481977.5	0	0	0	11.57877	0
ENST00000482015.5	1.06553	6.75692	1.56305	6.09246	2.25215
ENST00000482056.2	1	4.51369	2	14	0
ENST00000482085.2	5.21646	1.08373	0	20.08487	0
ENST00000482181.1	2.10273	1.00932	4.15022	3	3.00797
ENST00000482219.6	11.10757	35.99261	8.04571	56.8759	19.630490000000002
ENST00000482240.5	3.05817	0	1	0	1.05097
ENST00000482325.5	7e-5	12.50296	15.29937	127.13477	3e-5
ENST00000482361.1	5.4293	1.1762	2.24706	2.05012	3.27458
ENST00000482467.1	5.49982	0	9.74198	4.90554	8.38753
ENST00000482512.6	114.0255	31.81144	24.54364	83.56109	15.82422
ENST00000482513.5	11.41421	12.77576	6.3362	16.43454	0
ENST00000482537.1	2.0118	6.92571	0.42292	0.00792	0.27214
ENST00000482554.5	0	0	15.06452	0	0
ENST00000482573.5	43.75734	16.74108	13.48312	42.14507	12.5946
ENST00000482724.1	8.25843	2.30183	19.63982	1.81719	19.23689
ENST00000482855.5	17.24496	2.09408	3.91436	20.17558	3.43211
ENST00000482925.5	12.68272	29.68265	58.85721	13.61772	3.36702
ENST00000482974.1	14.57577	1.35275	5.547	12.59506	8.42983
ENST00000483001.5	6.15283	0	7.90649	6.73589	4.06379
ENST00000483009.1	0	2.58374	0	9.07165	9.77515
ENST00000483092.1	0	0	59.70859	4.84556	0
ENST00000483134.5	4.12889	1.68462	1.48413	47.24308	5.12816
ENST00000483166.5	77.26762	17.03869	33.08342	45.12822	25.57055
ENST00000483185.1	0	4	0	1.03477	0
ENST00000483202.2	36.89737	0	6	32.46282	0
ENST00000483239.6	0	0	0	0	6.50591
ENST00000483296.5	8.08694	2	62.09137	17.911	41.38258
ENST00000483302.6	21.28059	18.84492	16.32654	8.53937	16.15022
ENST00000483328.5	67.12392	18.4008	28.41674	72.86794	42.95597
ENST00000483353.2	5	1	1	2	2
ENST00000483539.3	13.87953	10.80735	2.13371	14.98945	3.28419
ENST00000483635.5	10.51836	30.54297	17.15379	23.70131	15.32686
ENST00000483649.1	1.32459	1.26958	0	1.23757	0
ENST00000483668.5	0	0	0	0	5.50934
ENST00000483700.1	20	0	4	0	1
ENST00000483736.1	22	0	2	24	0
ENST00000483837.1	2.34617	2	1	1.06452	1.11056
ENST00000483916.2	7.21789	1.57031	0	11.61387	0
ENST00000483937.5	36.09831	3.283	40.1471	2.40268	4.28341
ENST00000484073.1	5	0	8	5.27945	8.61436
ENST00000484202.2	53.33496	34.80082	25.22332	36.67676	37.82464
ENST00000484229.1	1	5	0	0	0
ENST00000484252.5	0	7.7101	2.88258	3.18376	0
ENST00000484262.1	2e-5	4.22148	1e-5	25.47021	24.22811
ENST00000484373.5	2.2351	2.12398	1	2	2.18958
ENST00000484394.5	16.02239	0	0	11.38275	1.36732
ENST00000484457.6	111.7542	136.98478	126.1412	206.5839	112.62274
ENST00000484514.1	24.283	3.48613	0	53.3001	7.48867
ENST00000484638.1	0	1e-5	1e-5	1e-5	18.07065
ENST00000484663.5	14.43827	20.63887	7.6375	22.41596	16.12645
ENST00000484667.2	322.78081	48.98363	80.66821	384.69236	50.46196
ENST00000484728.6	10.86877	9.97947	8.71241	1.45885	1.40698
ENST00000484846.1	14.17324	133.3207	102.55738	28.8161	72.93487
ENST00000484939.1	1	1	0	2.22222	0
ENST00000484973.5	82.94071	45.63545	71.51104	79.17008	74.05537
ENST00000484980.5	279.94229	73.41019	47.7736	507.95037	53.0818
ENST00000485012.2	0.68248	0	0	0	1.98316
ENST00000485080.6	132.19165	157.53811	132.38048	132.23763	99.26497
ENST00000485081.5	97.86388	260.31426	335.91487	111.2234	290.34919
ENST00000485104.2	0	0	12.03816	4.25919	0.74422
ENST00000485191.5	4.72209	6.40512	21.03588	66.57319	4.06512
ENST00000485303.6	312.71934	122.0087	136.59225	257.82378	150.97132
ENST00000485390.5	0	2610.59416	474.14442	0	2690.84918
ENST00000485535.5	49.49135	46.23795	126.84075	27.36184	39.50618
ENST00000485616.5	4.93885	0	2.15626	2.12414	0
ENST00000485704.2	14.20214	1.20304	0	2.10229	1.24699
ENST00000485741.6	1.8024	3.36063	2.56533	0	0
ENST00000485750.1	0	33.13724	0	2.09251	0
ENST00000485756.1	21.98578	0	0	16.74173	0
ENST00000485789.5	19.1695	5.07831	14.99999	19.03576	3.32393
ENST00000485816.5	0	2.1094	0.83043	0	0
ENST00000485839.6	44.52268	13.2541	22.34173	40.68886	20.1485
ENST00000485938.4	61.94553	15.60779	37.63474	44.24018	41.00685
ENST00000485973.1	0	0	0	0	0.75114
ENST00000486081.6	0	0.79016	0	0	0.60699
ENST00000486102.5	0	1.84224	0	11.70975	0
ENST00000486172.1	62.63441	37.35352	30.17125	113.32973	74.88639
ENST00000486187.5	11.73982	26.306	21.17647	8.07122	19.51374
ENST00000486211.1	5.29454	1.31241	4.0293	6.27118	2.86553
ENST00000486228.7	3.48247	4.59795	3.27395	3.75198	0
ENST00000486250.5	51.30435	27.29731	16.8	4.66667	12.6
ENST00000486300.1	0	0	0	0	0
ENST00000486442.6	294.44038	28.73452	17.50425	229.39033	31.23628
ENST00000486474.5	10	2	4.30795	5.48698	6.49425
ENST00000486494.1	79.79189	2.8063	10.63949	1.19344	28.04928
ENST00000486506.5	10.72688	7.32425	3	20.32935	2.01791
ENST00000486666.5	110.62752	22.50092	9.92507	68.72242	20.79572
ENST00000486685.3	68	25.50968	25.64874	116.13637	18.27774
ENST00000486730.1	0	0	7.9941	0	6.35946
ENST00000486758.5	90.92954	14.63113	30.99202	115.51168	14.34552
ENST00000486777.7	51.60724	19.70948	17.4177	51.09327	13.06856
ENST00000486811.5	16.5805	119.66882	211.76261	2.02363	2e-5
ENST00000486867.2	1021.29483	241.00587	6e-5	1080.62703	12.19812
ENST00000486886.1	12.65182	22.29346	42.0996	3.42965	40.44976
ENST00000487088.6	0	0	0	10.85926	0
ENST00000487117.1	11.63014	6.57677	7.49861	13.63931	19.17822
ENST00000487120.5	6.80642	0	0	4.74048	0
ENST00000487159.5	423.30152	440.79375	337.25071	459.887	345.1588
ENST00000487174.1	1.52384	2.30373	0	1.90175	0.15869
ENST00000487223.5	71.01223	29.89783	49.03549	66.4515	140.90449
ENST00000487279.6	2.8461	7.20095	2.63859	0	2.91164
ENST00000487280.1	95.73165	0	6.9923	0	0
ENST00000487285.5	0	0	6.65662	5.6397	6.21506
ENST00000487477.1	0	0	1.06694	20	0
ENST00000487635.1	10.13394	7.05395	0	1.20119	4.29944
ENST00000487638.5	50.63253	178.24864	185.10648	56.47128	100.45755
ENST00000487673.5	15.82192	30.09365	8.95583	9.2978	6.08273
ENST00000487682.5	176.49023	6.87223	33.2033	288.53795	13.77056
ENST00000487754.2	43.20279	51.2262	39.14772	85.75374	32.71174
ENST00000487755.1	15.39981	17.95456	4.07801	12.83374	10.1913
ENST00000487805.6	32.05314	17.93531	6.69604	24.2057	4.18264
ENST00000487832.6	744.19298	242.65333	319.51292	798.79661	284.74707
ENST00000487863.5	26.35227	51	67.5458	27.67915	54.4948
ENST00000487977.2	365.84337	1	2	4	0
ENST00000488007.5	8.30997	4.25204	3.21134	0	3.75919
ENST00000488055.1	22.67385	65.41068	11.58918	13.4032	13.86236
ENST00000488065.2	4.33025	4.27418	2.32788	5.56961	4.23047
ENST00000488111.1	6.12307	9.86533	52.10651	8.86098	45.83832
ENST00000488150.1	4.23962	1	3.93726	6.1106	3.16089
ENST00000488166.1	0	13	0	0	0
ENST00000488252.6	5.36835	12.24329	8.79	5.88307	13.09148
ENST00000488263.5	15.63023	4.10965	32.99153	80.18906	0
ENST00000488337.5	21.35982	109.82132	107.52669	38.20731	86.10352
ENST00000488765.1	98.67342	2.05243	67.45987	150.15255	24.96703
ENST00000489016.1	0	1.5	9	0	7.5
ENST00000489064.5	0	13.77852	0	0	0
ENST00000489118.1	60.2311	0	0	0	0
ENST00000489170.5	17.55243	3.68288	3.40301	33.98983	0
ENST00000489173.1	0	6.95797	7.17444	0	4.73904
ENST00000489180.6	40.32101	5.8174	19.24679	1e-5	0
ENST00000489216.5	168.69662	8.24926	69.19716	191.56879	63.75923
ENST00000489261.1	1.08583	0	0	7.4307	35.54252
ENST00000489318.2	1.32562	7.23844	3.30124	35.5135	1.07417
ENST00000489330.6	11.05407	0	0	35.17362	0
ENST00000489419.1	2.67589	2	0	4.23407	0
ENST00000489446.1	27.822	5.78119	6.30944	24.44209	2.87381
ENST00000489562.5	7	2	0	1	0
ENST00000489634.2	25.8092	42.27658	59.06113	29.54151	37.52159
ENST00000489732.2	99.49376	5.84056	13.45284	14.74698	2.4857
ENST00000489822.5	35.44892	45.5989	160.97962	18.77849	150.41563
ENST00000489873.1	14.54449	60.04054	105.32344	32.12667	9.6946
ENST00000489885.1	83.7974	42.69435	31.60583	112.25722	344.40139
ENST00000489915.1	0	1147.96057	1140.6684	17.28433	0
ENST00000489941.6	3.8798	0.72025	0	3.38382	0
ENST00000490029.1	18.3163	15.8509	15.02869	10.47507	16.90275
ENST00000490106.1	139.35979	668.20048	710.12506	433.21158	652.2457
ENST00000490286.5	0	0	0	0	0
ENST00000490321.1	2	19	8	6	10
ENST00000490428.5	0	0	0	47.19692	0
ENST00000490724.6	72.78193	22.37829	19.41329	51.98356	23.15815
ENST00000490734.6	14.26476	14.31369	18.40669	7.26296	13.10395
ENST00000490828.5	1.17753	0	0	1.12992	0
ENST00000490879.9	59.38441	0	1.26202	0	0
ENST00000490903.5	6.07531	4.51504	11.42941	17.64508	22.58547
ENST00000490952.1	4.06282	3.13808	7.07819	0	0
ENST00000490969.5	152.38791	107.82469	57.4911	86.85599	123.18689
ENST00000491142.2	6.00665	20.50627	23.73007	12.2569	11.94316
ENST00000491286.5	1.12089	2.56395	1	1.14706	3.07986
ENST00000491397.1	149.71121	17.80073	17.68929	220.96574	4.85774
ENST00000491399.1	0	0	0	1	1
ENST00000491434.5	12.66744	15.50551	17.94438	8.73986	16.13886
ENST00000491458.1	0	1	0	5	0
ENST00000491469.1	13.12517	11	10.21543	17	12
ENST00000491514.1	0	0	0	6.21492	2
ENST00000491581.5	187.39433	2.13169	6.09389	7.24045	5.36465
ENST00000491602.1	6.73699	11.46591	8.83987	0	36.38087
ENST00000491650.5	190.95786	0	0	0	0
ENST00000491663.5	0	0	0.83043	4.4909	16.87968
ENST00000491753.2	21.84839	10.73921	12.31541	21.51644	7.00247
ENST00000491761.1	4	6	1	15.3614	5.46893
ENST00000491782.1	0	0	0	3.6598	1.21279
ENST00000491814.1	34.64182	7.69874	9.01664	30.7349	8.80031
ENST00000491834.5	8.37987	11.08284	8.86373	24.11992	17.16198
ENST00000491999.5	97.46063	24.85291	32.3144	126.08372	27.70417
ENST00000492013.1	1.52532	0	0	22.13553	1.46336
ENST00000492070.1	5.71352	10.48945	7.49154	3.16413	5.37931
ENST00000492088.3	20.63463	11.76509	1.34595	20.78709	7.18404
ENST00000492118.2	0	0	0	0	0
ENST00000492130.2	28.2162	4.75998	5.03756	13.71349	1e-5
ENST00000492136.1	94.18931	105.03487	92.21938	138.1302	86.43395
ENST00000492192.1	0	102.63234	0	0	72.71581
ENST00000492266.1	0	0	0	18.27066	8.03882
ENST00000492325.5	2.71411	4	3	13.16157	7
ENST00000492369.5	11.36503	0	4.43318	4.31893	0
ENST00000492506.1	1.83608	3.54058	17.7757	10.09297	0
ENST00000492590.6	22.14885	13.17001	13.06595	36.06988	5.06583
ENST00000492612.6	0	0	5.84896	3.68265	6.58056
ENST00000492619.5	5.89824	5.04849	4.46759	12.532	3.3563
ENST00000492741.5	83.5397	114.70983	65.81859	63.59702	92.88217
ENST00000492933.5	10.93647	8.82585	25.06982	23.97117	19.43439
ENST00000492937.1	4	0	15	0	0
ENST00000493181.1	101	23.87596	38.45018	153	30
ENST00000493195.5	76.88177	24.35227	35.29868	146.4327	95.75771
ENST00000493212.1	140.303	19.617	15.12793	62.54054	23.11851
ENST00000493223.1	0	0	0	13	0
ENST00000493227.1	25.71642	72.19656	64.54285	33.62603	55.85482
ENST00000493232.5	4.99386	0	0	5.31712	7.82707
ENST00000493327.1	0	3.80655	0	95.80651	0
ENST00000493339.1	10.32594	1.16955	0	9.34717	3.17827
ENST00000493358.1	0	0	0	0	6
ENST00000493412.1	58.62043	2	0	223.86498	4
ENST00000493523.2	94.4223	32.29052	32.48954	40.76187	21.93144
ENST00000493581.1	7.9436	22.60338	23.85293	8.94029	13.48314
ENST00000493599.1	29.14871	64.44311	29.82286	14.15131	41.54988
ENST00000493615.5	74.8299	10.39512	9.15399	69.94622	12.67098
ENST00000493616.1	7.11447	0	0	4	0
ENST00000493661.2	0	0	0	2	3
ENST00000493831.1	1.24755	1.18114	1	1.11159	0
ENST00000493960.6	206.24523	67.13403	60.58715	173.67513	53.55932
ENST00000493977.2	13.76764	5.11512	0	4.067	1
ENST00000493997.1	35.35068	6.21729	9	70.87905	12.73149
ENST00000494062.2	9.88859	19.42634	25.68391	22.64624	19.48918
ENST00000494066.1	3.41557	0	0	0	0
ENST00000494076.5	2.48917	0	2.66238	4.18605	1.67248
ENST00000494189.1	36.17191	18.81476	13.01671	25.1316	36.00124
ENST00000494380.5	3.19332	3.42275	0	2.95371	2.24929
ENST00000494489.6	1	1.24028	1.32241	1	2.87033
ENST00000494507.2	20.05781	2.27489	7.25717	4.09711	0
ENST00000494517.6	249.38792	19.59685	59.33621	164.71215	80.11981
ENST00000494557.2	38.31569	35.70956	6.09061	5.29656	3.88713
ENST00000494566.5	4.16855	1.21627	5.94861	8.00195	9.41527
ENST00000494572.1	0	1.63421	0.44739	4.29136	1.99196
ENST00000494598.5	7.56095	0	0	11.55574	20.94456
ENST00000494602.5	0	0	10.48729	0	0
ENST00000494613.5	1.2765	0	1.42414	1.18921	0
ENST00000494703.1	0	0	0	0	0
ENST00000494714.5	2.5652	3.63622	0	5.58826	3.49476
ENST00000494725.6	0	0	0	11	0
ENST00000494748.1	34.25113	7.73834	7.05567	10.10715	5.73193
ENST00000494774.5	8.46919	2e-5	65.13	2e-5	31.4902
ENST00000495017.5	8.76024	0	2.836	0	3.09894
ENST00000495175.6	9.66084	7.4874	14.57216	117.6793	6.92499
ENST00000495180.1	1.79765	0	0	0	0
ENST00000495184.5	30.07292	1.80132	7.60442	23.32044	11.22059
ENST00000495242.5	2.38605	1.93356	0	12.90846	0
ENST00000495273.5	19.50418	4.60329	3.94757	11.86403	4.2959
ENST00000495446.1	44.68953	77.63055	19.04966	105.19887	9.76948
ENST00000495510.1	6.81767	1.29127	3.72689	10.66665	9.01701
ENST00000495529.5	1.86093	0	0	1.73633	0
ENST00000495627.2	0	0	9.67056	0	2.16828
ENST00000495708.5	10.09914	0	2.67668	36.01696	9.94645
ENST00000495749.1	7.23719	45.73359	211.61104	18.53464	91.44228
ENST00000495790.1	46.19506	17.31974	31.82852	72.61075	33.46062
ENST00000495820.5	0	0	0	1.12834	0
ENST00000495843.1	51.28047	3.15582	8.40465	36.0338	3.64915
ENST00000495883.1	49.79294	110.33931	8.04369	3.77753	3.46781
ENST00000495966.1	21.42381	12	13.11258	20.11837	7.94735
ENST00000495973.5	7.33956	70.64374	27.19344	14.1779	99.79458
ENST00000496038.1	3.30682	1.26821	3.10044	1.69138	3.45077
ENST00000496167.1	0	0	0	0	26.9546
ENST00000496310.1	0	0	32	0	0
ENST00000496441.5	12.08031	0	13.49364	2.8564	13.30707
ENST00000496498.1	28.29521	25.13868	14.57962	35.56327	7.4924
ENST00000496530.1	11.52145	9.26032	14.83088	0	0
ENST00000496567.5	2.7711	1.57524	2	0	1.01564
ENST00000496616.6	1.53456	0	2.11495	1.35252	1.28645
ENST00000496645.5	5.7215	25.53039	34.5611	163.66107	26.64461
ENST00000496758.1	4.72653	94.34974	50.94114	10.18788	60.25615
ENST00000496770.1	53.49747	8.10029	5.57235	4.42119	16.24314
ENST00000496781.1	1e-5	37.47306	106.73091	0	25.061889999999998
ENST00000496783.1	5.06083	0	1.00934	10.30506	1.01977
ENST00000496839.5	5.23489	0	0	10.92689	0
ENST00000497044.5	110.72641	0	2.79807	25.82086	0
ENST00000497194.6	23.97023	16.43083	18.36571	86.81595	17.15432
ENST00000497275.5	4.47783	0	0	0	0
ENST00000497310.1	79.69809	37.26354	56.67891	188.98584	102.20003
ENST00000497461.5	0	0	5.43558	0.02875	0
ENST00000497534.1	7.03526	0	0	374	0
ENST00000497671.5	29.63208	19.4052	10.47733	31.00389	66.16591
ENST00000497722.2	7.42099	0	6.87733	18.59114	8.20665
ENST00000497827.1	2.11803	1.0375	1.03865	2.10301	0
ENST00000497873.1	7.68804	1.51173	1.50537	138.06459	1.76649
ENST00000498070.5	0	0	8.30237	2.16858	1.11701
ENST00000498078.1	42.79737	86.31488	87.70023	37.0899	74.95459
ENST00000498142.1	0	0	0	10	0
ENST00000498143.5	2.58347	6.78647	0	4.02011	3.63503
ENST00000498146.2	4	0	2.21885	5.19744	1
ENST00000498148.5	3.52217	0	0	2.55969	0
ENST00000498160.6	2e-5	44.27292	1e-5	1e-5	0
ENST00000498166.6	20.71769	1.49364	0	38.19191	0.90653
ENST00000498274.5	56.64126	52.49308	51.1791	68.75559	32.77853
ENST00000498303.5	40.73168	2.80059	25.05119	0	30.27664
ENST00000498318.1	5.17819	1.38497	0	0	2.37699
ENST00000498376.1	15.6147	0	0	17.87035	1.22971
ENST00000498378.5	10.10503	24.47358	11.82358	1e-5	1e-5
ENST00000498406.1	5.43806	76.57131	81.52179	101.13318	99.11656
ENST00000498439.1	30.48089	8.50559	30.76318	14.4652	20.89361
ENST00000498523.1	21.29774	41.1937	26.61691	16.41302	71.76605
ENST00000498600.2	21.3516	10.22367	19.41965	26.78957	17.97537
ENST00000498614.5	148.05419	650.60033	618.9889	230.11852	587.90015
ENST00000498699.5	4.41456	0	0	2.52223	0
ENST00000498700.5	7.2212	5.64944	4.79875	0	3.34943
ENST00000498790.5	0	36.31875	43.24591	0	31.02734
ENST00000498917.2	5.20264	9.8236	7.73549	10.83387	8.18731
ENST00000499359.2	14.27351	9.79227	20.37945	9.65609	12.67198
ENST00000499459.2	5.50078	4.31107	3.57489	9.89479	2.20762
ENST00000499713.6	3	0	0	14	1
ENST00000500527.1	1.67185	0	0	1.77273	0
ENST00000500538.7	1.94107	1.14615	1.28272	2.52464	5.71343
ENST00000501516.7	8.37992	8.26951	1.15997	9.87605	7.06481
ENST00000502171.2	0	10.1767	8.51878	2.21835	9.03748
ENST00000502297.5	13.17744	5.23661	13.38016	11.13976	12.06325
ENST00000502448.5	0	6.12707	8.17196	0	10.17731
ENST00000502528.5	18.30491	12.06649	8.42017	82.15899	7.92569
ENST00000502586.5	9.67688	4.23748	6.55014	6.27758	3.41178
ENST00000502646.1	2.51516	18.39505	9.07296	1.36158	14.69117
ENST00000502701.2	44.40223	13	10.70154	15.90441	25
ENST00000502704.2	64.77189	22.55061	27.96848	192.32332	27.58494
ENST00000502717.6	18.48458	76.87672	41.92735	6.19283	26.03005
ENST00000502733.1	2.56414	0	4.01962	5	2.12094
ENST00000502762.4	242.73097	0	714.71047	1.6e-4	34.90817
ENST00000502796.5	2.63622	0	0	1.23734	0
ENST00000502799.1	3.29806	58.45494	59.67822	30.62739	13.42658
ENST00000502814.5	1.15667	22.18604	0	0	0
ENST00000502841.5	37.40049	45.21317	65.17813	13.37682	45.26396
ENST00000502864.6	18.0074	1.15274	1.88499	14.819	0
ENST00000502912.1	11	0	4	3	0
ENST00000503064.5	23.0492	10.22242	18.42358	13.21921	17.28057
ENST00000503132.1	0	4	0	0	0
ENST00000503258.5	28.01275	21.50208	10.30604	11.60049	27.88104
ENST00000503277.6	10.63386	1.24612	10.1194	11.0043	13.14849
ENST00000503373.5	10.3306	2.46793	2.80284	0	1.90848
ENST00000503412.1	11	0	0	5.60978	0
ENST00000503556.5	21.17736	20.04838	38.35427	20.9992	32.02321
ENST00000503581.6	430.93681	30.84773	56.9026	888.06391	89.31016
ENST00000503787.6	97.15531	140.58698	166.2552	57.09018	124.36345
ENST00000503865.1	0	0	0	51.50708	2
ENST00000503889.2	30.50609	62.59904	20.95832	12.8124	40.02389
ENST00000504041.1	5.30129	1.14891	2	8.07603	3.11603
ENST00000504170.2	30.89195	9.59228	5.61255	32	21.54564
ENST00000504236.2	59.98312	11.99718	13.7756	45.782	17.00423
ENST00000504238.5	5.71938	0	0	3.74253	0
ENST00000504435.1	27.96604	12.09619	19.88295	26.38843	8.22143
ENST00000504610.2	5	3	3.32138	9	2
ENST00000504754.1	0	1	0	1	0
ENST00000504761.6	7.92756	45.05457	17.51304	96.70524	42.99519
ENST00000504790.1	0	0	0	4	0
ENST00000504836.5	0	4.18369	0.29397	3.8727	6.83713
ENST00000504926.5	13.00546	32.18919	26.32223	6.07607	46.62755
ENST00000504930.5	12.39779	0	10.39799	20.69068	5.9157400000000004
ENST00000504942.6	1.6e-4	0	0	0	0
ENST00000504946.6	3.33052	4.17946	5.45017	6.55552	9.08305
ENST00000504953.5	0	0	0	7.33144	0
ENST00000504968.6	78.81935	8.8962	14.72918	14.32582	6.7785
ENST00000504984.1	0	0	0	0	0
ENST00000505059.7	262.64205	103.30586	122.57701	225.89902	141.7597
ENST00000505133.5	3	1.33333	0	16	0
ENST00000505145.1	10.16017	13.28629	16.77874	19.72745	5.52299
ENST00000505221.5	21.31001	8.08244	15.10232	19.07948	17.04008
ENST00000505433.5	14.09261	3.12524	3.87546	16.49345	2.38454
ENST00000505459.6	540.74204	251.03625	295.29832	513.22908	292.4899
ENST00000505624.6	8.33484	24.91588	3.91582	0	4.65558
ENST00000505719.1	8.24015	6.26881	5.14408	2.05523	4.07892
ENST00000505752.6	1.064	0	0	0	0
ENST00000505818.1	1.41822	12.99053	8.9304	14.25888	2.85424
ENST00000505895.5	1.17242	0	0	0	0
ENST00000505900.1	38.88333	81.14695	75.3902	68.2135	64.95503
ENST00000505959.5	14.66667	0	0	12.5	0
ENST00000506020.5	0	14.85354	7.54623	0	2.15516
ENST00000506054.5	23.46229	7.94422	9.38712	22.0668	18.66171
ENST00000506113.5	16.25287	18.50883	28.74487	45.09652	11.97544
ENST00000506123.5	7.33036	11.77111	9.46875	4.46923	19.36806
ENST00000506254.5	31.31608	19.22352	41.03769	19.65662	16.71747
ENST00000506351.6	120.21796	37.51378	55.59968	95.40512	59.69278
ENST00000506352.5	32.55494	5.88893	8.14628	28.87624	0
ENST00000506364.6	26	3.83583	1.33828	10.27708	3.87569
ENST00000506390.5	1.20142	3.49178	1.06598	0	3.51665
ENST00000506478.1	117	0	0	40.32615	0
ENST00000506503.1	1.73599	4.23501	0	20.78924	1.87456
ENST00000506520.1	3	0	0	1.10779	2.23049
ENST00000506578.5	83.93002	92.6694	106.28238	75.31625	130.90664
ENST00000506597.2	54.95497	10.36772	25.94958	34.92193	26.88985
ENST00000506606.1	0	0	6.15067	0	5.25233
ENST00000506646.5	79.46873	1e-5	34.02312	52.43239	6.36218
ENST00000506758.5	0	0	0	1.40093	0
ENST00000506773.7	0	0	0	0	10.45643
ENST00000506869.5	6.92067	5.31499	10.51656	18.04918	8.65333
ENST00000506934.1	0	44	6	0	3
ENST00000506997.2	409.98555	83.6963	68.97895	292.24298	66.71946
ENST00000507019.5	47.55531	76.1017	104.9357	90.6002	90.8579
ENST00000507110.6	379.25545	133	152.09446	321	141.62238
ENST00000507116.6	227.36379	159.30804	193.07043	271.93648	194.90147
ENST00000507131.5	34.8048	0	0	46.8567	0
ENST00000507142.6	8.08656	0	11.72267	0	2.97159
ENST00000507248.2	24	0	0	34.70203	0
ENST00000507349.5	6.14055	5.22401	6.17289	6.11506	14.27623
ENST00000507358.1	7.87561	26.13614	20.79645	21.13357	42.57788
ENST00000507489.2	4.17467	0	0	15.37128	6.52069
ENST00000507528.5	170.75204	57.07603	70.80466	126.74844	75.5721
ENST00000507576.1	20.84261	6.59665	8.0049	9.77915	2.13412
ENST00000507632.2	0	0	0.45695	0	0.5
ENST00000507661.1	1.5667	1.72566	1.73763	13.28729	1.43024
ENST00000507677.5	23.6365	8.4903	7.19703	36.24092	3.36546
ENST00000507721.5	457.29497	559.93547	579.81369	290.4555	483.93844
ENST00000507740.6	0	14.37059	1.2837	57.84448	0
ENST00000507916.6	0	2.46089	0	1.8187	0
ENST00000507937.1	10.44905	5.03537	2.62506	8.79917	6.29542
ENST00000507958.5	1.72773	0	0.62783	1.50523	0.5
ENST00000508244.5	150.81485	50.07088	69.99364	129.53976	84.15389
ENST00000508262.2	12.41221	4.92914	14.26945	19.66753	6.17582
ENST00000508350.1	0	0	0	0	0
ENST00000508369.5	20.6779	8.53992	10.56769	8.07985	13.12981
ENST00000508377.5	9.76448	0.56789	0.67361	13.0443	0.80704
ENST00000508398.1	0	9.3865	5.8329	0	10.42876
ENST00000508415.1	0	0	0	0	1
ENST00000508417.5	12.31169	12.88947	0	0	0
ENST00000508434.1	0	7.69325	4.45076	3.34959	0
ENST00000508593.6	60.13135	101.64488	107.03015	3e-5	78.86612
ENST00000508676.5	9.22043	1.15768	0.73089	4.65434	0
ENST00000508722.5	21.40241	121.47345	50.76404	6.172	19.53738
ENST00000508821.6	2.44444	9	10.17069	12.5	17.75172
ENST00000508830.5	15.87898	2.05584	4.80401	13.00773	0
ENST00000508914.1	8.99063	1	0	19.24635	1
ENST00000508983.5	3.39941	0	1.23349	20.08175	0
ENST00000508987.1	334.01217	119.70361	172.51579	320.84209	127.29442
ENST00000509008.1	2.69972	5.37048	19.08176	9.58704	8.08337
ENST00000509094.5	5.05958	12.00798	9.95198	11.38249	3.80078
ENST00000509242.5	37.46967	0	4.18042	16.65147	12.98373
ENST00000509294.1	4.41887	4.14591	4	2	2.23324
ENST00000509323.1	1	1	0	1	1
ENST00000509430.5	24.96241	0	0	1e-5	0
ENST00000509437.6	193.71465	34.42264	31.56062	152.17751	35.58041
ENST00000509475.5	14.89866	7.90704	2.6012	65.9878	1e-5
