isoform_id	H9-FT_1	H9-FT_2	H9-hRGC_1	H9-hRGC_2
ENST00000348547	43.000000384248	24.000000394632007	0	5.999999342140004
ENST00000279052	9.999999475472997	5.000000608352005	1.999999817845999	11.000000424638001
ENST00000416206	0.9999997922699989	0	0.9999999089229995	1.000000705713998
ENST00000465298	5.000000514123003	0	1.999999817845999	4.0000003767840004
ENST00000488384	1.9999995845399978	0	3.0000001897660007	1.000000705713998
ENST00000672987	1.9999995845399978	0	20.000000030447996	77.00000052639402
ENST00000329235	7.000000098663	2.9999995231919967	1.999999817845999	28.000000191416007
ENST00000671830	0	0.999999841063999	0	8.999999013210006
ENST00000380291	52.000000067451	73.00000102496001	5.999999916534999	50.00000104069201
ENST00000450644	44.999999968787996	49.00000063032801	1.999999817845999	30.99999986248601
ENST00000479184	2.9999993768099964	2.9999995231919967	0.9999999089229995	1.999998965356004
ENST00000360156	15.999999781865997	18.99999978628	39.000000151973	326.9999983916381
ENST00000394610	0.9999997922699989	5.000000608352005	0	9.999999718924004
ENST00000343984	20.000000503719004	26.999999917824002	1.999999817845999	8.0000007535680009
ENST00000481072	2.9999993768099964	8.000000131544002	5.000000007611999	8.0000007535680009
