"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007229","integrin-mediated signaling pathway","66/6778","103/15460",0.640776699029126,1.46155322617148,4.15258758541883,2.66069318246631e-05,0.00135251903442037,0.000848387694584653,"RCC2/CDC42/COL16A1/FYB2/ANGPTL3/VAV3/ADAM15/LAMC1/ITGB1BP1/LOXL3/LIMS1/ITGA6/ITGAV/COL3A1/FN1/CUL3/ITGA9/ITGB5/BST1/TEC/ITGA1/ITGA2/ERBIN/CTNNA1/NEDD9/MPIG6B/DST/LAMA2/CCM2/LAMB1/ZYX/PTK2B/ADAM9/PTK2/SYK/ADAMTS13/ITGB1/FERMT3/APOA1/ITGA5/ITGA7/CD63/DIAPH3/PRKD1/FERMT2/FUT8/ADAM10/ITGA11/ITGAL/ITGAM/ITGAD/BCAR1/ADAM11/ITGB4/LAMA1/PRAM1/CEACAM1/ZNF304/PTPRA/FERMT1/SRC/ADAMTS1/ITGB2/MYH9/TIMP1/FLNA",66
"GO:0048638","regulation of developmental growth","163/6778","293/15460",0.556313993174061,1.2689014952008,4.10590383963071,2.81585732328641e-05,0.00137413837376377,0.000861948746959671,"AGRN/TP73/MACF1/MFSD2A/TGFBR3/TRIM46/MAEL/ADCY10/FLVCR1/HLX/DUSP10/DISC1/FOSL2/RTN4/BCL11A/BMP10/HTRA2/BCL2L11/CXCR4/MBD5/CREB1/MAP2/FN1/CPNE9/GHRL/VGLL4/COLQ/CLASP2/GOLGA4/SEMA3F/TWF2/WNT5A/FOXP1/GSK3B/RYK/PLS1/PIK3CA/MAP3K13/RBPJ/HOPX/PLAC8/SPP1/WWC2/SEMA5A/NIPBL/GHR/MEF2C/EFNA5/FSTL4/CDKL3/WWC1/KIAA0319/PPARD/MAPK14/CDKN1A/VEGFA/RIMS1/CGA/EPHA7/CITED2/LATS1/PRKN/TBX20/LIMK1/ZP3/SEMA3A/SMURF1/NRCAM/IFRD1/NRG1/FGFR1/GPAT4/IL7/STK3/RIMS2/ZFPM2/COL14A1/SEMA4D/TGFBR1/OLFM1/NOTCH1/CDK1/SGPL1/PTEN/SLIT1/ZFYVE27/FGF8/FGFR2/EIF4G2/BDNF/WT1/YAP1/YBX3/CDKN1B/DIP2B/NACA/SYT1/ACACB/RASAL1/TBX5/LATS2/ATP8A2/SPART/MYCBP2/CPNE6/AKAP6/SIX1/LGMN/YY1/DIO3/AKT1/CAPN3/SEMA6D/BBS4/ISLR2/SIN3A/FTO/BBS2/IST1/PAFAH1B1/RAI1/ULK2/SLC6A4/STAT5B/STAT5A/STAT3/MAPT/SPAG9/TBX2/RNF157/AFG3L2/SMAD7/DCC/NEDD4L/BCL2/CTDP1/PTPRS/INSR/DNM2/UNC13A/SPTBN4/GSK3A/MEGF8/APOE/CACNG7/SLC23A2/PLCB1/STK4/GNAS/APP/RUNX1/PPARA/CDKL5/HDAC6/AR/FGF13/MTM1/L1CAM/ARHGAP4/MECP2/GDI1/PLXNA3/G6PD",163
"GO:0046777","protein autophosphorylation","102/6778","172/15460",0.593023255813954,1.35263197622953,4.10905701707756,2.9856922627596e-05,0.00138944000378189,0.000871546922130663,"NTRK1/UHMK1/DDR2/ALK/EIF2AK2/VRK2/EIF2AK3/STK39/STK17B/PIKFYVE/EPHA4/PASK/STK25/NEK10/OXSR1/GSK3B/EPHB1/ATR/TNIK/MAP3K13/ADIPOQ/KIT/KDR/CAMK2D/FER/RAD50/PDGFRB/CAMK2A/RIPK1/DDR1/VEGFA/EPHA7/PDGFA/EIF2AK1/CAMK2B/LMTK2/EPHB4/CAV1/PTK2B/NRG1/FGFR1/NBN/PTK2/MAPK15/MELK/NTRK2/WNK2/NEK6/MYO3A/SLK/GRK5/FGFR2/TNKS1BP1/MARK2/PPP2R5B/MAP3K11/PAK1/ATM/LRRK2/MAP3K12/TAOK3/CAMKK2/FLT1/PRKD1/MAP3K9/VRK1/MARK3/AKT1/EIF2AK4/CHP1/TRPM7/ULK3/PEAK1/IGF1R/PDPK1/SMG1/TAOK2/ULK2/TAOK1/MAP3K3/ERN1/STK11/DAPK3/MAP2K2/INSR/MAP3K10/CALM3/PRKD2/RASSF2/MYLK2/SRC/STK4/AURKA/DYRK1A/SIK1/CHEK2/BMX/CDKL5/DDX3X/WNK3/TAF1/RAP2C",102
"GO:0050770","regulation of axonogenesis","88/6778","145/15460",0.606896551724138,1.38427569927046,4.1077122405845,3.07499017230419e-05,0.00138944000378189,0.000871546922130663,"MACF1/DAB1/TRIM46/ADCY10/CNTN2/PLXNA2/DISC1/RTN4/BCL11A/CHN1/MAP2/FN1/EPHA4/STK25/GOLGA4/TRAK1/PLXNB1/SEMA3F/TWF2/WNT5A/ROBO2/ROBO1/GSK3B/PLXNA1/RYK/SHOX2/SKIL/MAP3K13/SLIT2/SPP1/SEMA5A/EFNA5/FSTL4/CDKL3/KIAA0319/SYNGAP1/VEGFA/EPHA7/TIAM2/LIMK1/SEMA3A/SMURF1/IFRD1/BRAF/KEL/NTRK2/SEMA4D/PTEN/SLIT1/ZFYVE27/BRSK2/EIF4G2/BDNF/LRRC4C/LRP4/MARK2/PAK1/DIP2B/PLXNC1/SPART/NIN/SIPA1L1/PSEN1/SEMA6D/MAP2K1/ISLR2/IST1/PAFAH1B1/ULK2/MAPT/DCC/STK11/MAP2K2/PTPRS/MEGF8/BRSK1/TIAM1/PLXNB2/CDKL5/HDAC6/GLA/PAK3/FGF13/MCF2/L1CAM/ARHGAP4/GDI1/PLXNA3",88
"GO:1903131","mononuclear cell differentiation","237/6778","445/15460",0.532584269662921,1.21477615948492,4.06195398794877,3.21878176900977e-05,0.00140246919935426,0.000879719678973723,"PRKCZ/RPL22/CTNNBIP1/CDC42/RUNX3/ARID1A/JAK1/IL23R/NOTCH2/GPR89B/CTSK/RORC/PGLYRP3/ZBTB7B/NTRK1/FCRL3/CD1D/IFI16/SLAMF6/SLAMF1/FCER1G/FCGR2B/PBX1/RC3H1/MR1/PTPRC/CR2/CR1/CD46/HLX/DUSP10/PARP1/ADAM17/FOSL2/SOS1/SOCS5/CYP26B1/LOXL3/IL1RL1/MERTK/GLI2/SP3/ATF2/STAT4/CASP8/CD28/NHEJ1/DOCK10/HDAC4/TOP2B/AZI2/TGFBR2/MYD88/CTNNB1/CCR9/SMARCC1/RHOA/PBRM1/FOXP1/NFKBIZ/CD80/GATA2/ADIPOQ/OPA1/RBPJ/KIT/LEF1/MFSD8/TMEM131L/TLR2/SH3RF1/DROSHA/IL7R/IL6ST/PIK3R1/AP3B1/CAMK4/TCF7/NR3C1/SPINK5/ITK/IL12B/DOCK2/RIPK1/CD83/HLA-B/AGER/HLA-DRB1/BRD2/SLC39A7/VEGFA/RUNX2/PRDM1/ATG5/THEMIS/L3MBTL3/VNN1/MYB/ARID1B/QKI/CCR6/PHF10/LFNG/ACTB/EIF2AK1/PHF14/HDAC9/GLI3/CDK6/BRAF/EZH2/SLC4A2/SMARCD3/PTK2B/PRKDC/IL7/TPD52/RIPK2/TRIB1/ST3GAL1/SMARCA2/IL33/PAX5/VPS13A/CTSL/SYK/TNFSF8/RC3H2/TSC1/DCLRE1C/ZEB1/ITGB1/SIRT1/ZMIZ1/ENTPD7/IRF7/RAG1/MDK/AMBRA1/PTPRJ/MEN1/SART1/ATM/POU2AF1/IL18/ZBTB16/KMT2A/CRTAM/ITFG2/CRACR2A/CD27/CD4/LMBR1L/SMARCD1/TESPA1/SMARCC2/STAT6/DTX1/RB1/DIAPH3/GPR18/LIG4/TNFSF13B/PCID2/MMP14/ACIN1/DHRS2/PPP2R3C/SOS2/ZBTB1/PSEN1/BCL11B/YY1/RASGRP1/B2M/RORA/CD19/SPN/BRD7/CYLD/NFATC3/ZFPM1/FANCA/GPS2/TP53/PIK3R6/MED1/ERBB2/IKZF3/SMARCE1/STAT5B/STAT5A/STAT3/HDAC5/KAT7/SMARCD2/PRKCA/JMJD6/FASN/PTPN2/SMAD7/MALT1/BCL2/NFATC1/STK11/TCF3/AP3D1/SMARCA4/LYL1/BRD4/PGLYRP2/PIK3R2/IFNL1/PSG9/CLPTM1/RELB/KDELR1/IL4I1/LILRB1/LILRB4/DDRGK1/ADA/PREX1/ZBTB46/APP/RUNX1/AIRE/THOC5/FBXO7/LARGE1/MYH9/LGALS1/EP300/PIR/GATA1/ATP7A/GAB3",237
"GO:0030048","actin filament-based movement","81/6778","132/15460",0.613636363636364,1.39964859572413,4.07431029317489,3.58665436702232e-05,0.00143641673933249,0.00090101377868397,"RNF207/PDE4B/FNBP1L/KCND3/ATP1A1/NOS1AP/ADCY10/TNNT2/ADORA1/EPB41L5/BIN1/ZEB2/KCNJ3/SCN3A/SCN2A/SCN1A/SCN9A/SCN7A/WIPF1/MYO1B/SUMO1/GPD1L/SCN5A/SCN10A/SCN11A/CACNA1D/PIK3CA/FGF12/DLG1/LIMCH1/ANK2/CAMK2D/PDE4D/KCNN2/DSP/MYO6/QKI/CACNA2D1/AKAP9/CAV1/KCNH2/CACNB2/CTNNA3/PARVA/MYBPC3/SCN3B/CACNA1C/KCNJ8/ABCC9/PKP2/SCN8A/MYO1H/ATP2A2/NOS1/FRMD6/SYNE2/CCDC88C/MYO5A/TPM1/ATP2A1/MYO1C/MYH10/MYO1D/MYO19/CACNA1G/ROCK1/DSC2/DSG2/MYO5B/NEDD4L/MYO9B/SCN1B/ACTN4/MYH14/MYLK2/KCNE1/MYH9/SUN2/WAS/FGF13/FLNA",81
"GO:0007606","sensory perception of chemical stimulus","122/6778","212/15460",0.575471698113208,1.31259847341844,4.0492997969768,3.72829215548271e-05,0.00143641673933249,0.00090101377868397,"OR4F5/GNB1/CA6/TAS1R2/OR10K2/OR6Y1/OR6N1/OR6N2/RGS21/OR2B11/OR2C3/OR14L1/OR14A2/OR1C1/OR2L5/OR2L2/OR2L3/OR2M4/OR2T6/OR2T7/OR2T2/OR2G6/OR2T11/ADCY3/UBR3/RTP5/OR5K1/LEF1/OR2V1/OR2V2/OR4F3/OR2B2/OR2J3/OR2J2/OR5V1/OR11A1/OR2I1P/ITPR3/CD36/CFAP69/PIP/TAS2R39/OR2F1/OR6B1/OR2A25/ASIC3/TRPA1/LCN1/FFAR4/OR52K1/OR51D1/OR51A4/OR51L1/OR51B5/OR51I2/OR52B6/OR56B2P/OR56A3/OR56A4/OR2AG2/OR10A6/NAV2/OR4C11/OR8H2/OR5T2/OR8H1/OR5M1/OR9G1/P2RX3/OR9Q2/OR1S1/OR5B2/OR5AN1/OR5A2/OR4D9/BBS1/OR2AT4/OR8D4/OR10G4/OR8G1/OR8D1/OR8B8/TAS2R8/TAS2R13/ASIC1/OR9K2/OR6C75/OR6C4/RIC8B/OR11H12/OR4N2/OR4Q3/OR4M1/OR4K2/OR4K13/OR4K17/OR4N5/OR11G2/OR5AU1/OR10G3/OR4E2/OR4E1/TTC8/SLC24A4/B2M/BBS4/OR4F15/CNGB1/OR1D2/OR1A1/OR3A2/OR4D1/OR4F17/OR1M1/OR7D2/OR7D4/PDE4A/OR7C1/OR7A17/C5AR1/GNAS/CNGA2",122
"GO:0048588","developmental cell growth","124/6778","216/15460",0.574074074074074,1.30941062041682,4.04617080616476,3.76765046382293e-05,0.00143641673933249,0.00090101377868397,"PRKCZ/MACF1/TRIM46/ADCY10/DISC1/RTN4/BCL11A/EMX1/CXCR4/RAPH1/NRP2/MAP2/FN1/CPNE9/TGFBR2/CLASP2/GOLGA4/CTNNB1/ARIH2/SEMA3F/TWF2/WNT5A/FOXP1/ALCAM/GSK3B/SEMA5B/PLXNA1/TMEM108/RYK/MAP3K13/SLIT2/SPP1/PDLIM5/EDNRA/SORBS2/SEMA5A/EFNA5/FSTL4/CDKL3/CYFIP2/KIAA0319/DDR1/VEGFA/CD2AP/RIMS1/EPHA7/WASF1/PRKN/AUTS2/LIMK1/SEMA3A/SMURF1/NRCAM/IFRD1/ADRA1A/RIMS2/COL14A1/SH3GL2/NPR2/SEMA4D/OLFM1/SLC39A12/ITGB1/SLIT1/ZFYVE27/EIF4G2/BDNF/CLSTN3/PRICKLE1/KMT2D/DIP2B/RARG/SYT1/RASAL1/SPART/CPNE6/AKAP6/NIN/YY1/EIF2AK4/SPG11/SEMA6D/ISLR2/SIN3A/IQGAP1/ST8SIA2/NRN1L/IST1/PAFAH1B1/NDEL1/MAP2K4/ULK2/MAPT/SPAG9/RNF157/IMPACT/SMAD7/DCC/NEDD4L/CTDP1/STK11/PTPRS/DNM2/UNC13A/GSK3A/MEGF8/APOE/CACNG7/SLC23A2/AURKA/APP/TIAM1/PPARA/CDKL5/USP9X/HDAC6/SLC9A6/FGF13/L1CAM/ARHGAP4/MECP2/GDI1/PLXNA3/G6PD",124
"GO:0099504","synaptic vesicle cycle","124/6778","216/15460",0.574074074074074,1.30941062041682,4.04617080616476,3.76765046382293e-05,0.00143641673933249,0.00090101377868397,"TPRG1L/DNAJC6/SGIP1/BTBD8/CAPN2/SNAP47/OTOF/STON1/NRXN1/PPP3R1/BIN1/RAB3GAP1/CACNB4/RAPGEF4/CTNNB1/CADPS/ATP6V1A/MYLK/PLD1/NLGN1/AP2M1/CPLX1/GAK/DGKQ/CTBP1/ATP8A1/SNCA/BLTP1/CLCN3/AP3S1/CPLX2/CLTB/CANX/DTNBP1/PACSIN1/BTBD9/RIMS1/SNAP91/STX11/STXBP5/SYNJ2/PRKN/PRKAR1B/ACTB/SCRN1/AMPH/ABCA13/STX1A/PCLO/CADPS2/BRAF/PPP3CC/ATP6V1H/RIMS2/SCRIB/SH3GL2/UNC13B/ATP6V1G1/STXBP1/DNM1/PTEN/AP2A2/BRSK2/TH/SLC17A6/SYT7/PICALM/LRRK2/SLC4A8/RAP1B/SYT1/PPFIA2/ATP2A2/ARPC3/STX2/PCDH17/ATP6V1D/PSEN1/STON2/SNAP23/BLOC1S6/UNC13C/AP3B2/SH3GL3/AP3S2/SV2B/PRRT2/DOC2A/STX1B/AP1G1/RPH3AL/PLD2/GIT1/AP2B1/ATP6V0A1/ACTG1/ARHGDIA/ROCK1/CDH2/PIK3C3/AP3D1/PIP5K1C/SH3GL1/STXBP2/DNM2/UNC13A/GRIK5/AP2S1/PPFIA3/SLC17A7/AP2A1/BRSK1/SNAP25/OSBPL2/SYNJ1/ITSN1/ATP6V1E1/SEPTIN5/ATP6AP2/CASK/GRIPAP1/SYP/OPHN1/FMR1",124
"GO:0050804","modulation of chemical synaptic transmission","252/6778","478/15460",0.527196652719665,1.20248749646592,3.97336857689839,4.61261745093513e-05,0.00170527069398208,0.00106965642323121,"PRKCZ/TPRG1L/CLSTN1/GRIK3/SLC6A9/LRP8/NTNG1/CHRNB2/NTRK1/KCNJ10/NCSTN/PTGS2/ADORA1/CNTN2/DISC1/OTOF/PRKCE/NRXN1/RTN4/PPP3R1/FER1L5/SCTR/RAB3GAP1/CACNB4/SLC4A10/EPHA4/CNTN4/GRM7/GHRL/SLC6A6/DAG1/GNAI2/WNT5A/CHMP2B/IGSF11/GSK3B/TMEM108/EPHB1/MME/NLGN1/FXR1/ADIPOQ/CPLX1/NSG1/SORCS2/USP46/KIT/SNCA/GRID2/PPP3CA/CAMK2D/GUCY1A1/GRIA2/RAPGEF2/TRIO/SLC1A3/HMGCR/RASGRF2/MEF2C/MCTP1/SNCAIP/SLC12A2/CAMK2A/GRIA1/CPLX2/GRM6/MAPK9/DTNBP1/GABBR1/PRRT1/AGER/SYNGAP1/ITPR3/GRM4/BTBD9/CD2AP/RIMS1/SNX14/CNR1/EPHA7/GRIK2/ATG5/NR2E1/FYN/LAMA2/STXBP5/AKAP12/SYNE1/PLG/PRKN/PRKAR1B/CAMK2B/ADCY1/STX1A/PPP1R9A/ACHE/RELN/PRKAR2B/LRRC4/BRAF/DLGAP2/MICU3/ZDHHC2/ADRA1A/PTK2B/PLAT/CHRNB3/STAU2/RIMS2/SYBU/KCNQ3/PTPRD/PHF24/VPS13A/NTRK2/FRRS1L/STXBP1/DNM1/GRIN1/NSMF/CACNA1B/GPR158/ITGB1/EGR2/TACR2/CAMK2G/NRG3/PTEN/MYOF/LGI1/HRAS/SCT/BDNF/LRRC4C/P2RX3/SYT7/NRXN2/SHANK2/GRM5/MTMR2/GRIA4/BACE1/KMT2A/CLMP/CLSTN3/KRAS/LRRK2/SLC38A1/ASIC1/SLC4A8/NXPH4/RAP1B/MDM2/ZDHHC17/SYT1/PPFIA2/SSH1/ATP2A2/CUX2/PCDH17/NALCN/NGDN/JPH4/NFATC4/SLC8A3/SIPA1L1/PSEN1/LGMN/UBE3A/APBA2/EIF2AK4/USP8/UNC13C/SLC24A1/NEO1/NPTN/CHRNA5/CHRNA3/RASGRF1/SV2B/BAIAP3/CLN3/PRRT2/KCTD13/STX1B/STX4/CDH11/JPH3/ABR/PAFAH1B1/ARRB2/RNF167/DLG4/FXR2/SHISA6/ARHGAP44/GIT1/SLC6A4/NF1/GFAP/MAPT/ACE/EIF4A3/BAIAP2/DLGAP1/CELF4/DCC/CBLN2/PTPRS/CACNA1A/PRKACA/GIPC1/RAB8A/UNC13A/TSHZ3/GRIK5/APOE/DMPK/SLC8A2/PPFIA3/SHANK1/CACNG7/BRSK1/SHISA7/PTPRA/PLCB1/SNAP25/DLGAP4/ZMYND8/KCNB1/CBLN4/YTHDF1/APP/PDE9A/SEPTIN5/MAPK1/BCR/ADORA2A/YWHAH/LARGE1/ATF4/PACSIN2/SHANK3/CDKL5/CASK/HDAC6/SYP/IQSEC2/OPHN1/CHRDL1/FMR1/MECP2",252
"GO:0099177","regulation of trans-synaptic signaling","252/6778","479/15460",0.526096033402923,1.19997708415597,3.92834097064828,5.54439460269474e-05,0.00198945923979047,0.0012479179183155,"PRKCZ/TPRG1L/CLSTN1/GRIK3/SLC6A9/LRP8/NTNG1/CHRNB2/NTRK1/KCNJ10/NCSTN/PTGS2/ADORA1/CNTN2/DISC1/OTOF/PRKCE/NRXN1/RTN4/PPP3R1/FER1L5/SCTR/RAB3GAP1/CACNB4/SLC4A10/EPHA4/CNTN4/GRM7/GHRL/SLC6A6/DAG1/GNAI2/WNT5A/CHMP2B/IGSF11/GSK3B/TMEM108/EPHB1/MME/NLGN1/FXR1/ADIPOQ/CPLX1/NSG1/SORCS2/USP46/KIT/SNCA/GRID2/PPP3CA/CAMK2D/GUCY1A1/GRIA2/RAPGEF2/TRIO/SLC1A3/HMGCR/RASGRF2/MEF2C/MCTP1/SNCAIP/SLC12A2/CAMK2A/GRIA1/CPLX2/GRM6/MAPK9/DTNBP1/GABBR1/PRRT1/AGER/SYNGAP1/ITPR3/GRM4/BTBD9/CD2AP/RIMS1/SNX14/CNR1/EPHA7/GRIK2/ATG5/NR2E1/FYN/LAMA2/STXBP5/AKAP12/SYNE1/PLG/PRKN/PRKAR1B/CAMK2B/ADCY1/STX1A/PPP1R9A/ACHE/RELN/PRKAR2B/LRRC4/BRAF/DLGAP2/MICU3/ZDHHC2/ADRA1A/PTK2B/PLAT/CHRNB3/STAU2/RIMS2/SYBU/KCNQ3/PTPRD/PHF24/VPS13A/NTRK2/FRRS1L/STXBP1/DNM1/GRIN1/NSMF/CACNA1B/GPR158/ITGB1/EGR2/TACR2/CAMK2G/NRG3/PTEN/MYOF/LGI1/HRAS/SCT/BDNF/LRRC4C/P2RX3/SYT7/NRXN2/SHANK2/GRM5/MTMR2/GRIA4/BACE1/KMT2A/CLMP/CLSTN3/KRAS/LRRK2/SLC38A1/ASIC1/SLC4A8/NXPH4/RAP1B/MDM2/ZDHHC17/SYT1/PPFIA2/SSH1/ATP2A2/CUX2/PCDH17/NALCN/NGDN/JPH4/NFATC4/SLC8A3/SIPA1L1/PSEN1/LGMN/UBE3A/APBA2/EIF2AK4/USP8/UNC13C/SLC24A1/NEO1/NPTN/CHRNA5/CHRNA3/RASGRF1/SV2B/BAIAP3/CLN3/PRRT2/KCTD13/STX1B/STX4/CDH11/JPH3/ABR/PAFAH1B1/ARRB2/RNF167/DLG4/FXR2/SHISA6/ARHGAP44/GIT1/SLC6A4/NF1/GFAP/MAPT/ACE/EIF4A3/BAIAP2/DLGAP1/CELF4/DCC/CBLN2/PTPRS/CACNA1A/PRKACA/GIPC1/RAB8A/UNC13A/TSHZ3/GRIK5/APOE/DMPK/SLC8A2/PPFIA3/SHANK1/CACNG7/BRSK1/SHISA7/PTPRA/PLCB1/SNAP25/DLGAP4/ZMYND8/KCNB1/CBLN4/YTHDF1/APP/PDE9A/SEPTIN5/MAPK1/BCR/ADORA2A/YWHAH/LARGE1/ATF4/PACSIN2/SHANK3/CDKL5/CASK/HDAC6/SYP/IQSEC2/OPHN1/CHRDL1/FMR1/MECP2",252
"GO:0097193","intrinsic apoptotic signaling pathway","164/6778","298/15460",0.550335570469799,1.25526525810904,3.93145389376063,5.79038293402313e-05,0.00201836205128806,0.00126604763700295,"TP73/CASP9/KDM1A/HIPK1/MCL1/MUC1/ARHGEF2/IFI16/FCGR2B/MAEL/ADCY10/PTGS2/TP53BP2/PARP1/RPS7/MSH6/HTRA2/EIF2AK3/NCK2/BCL2L11/MARCHF7/SCN2A/ATF2/NFE2L2/PRKRA/ZNF385B/DNAJC10/CUL3/STK25/ITPR1/MLH1/CTNNB1/SHISA5/QRICH1/GPX1/NCK1/PIK3CB/PDCD10/SKIL/PARL/TP63/OPA1/WFS1/CASP6/FBXW7/FNIP2/PIK3R1/TAF9/HINT1/RACK1/BAG6/DAXX/CDKN1A/FYN/VNN1/BCLAF1/IL20RA/SOD2/PRKN/GSDME/PPIA/HSPB1/TAF6/FIS1/CAV1/CCAR2/POLB/PRKDC/NBN/RRM2B/GRINA/DNAJA1/MELK/UBQLN1/HNRNPK/DAB2IP/TRAF2/FBH1/CUL2/ERCC6/SGMS1/SIRT1/VDAC2/HELLS/HRAS/BRSK2/USP47/CD44/CREB3L1/PTPMT1/TMEM109/RAD9A/DDIAS/ATM/HYOU1/YBX3/LRRK2/TMEM117/TMBIM6/ZNF385A/USP15/DYRK2/MDM2/APAF1/PDX1/BRCA2/TPT1/CUL4A/BCL2L2/NFATC4/ERO1A/SNW1/IFI27/IFI27L2/GSKIP/PPP2R5C/COA8/PPP1R13B/SIVA1/AKT1/RPS27L/UACA/PML/TRAP1/CDIP1/RRN3/ATP2A1/SIAH1/CYLD/MMP2/HERPUD1/WWOX/HIC1/MYBBP1A/NLRP1/EIF5A/TP53/MAP2K4/BRCA1/SEPTIN4/ERN1/DDX5/NHERF1/P4HB/PYCR1/PTPN2/BCL2/STK11/PIAS4/URI1/PLAUR/CARD8/TRIB3/BCL2L1/SRC/APP/CHEK2/FBXO7/ATF4/EP300/DDX3X/NOX1/AIFM1/BCAP31",164
"GO:0045785","positive regulation of cell adhesion","231/6778","436/15460",0.529816513761468,1.20846316063032,3.90131812430338,6.25184843547165e-05,0.00210388676004881,0.00131969428348187,"PRKCZ/CDC42/RUNX3/ARID1A/COL16A1/JAK1/IL23R/VAV3/VTCN1/CD160/ZBTB7B/CD1D/SPTA1/SLAMF1/SELP/ABL2/LAMC1/PTPRC/PKP1/CD55/CR1/CD46/HLX/DUSP10/DISC1/ITGB1BP1/MFSD2B/VIT/PRKCE/SOCS5/MAP4K4/NCK2/LIMS1/EPB41L5/GLI2/DPP4/ITGA6/ITGAV/HSPD1/CD28/FN1/EPHA4/FBLN2/TGFBR2/PTPN23/SMARCC1/RHOA/DAG1/HYAL1/PBRM1/WNT5A/DENND6A/MAGI1/ABI3BP/NFKBIZ/HHLA2/CD80/GSK3B/NCK1/P2RY12/PIK3CA/OPA1/TFRC/KDR/HTN1/MMRN1/PPP3CA/LEF1/NDNF/FGB/MYO10/IL7R/EGFLAM/DAB2/ITGA2/IL6ST/AP3B1/MEGF10/RELL2/FBXO38/ADAM19/IL12B/RREB1/GCNT2/NEDD9/CD83/CARMIL1/HLA-A/AGER/HLA-DRB1/HLA-DQA1/HLA-DQB2/BRD2/HLA-DPA1/HLA-DPB1/VEGFA/FYN/LAMA2/VNN1/CITED2/UTRN/ARID1B/AFDN/PHF10/ACTB/CYTH3/RAC1/GLI3/ZP3/CD36/CDK6/LAMB1/CAV1/PODXL/BRAF/SMARCD3/DOCK5/PTK2B/NRG1/PLEKHA2/ADAM9/IL7/RIPK2/CYRIB/DOCK8/SMARCA2/IFT74/TEK/SYK/NR4A3/TSC1/RSU1/ANK3/SPOCK2/ZMIZ1/CD81/SAA1/CD44/RAG1/HSD17B12/MDK/AMBRA1/PTPRJ/CD6/ARL2/EFEMP2/SART1/ATM/IL18/ZBTB16/APOA1/CD27/CD4/SMARCD1/ITGA5/TESPA1/SMARCC2/KITLG/SLC7A1/TNFSF13B/ARHGEF7/FERMT2/ZBTB1/AKT1/TJP1/FMN1/RASGRP1/FRMD5/B2M/TPM1/SMAD3/CD276/CSK/PDPK1/SPN/CORO1A/STX4/BRD7/CYLD/ADGRG1/NFAT5/ZFHX3/C1QBP/PIK3R6/FLOT2/CCL5/ERBB2/SMARCE1/STAT5B/SMARCD2/PRKCA/P4HB/YES1/LAMA1/ROCK1/SMAD7/MALT1/AP3D1/FUT3/TNFSF14/CD209/TYK2/SMARCA4/DHPS/BRD4/FCHO1/PIK3R2/PLAUR/PRKD2/FUT1/IL4I1/MYADM/LILRB1/LILRB4/GP6/FERMT1/RIN2/SRC/TGM2/ADA/STK4/PREX1/CASS4/BMP7/RUNX1/ICOSLG/ITGB2/LGALS1/TRIOBP/EP300/FLNA",231
"GO:0009593","detection of chemical stimulus","117/6778","204/15460",0.573529411764706,1.30816829535001,3.91484245858651,6.50979256698633e-05,0.00210388676004881,0.00131969428348187,"OR4F5/CA6/TAS1R2/CASQ2/OR10K2/OR6Y1/OR6N1/OR6N2/OR2B11/OR2C3/OR14L1/OR14A2/OR1C1/OR2L5/OR2L2/OR2L3/OR2M4/OR2T6/OR2T7/OR2T2/OR2G6/OR2T11/RTP5/OR5K1/TLR2/KCNMB1/OR2V1/OR2V2/OR4F3/OR2B2/OR2J3/OR2J2/OR5V1/OR11A1/OR2I1P/C4B/SOD2/PIP/TAS2R39/OR2F1/OR6B1/OR2A25/ASIC3/EXTL3/ASPH/TRPA1/FFAR4/KCNIP2/STIM1/OR52K1/OR51D1/OR51A4/OR51L1/OR51B5/OR51I2/OR52B6/OR56B2P/OR56A3/OR56A4/OR2AG2/OR10A6/OR4C11/OR8H2/OR5T2/OR8H1/OR5M1/OR9G1/OR9Q2/OR1S1/OR5B2/OR5AN1/OR5A2/OR4D9/OR2AT4/OR8D4/OR10G4/OR8G1/OR8D1/OR8B8/CLEC7A/TAS2R8/TAS2R13/SLC11A2/NR4A1/OR9K2/OR6C75/OR6C4/SYT1/SCARB1/OR11H12/OR4N2/OR4Q3/OR4M1/OR4K2/OR4K13/OR4K17/OR4N5/OR11G2/OR5AU1/OR10G3/OR4E2/OR4E1/TGFB3/SLC24A4/OR4F15/CNGB1/OR1D2/OR1A1/OR3A2/OR4D1/OR4F17/OR1M1/OR7D2/OR7D4/OR7C1/OR7A17/CALM3",117
