"isoform_id","gene_id","gene_symbol"
"ENST00000504444","ENSG00000163913","IFT122"
"ENST00000687776","ENSG00000163913","IFT122"
"ENST00000249910","ENSG00000129071","MBD4"
"ENST00000510323","ENSG00000172765","TMCC1"
"ENST00000512902","ENSG00000172765","TMCC1"
"ENST00000508869","ENSG00000172765","TMCC1"
"ENST00000508729","ENSG00000172765","TMCC1"
"ENST00000425059","ENSG00000251287","ALG1L2"
"ENST00000698236","ENSG00000251287","ALG1L2"
"ENST00000373157","ENSG00000172752","COL6A5"
"ENST00000511332","ENSG00000206384","COL6A6"
"ENST00000508273","ENSG00000196455","PIK3R4"
"ENST00000507330","ENSG00000196455","PIK3R4"
"ENST00000504381","ENSG00000017260","ATP2C1"
"ENST00000515854","ENSG00000017260","ATP2C1"
"ENST00000510774","ENSG00000017260","ATP2C1"
"ENST00000506695","ENSG00000114670","NEK11"
"ENST00000511262","ENSG00000114670","NEK11"
"ENST00000617767","ENSG00000196353","CPNE4"
"ENST00000486798","ENSG00000138246","DNAJC13"
"ENST00000506813","ENSG00000138246","DNAJC13"
"ENST00000463038","ENSG00000138246","DNAJC13"
"ENST00000476742","ENSG00000113971","NPHP3"
"ENST00000512662","ENSG00000144868","TMEM108"
"ENST00000510183","ENSG00000144868","TMEM108"
"ENST00000503047","ENSG00000170819","BFSP2"
"ENST00000503338","ENSG00000163781","TOPBP1"
"ENST00000506779","ENSG00000163781","TOPBP1"
"ENST00000484106","ENSG00000163785","RYK"
"ENST00000481382","ENSG00000163785","RYK"
"ENST00000464879","ENSG00000163785","RYK"
"ENST00000502491","ENSG00000114019","AMOTL2"
"ENST00000683997","ENSG00000182923","CEP63"
"ENST00000684574","ENSG00000182923","CEP63"
"ENST00000332047","ENSG00000182923","CEP63"
"ENST00000354446","ENSG00000182923","CEP63"
"ENST00000683556","ENSG00000182923","CEP63"
"ENST00000682858","ENSG00000182923","CEP63"
"ENST00000682458","ENSG00000182923","CEP63"
"ENST00000683245","ENSG00000182923","CEP63"
"ENST00000383229","ENSG00000182923","CEP63"
"ENST00000675561","ENSG00000182923","CEP63"
"ENST00000682717","ENSG00000182923","CEP63"
"ENST00000514678","ENSG00000182923","CEP63"
"ENST00000683861","ENSG00000182923","CEP63"
"ENST00000682013","ENSG00000182923","CEP63"
"ENST00000493838","ENSG00000154928","EPHB1"
"ENST00000447251","ENSG00000073711","PPP2R3A"
"ENST00000434835","ENSG00000174579","MSL2"
"ENST00000482086","ENSG00000114054","PCCB"
"ENST00000485096","ENSG00000158092","NCK1"
"ENST00000484501","ENSG00000174564","IL20RB"
"ENST00000343735","ENSG00000066405","CLDN18"
"ENST00000466301","ENSG00000158163","DZIP1L"
"ENST00000236709","ENSG00000118017","A4GNT"
"ENST00000463485","ENSG00000114098","ARMC8"
"ENST00000494015","ENSG00000114098","ARMC8"
"ENST00000468900","ENSG00000114107","CEP70"
"ENST00000289153","ENSG00000051382","PIK3CB"
"ENST00000544716","ENSG00000051382","PIK3CB"
"ENST00000465581","ENSG00000051382","PIK3CB"
"ENST00000383163","ENSG00000206260","PRR23A"
"ENST00000687538","ENSG00000175110","MRPS22"
"ENST00000684961","ENSG00000175110","MRPS22"
"ENST00000511956","ENSG00000114113","RBP2"
"ENST00000617459","ENSG00000114115","RBP1"
"ENST00000339837","ENSG00000163864","NMNAT3"
"ENST00000647257","ENSG00000163864","NMNAT3"
"ENST00000286349","ENSG00000155890","TRIM42"
"ENST00000513007","ENSG00000155893","PXYLP1"
"ENST00000509813","ENSG00000177311","ZBTB38"
"ENST00000515549","ENSG00000155903","RASA2"
"ENST00000509032","ENSG00000155903","RASA2"
"ENST00000466678","ENSG00000069849","ATP1B3"
"ENST00000484727","ENSG00000069849","ATP1B3"
"ENST00000499676","ENSG00000114126","TFDP2"
"ENST00000467077","ENSG00000114127","XRN1"
"ENST00000653893","ENSG00000175054","ATR"
"ENST00000483373","ENSG00000120756","PLS1"
"ENST00000461644","ENSG00000120756","PLS1"
"ENST00000337777","ENSG00000120756","PLS1"
"ENST00000476941","ENSG00000144935","TRPC1"
"ENST00000470310","ENSG00000163710","PCOLCE2"
"ENST00000492509","ENSG00000188582","PAQR9"
"ENST00000496100","ENSG00000163714","U2SURP"
"ENST00000703521","ENSG00000152952","PLOD2"
"ENST00000703526","ENSG00000152952","PLOD2"
"ENST00000460520","ENSG00000152952","PLOD2"
"ENST00000706627","ENSG00000152952","PLOD2"
"ENST00000493432","ENSG00000188313","PLSCR1"
"ENST00000490745","ENSG00000188313","PLSCR1"
"ENST00000484399","ENSG00000174963","ZIC4"
"ENST00000484586","ENSG00000174963","ZIC4"
"ENST00000404754","ENSG00000144891","AGTR1"
"ENST00000491148","ENSG00000153002","CPB1"
"ENST00000473621","ENSG00000153002","CPB1"
"ENST00000488851","ENSG00000163754","GYG1"
"ENST00000479119","ENSG00000163754","GYG1"
"ENST00000478525","ENSG00000163755","HPS3"
"ENST00000305354","ENSG00000169903","TM4SF4"
"ENST00000472417","ENSG00000018408","WWTR1"
"ENST00000462519","ENSG00000206199","ANKUB1"
"ENST00000473672","ENSG00000206199","ANKUB1"
"ENST00000492828","ENSG00000196428","TSC22D2"
"ENST00000469331","ENSG00000144895","EIF2A"
"ENST00000295910","ENSG00000163645","ERICH6"
"ENST00000491361","ENSG00000163645","ERICH6"
"ENST00000295911","ENSG00000163646","CLRN1"
"ENST00000468836","ENSG00000163646","CLRN1"
"ENST00000485607","ENSG00000163646","CLRN1"
"ENST00000645441","ENSG00000163646","CLRN1"
"ENST00000685357","ENSG00000144893","MED12L"
"ENST00000469768","ENSG00000144893","MED12L"
"ENST00000468596","ENSG00000169313","P2RY12"
"ENST00000489791","ENSG00000152580","IGSF10"
"ENST00000445270","ENSG00000197953","AADACL2"
"ENST00000356517","ENSG00000197953","AADACL2"
"ENST00000362032","ENSG00000198829","SUCNR1"
"ENST00000282486","ENSG00000152601","MBNL1"
"ENST00000493459","ENSG00000152601","MBNL1"
"ENST00000357472","ENSG00000152601","MBNL1"
"ENST00000324196","ENSG00000152601","MBNL1"
"ENST00000485910","ENSG00000152601","MBNL1"
"ENST00000465817","ENSG00000114790","ARHGEF26"
"ENST00000483068","ENSG00000114790","ARHGEF26"
"ENST00000479934","ENSG00000174953","DHX36"
"ENST00000491597","ENSG00000196549","MME"
"ENST00000473730","ENSG00000196549","MME"
"ENST00000680282","ENSG00000196549","MME"
"ENST00000340059","ENSG00000114805","PLCH1"
"ENST00000334686","ENSG00000114805","PLCH1"
"ENST00000534941","ENSG00000174928","C3orf33"
"ENST00000471742","ENSG00000169282","KCNAB1"
"ENST00000486483","ENSG00000163659","TIPARP"
"ENST00000542783","ENSG00000163659","TIPARP"
"ENST00000495891","ENSG00000163659","TIPARP"
"ENST00000498839","ENSG00000197980","LEKR1"
"ENST00000356539","ENSG00000197980","LEKR1"
"ENST00000490689","ENSG00000168779","SHOX2"
"ENST00000480820","ENSG00000174891","RSRC1"
"ENST00000683516","ENSG00000174891","RSRC1"
"ENST00000682221","ENSG00000174891","RSRC1"
"ENST00000482822","ENSG00000174891","RSRC1"
"ENST00000684156","ENSG00000174891","RSRC1"
"ENST00000683899","ENSG00000174891","RSRC1"
"ENST00000684604","ENSG00000174891","RSRC1"
"ENST00000682164","ENSG00000174891","RSRC1"
"ENST00000475278","ENSG00000174891","RSRC1"
"ENST00000471911","ENSG00000174891","RSRC1"
"ENST00000477788","ENSG00000174891","RSRC1"
"ENST00000471745","ENSG00000178053","MLF1"
"ENST00000466246","ENSG00000178053","MLF1"
"ENST00000482628","ENSG00000178053","MLF1"
"ENST00000471444","ENSG00000118849","RARRES1"
"ENST00000471500","ENSG00000118855","MFSD1"
"ENST00000461213","ENSG00000068885","IFT80"
"ENST00000468327","ENSG00000068885","IFT80"
"ENST00000467254","ENSG00000068885","IFT80"
"ENST00000344722","ENSG00000113810","SMC4"
"ENST00000487747","ENSG00000113810","SMC4"
"ENST00000467263","ENSG00000113810","SMC4"
"ENST00000493695","ENSG00000113810","SMC4"
"ENST00000497203","ENSG00000113810","SMC4"
"ENST00000488017","ENSG00000113810","SMC4"
"ENST00000651791","ENSG00000169255","B3GALNT1"
"ENST00000651254","ENSG00000169255","B3GALNT1"
"ENST00000652143","ENSG00000169255","B3GALNT1"
"ENST00000264382","ENSG00000090402","SI"
"ENST00000392767","ENSG00000169064","ZBBX"
"ENST00000455345","ENSG00000169064","ZBBX"
"ENST00000461846","ENSG00000114204","SERPINI2"
"ENST00000471111","ENSG00000114204","SERPINI2"
"ENST00000466760","ENSG00000174776","WDR49"
"ENST00000492396","ENSG00000114209","PDCD10"
"ENST00000487678","ENSG00000114209","PDCD10"
"ENST00000488374","ENSG00000163536","SERPINI1"
"ENST00000628990","ENSG00000085276","MECOM"
"ENST00000486748","ENSG00000085276","MECOM"
"ENST00000602774","ENSG00000171757","LRRC34"
"ENST00000340806","ENSG00000188306","LRRIQ4"
"ENST00000691416","ENSG00000188306","LRRIQ4"
"ENST00000478364","ENSG00000173890","GPR160"
"ENST00000485735","ENSG00000173890","GPR160"
"ENST00000476668","ENSG00000173890","GPR160"
"ENST00000492924","ENSG00000173890","GPR160"
"ENST00000472330","ENSG00000173889","PHC3"
"ENST00000458537","ENSG00000136603","SKIL"
"ENST00000486975","ENSG00000285218","ENSG00000285218"
"ENST00000478578","ENSG00000163584","RPL22L1"
"ENST00000314251","ENSG00000163581","SLC2A2"
"ENST00000475336","ENSG00000154310","TNIK"
"ENST00000357327","ENSG00000154310","TNIK"
"ENST00000488470","ENSG00000154310","TNIK"
"ENST00000487846","ENSG00000154310","TNIK"
"ENST00000497307","ENSG00000075651","PLD1"
"ENST00000450693","ENSG00000186329","TMEM212"
"ENST00000443501","ENSG00000075420","FNDC3B"
"ENST00000460860","ENSG00000114346","ECT2"
"ENST00000351008","ENSG00000144962","SPATA16"
"ENST00000652082","ENSG00000144962","SPATA16"
"ENST00000482120","ENSG00000169760","NLGN1"
"ENST00000466350","ENSG00000169760","NLGN1"
"ENST00000490929","ENSG00000169760","NLGN1"
"ENST00000469727","ENSG00000169760","NLGN1"
"ENST00000491329","ENSG00000177694","NAALADL2"
"ENST00000481679","ENSG00000177694","NAALADL2"
"ENST00000489729","ENSG00000177694","NAALADL2"
"ENST00000414826","ENSG00000177694","NAALADL2"
"ENST00000638074","ENSG00000177565","TBL1XR1"
"ENST00000637681","ENSG00000177565","TBL1XR1"
"ENST00000431674","ENSG00000177565","TBL1XR1"
"ENST00000427349","ENSG00000177565","TBL1XR1"
"ENST00000637137","ENSG00000177565","TBL1XR1"
"ENST00000491623","ENSG00000177565","TBL1XR1"
"ENST00000637123","ENSG00000177565","TBL1XR1"
"ENST00000468036","ENSG00000121879","PIK3CA"
"ENST00000483460","ENSG00000121864","ZNF639"
"ENST00000357390","ENSG00000171109","MFN1"
"ENST00000482661","ENSG00000171109","MFN1"
"ENST00000471112","ENSG00000136521","NDUFB5"
"ENST00000681064","ENSG00000058056","USP13"
"ENST00000680605","ENSG00000058056","USP13"
"ENST00000679954","ENSG00000058056","USP13"
"ENST00000679769","ENSG00000058056","USP13"
"ENST00000467440","ENSG00000114757","PEX5L"
"ENST00000477829","ENSG00000114757","PEX5L"
"ENST00000487198","ENSG00000114757","PEX5L"
"ENST00000487397","ENSG00000163728","TTC14"
"ENST00000489868","ENSG00000284862","CCDC39"
"ENST00000651922","ENSG00000284862","CCDC39"
"ENST00000652024","ENSG00000284862","CCDC39"
"ENST00000491674","ENSG00000114416","FXR1"
"ENST00000473375","ENSG00000114416","FXR1"
"ENST00000493826","ENSG00000058063","ATP11B"
"ENST00000482794","ENSG00000058063","ATP11B"
"ENST00000460412","ENSG00000043093","DCUN1D1"
"ENST00000487822","ENSG00000043093","DCUN1D1"
"ENST00000475664","ENSG00000053524","MCF2L2"
"ENST00000431348","ENSG00000180834","MAP6D1"
"ENST00000639100","ENSG00000175193","PARL"
"ENST00000488202","ENSG00000175193","PARL"
"ENST00000443497","ENSG00000114770","ABCC5"
"ENST00000476402","ENSG00000114770","ABCC5"
"ENST00000649688","ENSG00000145191","EIF2B5"
"ENST00000435708","ENSG00000161202","DVL3"
"ENST00000649364","ENSG00000161202","DVL3"
"ENST00000427072","ENSG00000161203","AP2M1"
"ENST00000684853","ENSG00000161203","AP2M1"
"ENST00000461733","ENSG00000161203","AP2M1"
"ENST00000468048","ENSG00000161203","AP2M1"
"ENST00000690285","ENSG00000161203","AP2M1"
"ENST00000439383","ENSG00000175166","PSMD2"
"ENST00000450424","ENSG00000114867","EIF4G1"
"ENST00000421110","ENSG00000114867","EIF4G1"
"ENST00000413967","ENSG00000114867","EIF4G1"
"ENST00000485712","ENSG00000114867","EIF4G1"
"ENST00000424196","ENSG00000114867","EIF4G1"
"ENST00000444861","ENSG00000114867","EIF4G1"
"ENST00000434061","ENSG00000114867","EIF4G1"
"ENST00000491162","ENSG00000114859","CLCN2"
"ENST00000460083","ENSG00000163882","POLR2H"
"ENST00000445089","ENSG00000156931","VPS8"
"ENST00000426319","ENSG00000156931","VPS8"
"ENST00000465213","ENSG00000156931","VPS8"
"ENST00000495190","ENSG00000156931","VPS8"
"ENST00000488255","ENSG00000156931","VPS8"
"ENST00000455188","ENSG00000073803","MAP3K13"
"ENST00000438798","ENSG00000073803","MAP3K13"
"ENST00000424591","ENSG00000163898","LIPH"
"ENST00000459883","ENSG00000163904","SENP2"
"ENST00000494906","ENSG00000073792","IGF2BP2"
"ENST00000493302","ENSG00000073792","IGF2BP2"
"ENST00000489830","ENSG00000244405","ETV5"
"ENST00000484223","ENSG00000244405","ETV5"
"ENST00000446782","ENSG00000113838","TBCCD1"
"ENST00000465032","ENSG00000156976","EIF4A2"
"ENST00000489028","ENSG00000163918","RFC4"
"ENST00000444204","ENSG00000181092","ADIPOQ"
"ENST00000463542","ENSG00000073849","ST6GAL1"
"ENST00000438590","ENSG00000073849","ST6GAL1"
"ENST00000448044","ENSG00000073849","ST6GAL1"
"ENST00000416235","ENSG00000073849","ST6GAL1"
"ENST00000618621","ENSG00000145012","LPP"
"ENST00000483938","ENSG00000145012","LPP"
"ENST00000434928","ENSG00000073282","TP63"
"ENST00000467131","ENSG00000090530","P3H2"
"ENST00000444866","ENSG00000090530","P3H2"
"ENST00000426003","ENSG00000090530","P3H2"
"ENST00000342550","ENSG00000196083","IL1RAP"
"ENST00000476929","ENSG00000196083","IL1RAP"
"ENST00000479491","ENSG00000205835","GMNC"
"ENST00000683451","ENSG00000114279","FGF12"
"ENST00000495496","ENSG00000187527","ATP13A5"
"ENST00000644595","ENSG00000198836","OPA1"
"ENST00000646699","ENSG00000198836","OPA1"
"ENST00000646544","ENSG00000198836","OPA1"
"ENST00000483516","ENSG00000198836","OPA1"
"ENST00000445863","ENSG00000198836","OPA1"
"ENST00000687055","ENSG00000133657","ATP13A3"
"ENST00000439040","ENSG00000133657","ATP13A3"
"ENST00000690408","ENSG00000133657","ATP13A3"
"ENST00000480853","ENSG00000041802","LSG1"
"ENST00000429994","ENSG00000173950","XXYLT1"
"ENST00000494175","ENSG00000173950","XXYLT1"
"ENST00000472860","ENSG00000114331","ACAP2"
"ENST00000466876","ENSG00000114331","ACAP2"
"ENST00000475905","ENSG00000114331","ACAP2"
"ENST00000484296","ENSG00000114331","ACAP2"
"ENST00000423938","ENSG00000176945","MUC20"
"ENST00000462323","ENSG00000145113","MUC4"
"ENST00000466475","ENSG00000145113","MUC4"
"ENST00000475231","ENSG00000145113","MUC4"
"ENST00000480843","ENSG00000145113","MUC4"
"ENST00000678220","ENSG00000061938","TNK2"
"ENST00000671753","ENSG00000061938","TNK2"
"ENST00000673236","ENSG00000061938","TNK2"
"ENST00000428187","ENSG00000061938","TNK2"
"ENST00000673559","ENSG00000061938","TNK2"
"ENST00000491658","ENSG00000072274","TFRC"
"ENST00000698284","ENSG00000072274","TFRC"
"ENST00000698287","ENSG00000072274","TFRC"
"ENST00000416660","ENSG00000163959","SLC51A"
"ENST00000442203","ENSG00000163959","SLC51A"
"ENST00000412869","ENSG00000161217","PCYT1A"
"ENST00000491186","ENSG00000213123","DYNLT2B"
"ENST00000442633","ENSG00000273331","TM4SF19-DYNLT2B"
"ENST00000452776","ENSG00000214097","SMCO1"
"ENST00000467803","ENSG00000114503","NCBP2"
"ENST00000482976","ENSG00000114503","NCBP2"
"ENST00000445739","ENSG00000163975","MELTF"
"ENST00000670366","ENSG00000075711","DLG1"
"ENST00000656087","ENSG00000075711","DLG1"
"ENST00000669565","ENSG00000075711","DLG1"
"ENST00000667104","ENSG00000075711","DLG1"
"ENST00000669332","ENSG00000075711","DLG1"
"ENST00000659716","ENSG00000075711","DLG1"
"ENST00000664991","ENSG00000075711","DLG1"
"ENST00000668578","ENSG00000075711","DLG1"
"ENST00000670935","ENSG00000075711","DLG1"
"ENST00000667971","ENSG00000075711","DLG1"
"ENST00000660237","ENSG00000075711","DLG1"
"ENST00000469073","ENSG00000075711","DLG1"
"ENST00000477312","ENSG00000075711","DLG1"
"ENST00000412364","ENSG00000075711","DLG1"
"ENST00000392379","ENSG00000161267","BDH1"
"ENST00000426031","ENSG00000122068","FYTTD1"
"ENST00000482837","ENSG00000185621","LMLN"
"ENST00000608255","ENSG00000272602","ZNF595"
"ENST00000609518","ENSG00000272602","ZNF595"
"ENST00000509152","ENSG00000272602","ZNF595"
"ENST00000610261","ENSG00000272602","ZNF595"
"ENST00000502981","ENSG00000272602","ZNF595"
"ENST00000383028","ENSG00000174227","PIGG"
"ENST00000508144","ENSG00000174227","PIGG"
"ENST00000429163","ENSG00000133256","PDE6B"
"ENST00000513662","ENSG00000215375","MYL5"
"ENST00000347950","ENSG00000169026","SLC49A3"
"ENST00000507165","ENSG00000169026","SLC49A3"
"ENST00000513740","ENSG00000169026","SLC49A3"
"ENST00000475288","ENSG00000185619","PCGF3"
"ENST00000488032","ENSG00000185619","PCGF3"
"ENST00000506404","ENSG00000168993","CPLX1"
"ENST00000507124","ENSG00000178950","GAK"
"ENST00000622959","ENSG00000127419","TMEM175"
"ENST00000510286","ENSG00000145214","DGKQ"
"ENST00000513138","ENSG00000145217","SLC26A1"
"ENST00000511672","ENSG00000159674","SPON2"
"ENST00000503594","ENSG00000159692","CTBP1"
"ENST00000703138","ENSG00000159692","CTBP1"
"ENST00000514210","ENSG00000159692","CTBP1"
"ENST00000514495","ENSG00000159692","CTBP1"
"ENST00000503162","ENSG00000090316","MAEA"
"ENST00000677286","ENSG00000163945","UVSSA"
"ENST00000679242","ENSG00000163945","UVSSA"
"ENST00000678994","ENSG00000163945","UVSSA"
"ENST00000505716","ENSG00000163945","UVSSA"
"ENST00000483348","ENSG00000163950","SLBP"
"ENST00000493975","ENSG00000013810","TACC3"
"ENST00000651251","ENSG00000013810","TACC3"
"ENST00000512189","ENSG00000168924","LETM1"
"ENST00000382892","ENSG00000109685","NSD2"
"ENST00000382895","ENSG00000109685","NSD2"
"ENST00000508299","ENSG00000109685","NSD2"
"ENST00000421397","ENSG00000185049","NELFA"
"ENST00000510822","ENSG00000123933","MXD4"
"ENST00000508471","ENSG00000159733","ZFYVE28"
"ENST00000509171","ENSG00000159733","ZFYVE28"
"ENST00000503000","ENSG00000159733","ZFYVE28"
"ENST00000504743","ENSG00000159733","ZFYVE28"
"ENST00000505421","ENSG00000159733","ZFYVE28"
"ENST00000507247","ENSG00000063978","RNF4"
"ENST00000513578","ENSG00000063978","RNF4"
"ENST00000513450","ENSG00000063978","RNF4"
"ENST00000545951","ENSG00000125386","FAM193A"
"ENST00000505311","ENSG00000125386","FAM193A"
"ENST00000506904","ENSG00000125386","FAM193A"
"ENST00000506120","ENSG00000125386","FAM193A"
"ENST00000511352","ENSG00000168884","TNIP2"
"ENST00000508684","ENSG00000087274","ADD1"
"ENST00000539108","ENSG00000087274","ADD1"
"ENST00000503455","ENSG00000087274","ADD1"
"ENST00000374281","ENSG00000087274","ADD1"
"ENST00000398123","ENSG00000087274","ADD1"
"ENST00000536424","ENSG00000087274","ADD1"
"ENST00000507120","ENSG00000087269","NOP14"
"ENST00000345167","ENSG00000125388","GRK4"
"ENST00000504308","ENSG00000125388","GRK4"
"ENST00000680956","ENSG00000197386","HTT"
"ENST00000647962","ENSG00000197386","HTT"
"ENST00000649131","ENSG00000197386","HTT"
"ENST00000509043","ENSG00000197386","HTT"
"ENST00000338806","ENSG00000159788","RGS12"
"ENST00000643191","ENSG00000159788","RGS12"
"ENST00000510803","ENSG00000159788","RGS12"
"ENST00000513995","ENSG00000175920","DOK7"
"ENST00000296358","ENSG00000163982","OTOP1"
"ENST00000452476","ENSG00000145220","LYAR"
"ENST00000513555","ENSG00000168824","NSG1"
"ENST00000510398","ENSG00000152953","STK32B"
"ENST00000511959","ENSG00000152953","STK32B"
"ENST00000475313","ENSG00000173040","EVC2"
"ENST00000409021","ENSG00000152969","JAKMIP1"
"ENST00000700577","ENSG00000152969","JAKMIP1"
"ENST00000684087","ENSG00000109501","WFS1"
"ENST00000503069","ENSG00000170871","KIAA0232"
"ENST00000446947","ENSG00000132405","TBC1D14"
"ENST00000511199","ENSG00000184985","SORCS2"
"ENST00000360265","ENSG00000196526","AFAP1"
"ENST00000508415","ENSG00000196526","AFAP1"
"ENST00000513856","ENSG00000196526","AFAP1"
"ENST00000676532","ENSG00000163995","ABLIM2"
"ENST00000514025","ENSG00000163995","ABLIM2"
"ENST00000515797","ENSG00000087008","ACOX3"
"ENST00000514302","ENSG00000155269","GPR78"
"ENST00000334879","ENSG00000186146","DEFB131A"
"ENST00000503803","ENSG00000109667","SLC2A9"
"ENST00000512342","ENSG00000109667","SLC2A9"
"ENST00000506583","ENSG00000109667","SLC2A9"
"ENST00000699792","ENSG00000071127","WDR1"
"ENST00000508949","ENSG00000071127","WDR1"
"ENST00000264785","ENSG00000071127","WDR1"
"ENST00000507719","ENSG00000109684","CLNK"
"ENST00000504644","ENSG00000157869","RAB28"
"ENST00000510528","ENSG00000157869","RAB28"
"ENST00000509897","ENSG00000038219","BOD1L1"
"ENST00000442003","ENSG00000137449","CPEB2"
"ENST00000295297","ENSG00000163145","C1QTNF7"
"ENST00000429690","ENSG00000163145","C1QTNF7"
"ENST00000382346","ENSG00000109743","BST1"
"ENST00000514445","ENSG00000109743","BST1"
"ENST00000503884","ENSG00000007062","PROM1"
"ENST00000675613","ENSG00000007062","PROM1"
"ENST00000675377","ENSG00000007062","PROM1"
"ENST00000511270","ENSG00000007062","PROM1"
"ENST00000511153","ENSG00000007062","PROM1"
"ENST00000513108","ENSG00000007062","PROM1"
"ENST00000512304","ENSG00000007062","PROM1"
"ENST00000508888","ENSG00000169762","TAPT1"
"ENST00000513359","ENSG00000169762","TAPT1"
"ENST00000505152","ENSG00000169762","TAPT1"
"ENST00000511156","ENSG00000169762","TAPT1"
"ENST00000504189","ENSG00000169744","LDB2"
"ENST00000504614","ENSG00000002549","LAP3"
"ENST00000503823","ENSG00000145147","SLIT2"
"ENST00000622093","ENSG00000145147","SLIT2"
"ENST00000508824","ENSG00000145147","SLIT2"
"ENST00000509394","ENSG00000145147","SLIT2"
"ENST00000512993","ENSG00000145147","SLIT2"
"ENST00000514663","ENSG00000163138","PACRGL"
"ENST00000506457","ENSG00000163138","PACRGL"
"ENST00000515373","ENSG00000185774","KCNIP4"
"ENST00000512102","ENSG00000185774","KCNIP4"
"ENST00000508133","ENSG00000152990","ADGRA3"
"ENST00000514129","ENSG00000152990","ADGRA3"
"ENST00000513385","ENSG00000152990","ADGRA3"
"ENST00000514749","ENSG00000152990","ADGRA3"
"ENST00000503714","ENSG00000109819","PPARGC1A"
"ENST00000505469","ENSG00000109819","PPARGC1A"
"ENST00000681374","ENSG00000109618","SEPSECS"
"ENST00000681341","ENSG00000109618","SEPSECS"
"ENST00000507809","ENSG00000053900","ANAPC4"
"ENST00000503805","ENSG00000053900","ANAPC4"
"ENST00000509290","ENSG00000091490","SEL1L3"
"ENST00000514321","ENSG00000091490","SEL1L3"
"ENST00000513364","ENSG00000091490","SEL1L3"
"ENST00000681799","ENSG00000168214","RBPJ"
"ENST00000681403","ENSG00000168214","RBPJ"
"ENST00000513182","ENSG00000168214","RBPJ"
"ENST00000679698","ENSG00000168214","RBPJ"
"ENST00000515573","ENSG00000168214","RBPJ"
"ENST00000689192","ENSG00000168214","RBPJ"
"ENST00000504423","ENSG00000168214","RBPJ"
"ENST00000511546","ENSG00000168214","RBPJ"
"ENST00000515023","ENSG00000168214","RBPJ"
"ENST00000513596","ENSG00000109680","TBC1D19"
"ENST00000467087","ENSG00000109689","STIM2"
"ENST00000478049","ENSG00000109689","STIM2"
"ENST00000509925","ENSG00000169851","PCDH7"
"ENST00000503225","ENSG00000047365","ARAP2"
"ENST00000513032","ENSG00000047365","ARAP2"
"ENST00000639862","ENSG00000197057","DTHD1"
"ENST00000503528","ENSG00000197057","DTHD1"
"ENST00000512114","ENSG00000181826","RELL1"
"ENST00000513936","ENSG00000065882","TBC1D1"
"ENST00000469803","ENSG00000065882","TBC1D1"
"ENST00000512889","ENSG00000197712","FAM114A1"
"ENST00000261425","ENSG00000109790","KLHL5"
"ENST00000514399","ENSG00000109790","KLHL5"
"ENST00000512112","ENSG00000157796","WDR19"
"ENST00000502389","ENSG00000157796","WDR19"
"ENST00000502718","ENSG00000157796","WDR19"
"ENST00000503733","ENSG00000157796","WDR19"
"ENST00000510315","ENSG00000157796","WDR19"
"ENST00000504554","ENSG00000035928","RFC1"
"ENST00000509084","ENSG00000035928","RFC1"
"ENST00000512881","ENSG00000035928","RFC1"
"ENST00000640489","ENSG00000121897","LIAS"
"ENST00000640381","ENSG00000121897","LIAS"
"ENST00000639614","ENSG00000121897","LIAS"
"ENST00000509391","ENSG00000109814","UGDH"
"ENST00000507020","ENSG00000121892","PDS5A"
"ENST00000513798","ENSG00000121892","PDS5A"
"ENST00000381793","ENSG00000163694","RBM47"
"ENST00000463952","ENSG00000179299","NSUN7"
"ENST00000505266","ENSG00000163697","APBB2"
"ENST00000313860","ENSG00000064042","LIMCH1"
"ENST00000511424","ENSG00000064042","LIMCH1"
"ENST00000515847","ENSG00000064042","LIMCH1"
"ENST00000508466","ENSG00000064042","LIMCH1"
"ENST00000226382","ENSG00000109132","PHOX2B"
"ENST00000510383","ENSG00000109133","TMEM33"
"ENST00000506602","ENSG00000124406","ATP8A1"
"ENST00000515872","ENSG00000124406","ATP8A1"
"ENST00000510861","ENSG00000151834","GABRA2"
"ENST00000514236","ENSG00000151834","GABRA2"
"ENST00000503288","ENSG00000145246","ATP10D"
"ENST00000502726","ENSG00000145244","CORIN"
"ENST00000502448","ENSG00000170448","NFXL1"
"ENST00000464756","ENSG00000170448","NFXL1"
"ENST00000402813","ENSG00000198515","CNGA1"
"ENST00000511150","ENSG00000135605","TEC"
"ENST00000510595","ENSG00000109171","SLAIN2"
"ENST00000502925","ENSG00000075539","FRYL"
"ENST00000673760","ENSG00000075539","FRYL"
"ENST00000509246","ENSG00000109180","OCIAD1"
"ENST00000514155","ENSG00000145247","OCIAD2"
"ENST00000504661","ENSG00000109184","DCUN1D4"
"ENST00000510587","ENSG00000109184","DCUN1D4"
"ENST00000682860","ENSG00000188993","LRRC66"
"ENST00000511028","ENSG00000163071","SPATA18"
"ENST00000508499","ENSG00000109189","USP46"
"ENST00000502443","ENSG00000109189","USP46"
"ENST00000504078","ENSG00000109189","USP46"
"ENST00000703451","ENSG00000145216","FIP1L1"
"ENST00000703452","ENSG00000145216","FIP1L1"
"ENST00000703454","ENSG00000145216","FIP1L1"
"ENST00000703455","ENSG00000145216","FIP1L1"
"ENST00000703456","ENSG00000145216","FIP1L1"
"ENST00000703457","ENSG00000145216","FIP1L1"
"ENST00000703458","ENSG00000145216","FIP1L1"
"ENST00000703461","ENSG00000145216","FIP1L1"
